pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,copyrights,doi,publication_date,authors
40046748,Dual inhibitor of MDM2 and NFAT1 for experimental therapy of breast cancer: ,"MDM2, NFAT1, cancer metabolism, dual inhibitor, p53, triple negative breast cancer",Frontiers in pharmacology,"The oncogene MDM2 has garnered attention not only for its role in cancer as a negative regulator of the tumor suppressor p53 but also for its p53-independent oncogenic activities. MDM2 also involves metabolic reprogramming, such as serine metabolism, respiration, mitochondrial functions, the folate cycle, and redox balance. Traditional MDM2 inhibitors blocking the protein-protein binding between MDM2 and p53 have shown limited clinical success in various stages of clinical trials, most likely due to low efficacy, drug toxicity, and drug resistance, highlighting the need for a novel, p53-independent strategy to inhibit MDM2. The present study investigated the antitumor effects of MA242, a novel MDM2 and NFAT1 inhibitor, in breast cancer models.
The anticancer activity and underlying mechanisms of MA242 were evaluated in vitro using breast cancer cell lines with different p53 backgrounds and 
We demonstrated that MA242 significantly inhibited cell viability and induced apoptosis in breast cancer cells, regardless of p53 status. Metabolic analysis revealed that MA242 notably disrupted nicotinamide metabolism, modified nucleotide metabolism, and elevated cellular oxidative stress by disturbing the redox balance. Furthermore, in animal models, MA242 reduced MDM2 expression and effectively inhibited tumor growth dependent on MDM2 expression without causing host toxicity.
These findings highlight the potential of MA242 as a modulator of cancer metabolism and support its further development as a therapeutic option for aggressive breast cancers.",,"We demonstrated that MA242 significantly inhibited cell viability and induced apoptosis in breast cancer cells, regardless of p53 status. Metabolic analysis revealed that MA242 notably disrupted nicotinamide metabolism, modified nucleotide metabolism, and elevated cellular oxidative stress by disturbing the redox balance. Furthermore, in animal models, MA242 reduced MDM2 expression and effectively inhibited tumor growth dependent on MDM2 expression without causing host toxicity.",,"Copyright © 2025 Wang, Aguilar, Datta, Alley, Tadesse, Wang, Gao and Zhang.",10.3389/fphar.2025.1531667,2025-03-06,"Wei Wang, Marlene Aguilar, Sayantap Datta, Abigail Alley, Meheret Tadesse, Xinshi Wang, Xia Gao, Ruiwen Zhang"
40046311,Patient Preferences for HR+/HER2- Early Breast Cancer Adjuvant Treatment: A Multicountry Discrete Choice Experiment.,"Adjuvant treatment, CDK4/6 inhibitor, Discrete choice experiment, Early breast cancer, Patient preference","Breast care (Basel, Switzerland)","More adjuvant treatment options are becoming available for hormone receptor-positive/human epidermal growth factor receptor 2-negative (HR+/HER2-) early breast cancer (EBC) based on results of clinical trials. This study quantified the importance of different attributes of EBC adjuvant therapies to patients and the benefit-risk tradeoffs patients were willing to make.
Women with HR+/HER2- EBC completed an online discrete choice experiment (DCE) survey; the design was informed by clinical data, qualitative interviews (
A total of 866 patients from the USA, France, Spain, Canada, the UK, Germany, South Korea, and Australia completed the DCE (mean age: 57.7 years; 76% postmenopausal; 29% stage I disease, 55% stage II, 16% stage III). Improved 5-year iDFS (75.4-82.7% range; associated with combination regimens [CRs] vs. endocrine therapy [ET] alone) contributed the most to treatment preferences (clinically relevant relative attribute importance: 38.4%), followed by reduced risks of venous thromboembolic events (VTEs) (20.4%), neutropenia (20.3%), and diarrhea (15.0%). Treatment type + duration (3.7%) and fatigue (2.3%) were less important. Pts required the largest improvement in 5-year iDFS (3.9%) to tolerate increased risks of VTE (0.7%-2.5%) or neutropenia (5.6%-46%); willingness to accept tradeoffs depended on the AE. Preference heterogeneity was observed across subgroups, but 5-year iDFS improvement was consistently the most impactful on treatment choice in all subgroups.
A multicountry sample of patients most valued adjuvant therapies with higher 5-year iDFS and may therefore prefer CRs over ET alone. The value of CRs depends on their specific safety profiles, and shared decision-making should consider this to select treatment options that align with individual preferences.",,"A total of 866 patients from the USA, France, Spain, Canada, the UK, Germany, South Korea, and Australia completed the DCE (mean age: 57.7 years; 76% postmenopausal; 29% stage I disease, 55% stage II, 16% stage III). Improved 5-year iDFS (75.4-82.7% range; associated with combination regimens [CRs] vs. endocrine therapy [ET] alone) contributed the most to treatment preferences (clinically relevant relative attribute importance: 38.4%), followed by reduced risks of venous thromboembolic events (VTEs) (20.4%), neutropenia (20.3%), and diarrhea (15.0%). Treatment type + duration (3.7%) and fatigue (2.3%) were less important. Pts required the largest improvement in 5-year iDFS (3.9%) to tolerate increased risks of VTE (0.7%-2.5%) or neutropenia (5.6%-46%); willingness to accept tradeoffs depended on the AE. Preference heterogeneity was observed across subgroups, but 5-year iDFS improvement was consistently the most impactful on treatment choice in all subgroups.","A multicountry sample of patients most valued adjuvant therapies with higher 5-year iDFS and may therefore prefer CRs over ET alone. The value of CRs depends on their specific safety profiles, and shared decision-making should consider this to select treatment options that align with individual preferences.","© 2025 The Author(s). Published by S. Karger AG, Basel.",10.1159/000543320,2025-03-06,"Victoria Harmer, Cathy Ammendolea, Mandy Ryan, Frances Boyle, Gustavo Werutsky, Dina El Mouzain, Deborah A Marshall, Caitlin Thomas, Sebastian Heidenreich, Hui Lu, Nicolas Krucien, Juan Mora Payan, Dawn Aubel, Andriy Danyliv, Purnima Pathak, Nadia Harbeck"
40045306,Evaluation of a digital reporting and supporting tool in breast cancer prevention trials (KarmApp).,"Adverse event reporting, Anti-estrogen therapy, Breast cancer prevention, Randomized clinical trial, Smartphone application, eHealth, mHealth",BMC health services research,"Anti-estrogens are widely used to reduce recurrence in breast cancer patients. The side effects often lead to treatment non-adherence and the use of anti-hormonal treatments as primary prevention in women with increased risk of breast cancer is very low. We have conducted breast cancer prevention trials aiming to lower the adverse effects of anti-hormones, but with retained effect. For increased two-way communication and to facilitate effective reporting of adverse events we have developed a smartphone application (app), the KarmApp. The aim of our study was to explore the user frequencies of the different features of the app, and if the use is influenced by age and has changed over time.
Healthy women aged 40-74, attending the Swedish mammography screening program, were invited to participate in trials evaluating risk-reducing medications at different doses and formulations (KARISMA 2, N = 1,440, KARMA Creme, N = 90, and KARISMA Endoxifen, N = 240). After inclusion, participants were given instructions on how to use the app. We retrospectively evaluated the usage frequencies of the KarmApp and its various functions from 2016 to 2024. To explore the age factor attributed to KarmApp usage, age groups were formed and age was also analyzed as a continuous variable, using logistic regression.
Of 1,770 participants, 1,646 (93.0%) used the KarmApp and there were 17,065 user interactions, corresponding to 9.6 interactions per person. ""Study Activities Overview"" was the feature most frequently used. A total of 2,985 adverse events were reported, 2,309 (77.4%) via the KarmApp. The remaining reports were mainly done via phone calls. The younger age, the more likely women were to use the app (p < 0.001), but 75% of women in the highest age group, 60-74 years, used the app. The proportion of users increased over time.
A vast majority chose to use the KarmApp and reported side effects via the app. More prevalent use was seen among younger participants and use increased over calendar period. Supported by our data, KarmApp exemplifies the potential of using mobile technologies in clinical trials.",,"Of 1,770 participants, 1,646 (93.0%) used the KarmApp and there were 17,065 user interactions, corresponding to 9.6 interactions per person. ""Study Activities Overview"" was the feature most frequently used. A total of 2,985 adverse events were reported, 2,309 (77.4%) via the KarmApp. The remaining reports were mainly done via phone calls. The younger age, the more likely women were to use the app (p < 0.001), but 75% of women in the highest age group, 60-74 years, used the app. The proportion of users increased over time.",,© 2025. The Author(s).,10.1186/s12913-025-12471-9,2025-03-06,"José Tapia, Marike Gabrielson, Mattias Hammarström, Yvonne Wengström, Jenny Bergqvist, Aki Tuuliainen, Mikael Eriksson, Kamila Czene, Per Hall, Magnus Bäcklund"
40045297,Triple-positive breast cancer: navigating heterogeneity and advancing multimodal therapies for improving patient outcomes.,"Drug resistance, Signaling pathway crosstalk, Triple therapy, Triple-positive breast cancer",Cancer cell international,"Triple-positive breast cancer (TPBC), a unique subtype of luminal breast cancer, is characterized by concurrent positivity for estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor receptor 2 (HER2). Owing to the crosstalk between the ER and HER2 signaling pathways, the standard of care and drug resistance of this particular subtype are difficult challenges. Recent research and clinical trials have indicated a shift in the treatment paradigm for TPBC from single-target therapies to multi-pathway, multitarget strategies aiming to comprehensively modulate intricate signaling networks, thereby overcoming resistance and enhancing therapeutic outcomes. Among multiple strategies, triple-drug therapy has emerged as a promising treatment modality, demonstrating potential efficacy in patients with TPBC. Moving forward, there is a critical need to perform in-depth analyses of specific mechanisms of cancer pathogenesis and metastasis, decipher the complex interactions between different genes or proteins, and identify concrete molecular targets, thus paving the way for the development of tailored therapeutic strategies to combat TPBC effectively.",,,,© 2025. The Author(s).,10.1186/s12935-025-03680-7,2025-03-06,"Jie Xie, Zhihui Yang, Zhuolin Li, Tianyu Zhang, Huan Chen, Xueru Chen, Zehua Dai, Tao Chen, Jing Hou"
40045156,Folate receptor alpha for cancer therapy: an antibody and antibody-drug conjugate target coming of age.,"ADC, FRα, antibody, folate receptor alpha, oncology, targeted therapy",mAbs,"Folate receptor alpha (FRα) has long been the focus of therapeutics development in oncology across several solid tumors, notably ovarian, lung, and subsets of breast cancers. Its multiple roles in cellular metabolism and carcinogenesis and tumor-specific overexpression relative to normal tissues render FRα an attractive target for biological therapies. Here we review the biological significance, expression distribution, and characteristics of FRα as a highly promising and now established therapy target. We discuss the ongoing development of FRα-targeting antibodies and antibody-drug conjugates (ADCs), the first of which has been approved for the treatment of ovarian cancer, providing the impetus for heightened research and therapy development. Novel insights into the tumor microenvironment, advances in antibody engineering to enhance immune-mediated effects, the emergence of ADCs, and several studies of anti-FRα agents combined with chemotherapy, targeted and immune therapy are offering new perspectives and treatment possibilities. Hence, we highlight key translational research and discuss several preclinical studies and clinical trials of interest, with an emphasis on agents and therapy combinations with potential to change future clinical practice.",,,,,10.1080/19420862.2025.2470309,2025-03-06,"Yi Liu, Xinyi Chen, Theodore Evan, Benjamina Esapa, Alicia Chenoweth, Anthony Cheung, Sophia N Karagiannis"
40043232,Participation in Electronic Patient-Reported Outcome Measures Collection as a Part of Routine Supportive Care Delivery in Oncology.,,JCO oncology practice,"The use of electronic patient-reported outcome measures (ePROMs) in supportive cancer care can lead to benefits, such as identifying at-risk patients in need of closer monitoring and treatment. Despite these benefits, most studies examining ePROMs in this area were for clinical trials rather than standard care. Since there is a need to identify which patients are more likely to participate in ePROMs, this study assessed ePROM participation rates and factors influencing greater participation among patients receiving supportive care.
This retrospective data analysis took place at a supportive care clinic within a National Cancer Institute-designated Comprehensive Cancer Center in the southeastern United States. Starting in 2017, ePROM assessments were implemented using tablets for in-person appointments at the clinic. The assessments included the Patient Health Questionnaire-9, National Comprehensive Cancer Network Distress Thermometer, and Edmonton Symptom Assessment System with additional questions added for other symptoms. Logistic regression and zero-truncated negative binomial regression models were used to analyze factors associated with ePROM assessment submission.
The study included 4,780 patients, with 42.7% submitting at least one ePROM assessment. Higher odds of ePROM submission were observed among patients age 35-64 years, had Medicare, had nonmetastatic cancer, or had genitourinary, breast, or multiple cancers. Additionally, higher rates of ePROM submissions were observed among patients who were younger; had GI, breast, or multiple cancers; had nonmetastatic cancer; or had private insurance.
This study reveals that submission rates of ePROM assessments in a cancer center's supportive care clinic may be influenced by patient demographics, cancer history, and social determinants of health. Interventions to improve ePROM submission rates may need to be tailored on the basis of cancer site, presence of metastatic cancer, and caregiver support.",,"The study included 4,780 patients, with 42.7% submitting at least one ePROM assessment. Higher odds of ePROM submission were observed among patients age 35-64 years, had Medicare, had nonmetastatic cancer, or had genitourinary, breast, or multiple cancers. Additionally, higher rates of ePROM submissions were observed among patients who were younger; had GI, breast, or multiple cancers; had nonmetastatic cancer; or had private insurance.","This study reveals that submission rates of ePROM assessments in a cancer center's supportive care clinic may be influenced by patient demographics, cancer history, and social determinants of health. Interventions to improve ePROM submission rates may need to be tailored on the basis of cancer site, presence of metastatic cancer, and caregiver support.",,10.1200/OP-24-00760,2025-03-05,"SriVarsha Katoju, Oliver T Nguyen, Sahana Rajasekhara, Young-Rock Hong, Amir Alishahi Tabriz, Kea Turner"
40042985,Axillary surgery versus no-axillary staging in T1N0 breast cancer: 20-year follow-up of the INT 09/98 randomized clinical trial.,,The British journal of surgery,"The role of axillary surgery in breast cancer has shifted over time from a therapeutic operation to a staging method for subsequent adjuvant therapies, through the introduction of sentinel lymph node biopsy. The discovery of molecular subtypes has since questioned the necessity of axillary staging in breast cancer.
The INT09/98 randomized trial explored the omission of axillary surgery in early-stage breast cancer in patients under 65 years of age. From June 1998 to June 2003, a total of 565 T1N0 breast cancer patients were enrolled. The trial tested the non-inferiority of quadrantectomy without axillary surgery (QU) compared to quadrantectomy with axillary dissection (QUAD). The primary endpoint was overall survival (OS). Secondary endpoints included disease-free survival (DFS) and incidence/timing of axillary lymph node metastasis in the QU arm.
Follow-up at 20 years showed no significant differences between the QU versus the QUAD arm. The adjusted hazard ratio for OS was 1.18 (P = 0.326) and DFS was 1.27 (P = 0.280) respectively, both within the predetermined non-inferiority limit. Axillary relapse rates in the QU arm remained low, indicating that only a subset of metastatic nodes cause recurrences if not removed. In the QU arm, patients with favourable biological features but unknown axillary node involvement did not receive adjuvant chemotherapy, without significant differences in outcomes. The axillary relapse rate with distant metastases was similar in both arms and may reflect aggressive biology of the primary tumour.
Avoiding axillary surgery and reducing adjuvant treatments in early breast cancer does not increase distant metastases or affect long-term survival. Axillary relapsed patients with distant metastases in both QU and QUAD arms may represent cancers with genomically determined poorer prognosis, independent of surgical intervention and adjuvant therapies.
NCT01508546 (http://www.clinicaltrials.gov).",,"Follow-up at 20 years showed no significant differences between the QU versus the QUAD arm. The adjusted hazard ratio for OS was 1.18 (P = 0.326) and DFS was 1.27 (P = 0.280) respectively, both within the predetermined non-inferiority limit. Axillary relapse rates in the QU arm remained low, indicating that only a subset of metastatic nodes cause recurrences if not removed. In the QU arm, patients with favourable biological features but unknown axillary node involvement did not receive adjuvant chemotherapy, without significant differences in outcomes. The axillary relapse rate with distant metastases was similar in both arms and may reflect aggressive biology of the primary tumour.","Avoiding axillary surgery and reducing adjuvant treatments in early breast cancer does not increase distant metastases or affect long-term survival. Axillary relapsed patients with distant metastases in both QU and QUAD arms may represent cancers with genomically determined poorer prognosis, independent of surgical intervention and adjuvant therapies.","© The Author(s) 2025. Published by Oxford University Press on behalf of BJS Foundation Ltd. All rights reserved. For commercial re-use, please contact reprints@oup.com for reprints and translation rights for reprints. All other permissions can be obtained through our RightsLink service via the Permissions link on the article page on our site—for further information please contact journals.permissions@oup.com.",10.1093/bjs/znae311,2025-03-05,"Roberto Agresti, Marco Sandri, Giuseppe Capri, Giulia Bianchi, Tiziana Triulzi, Laura Lozza, Giovanna Trecate, Anna Trapani, Cristina Ferraris, Biagio Paolini, Sylvie Menard, Marco Greco, Secondo Folli, Elda Tagliabue"
40040312,Postmarketing Assessment of Antibody-Drug Conjugates: Proof-of-Concept Using Model-Based Meta-Analysis and a Clinical Utility Index Approach.,"antibody–drug conjugates, clinical utility index, model‐based meta‐analysis, trastuzumab deruxtecan, trastuzumab emtansine",CPT: pharmacometrics & systems pharmacology,"Antibody-drug conjugates (ADCs) are a promising class of targeted cancer therapies. However, they need careful dose optimization to maximize effectiveness and minimize side effects. Sometimes, safety issues may only become apparent after approval, so ongoing evaluation is important. This study aimed to assess the benefit-risk profiles of two approved trastuzumab-drug conjugates: trastuzumab emtansine (T-DM1) and trastuzumab deruxtecan (T-DXd). A systematic search of MEDLINE on May 1, 2024, identified clinical trials reporting the pharmacokinetics, pharmacodynamics, safety, and efficacy of T-DM1 and T-DXd. Summary-level data from 103 trials was used along with model-based meta-analysis to develop population pharmacokinetic and exposure-response models for both ADCs. The study combined the objective response rate (ORR) and dose-limiting toxicity (DLT) into a composite score called the clinical utility index (CUI) to determine optimal drug exposures and doses that maximize the benefit-risk balance. Different ORR/DLT weights and CUI thresholds representing desired minimum effect size were tested in three scenarios (""only phase I trials,"" ""phase I/II trials,"" and ""all phases""). Using a CUI threshold of 10%, the approved T-DM1 dose of 3.6 mg/kg for breast cancer was found to align with an efficacy-safety (ORR-DLT) ratio of 81:19 with all phases. Applying these weights to the T-DXd analyses successfully predicted the approved T-DXd dose (5.4 mg/kg, breast cancer), showing a CUI improvement compared to the 3.2 mg/kg dose of 8.3%, 8.2%, and 2.4% in the three respective scenarios. Overall, this proof-of-concept assessment of ADCs can save time and costs for pharmaceutical companies and optimize dosing to maximize patient benefit.",,,,© 2025 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.,10.1002/psp4.70013,2025-03-05,"Innocent Gerald Asiimwe, Nour Chtiba, Samer Mouksassi, Goonaseelan Colin Pillai, Raimund M Peter, Eunice Yuen, Venkatesh Pilla Reddy"
40038334,Determinants of response and molecular dynamics in HER2+ER+ breast cancers from the NA-PHER2 trial receiving HER2-targeted and endocrine therapies.,,Nature communications,"Improved outcomes in HER2+ female breast cancer have resulted from chemotherapy and anti-HER2 therapies. However, HER2+ER+ cancers exhibit lower response rates. The phase 2 NA-PHER2 trial (NCT02530424) investigated chemo-free preoperative HER2 blockade (trastuzumab + pertuzumab) and CDK4/6 inhibition (palbociclib) with or without endocrine therapy (fulvestrant) in HER2+ER+ breast cancer. Clinical endpoints (i.e. Ki67 dynamics and pathological complete response) were previously reported. Here we report on the biomarker analysis, secondary objective of the study. Through RNA sequencing and tumour infiltrating lymphocytes (TIL) assessment in serial biopsies, we identified biomarkers predictive of pCR or Day14 Ki67 response and unveiled treatment-induced molecular changes. High immune infiltration and low ER signalling correlated with pCR, while TP53 mutations associated with high Day14 Ki67. Stratification based on Ki67 at Day14 and at surgery defined three response groups (Ki67 HighHigh, LowHigh, LowLow), with divergent tumour and stroma expression dynamics. The HighHigh group showed dysfunctional immune infiltration and overexpression of therapeutic targets like PAK4 at baseline. The LowLow group exhibited a Luminal A phenotype by the end of treatment. This study expands our understanding of drivers and dynamics of HER2+ER+ tumour response, towards treatment tailoring.",,,,© 2025. The Author(s).,10.1038/s41467-025-57293-9,2025-03-05,"Maurizio Callari, Matteo Dugo, Marco Barreca, Balázs Győrffy, Barbara Galbardi, Lucia Vigano, Alberta Locatelli, Chiara Dall'Ara, Marina Ferrarini, Giancarlo Bisagni, Marco Colleoni, Mauro Mansutti, Claudio Zamagni, Lucia Del Mastro, Stefania Zambelli, Antonio Frassoldati, Olivia Biasi, Lajos Pusztai, Pinuccia Valagussa, Giuseppe Viale, Luca Gianni, Giampaolo Bianchini"
40038122,The development and comparative effectiveness of a patient-centered pathology report for breast cancer care: a randomized clinical trial.,"Breast cancer, Knowledge, Pathology, Patient",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,"Pathology reports contain complex medical terminology that may be confusing or overwhelming for patients newly diagnosed with breast cancer. We evaluated the effectiveness of patient-centered pathology reports (PCPRs), which translate pathology results into patient-friendly language.
Sixty-six participants newly diagnosed with breast cancer were randomized to receive either a PCPR and standard pathology report (intervention arm) or a standard pathology report alone (control arm). Patients were surveyed at initial pathology disclosure and 1 month later to assess breast cancer knowledge and ratings of decisional confidence, conflict, and self-efficacy for treatment decision-making. Knowledge was assessed for four pathology domains independently.
Accuracy of breast cancer knowledge across all domains trended higher for the intervention group compared with the control group (66% vs. 50%, p = 0.11); cancer type and surgical margin status knowledge domains exceeded 75% accuracy for the intervention group. No significant differences between groups were observed for patient-reported ratings of communication, decisional conflict, and decision self-efficacy.
PCPRs in lay language appeared to improve patients' knowledge of their breast cancer diagnosis, were acceptable to patients and providers, and have the potential to be broadly applied in an effort to improve patient knowledge and improve the patient experience surrounding a breast cancer diagnosis.",,"Accuracy of breast cancer knowledge across all domains trended higher for the intervention group compared with the control group (66% vs. 50%, p = 0.11); cancer type and surgical margin status knowledge domains exceeded 75% accuracy for the intervention group. No significant differences between groups were observed for patient-reported ratings of communication, decisional conflict, and decision self-efficacy.",,"© 2025. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",10.1007/s00520-025-09304-0,2025-03-05,"Sara H Javid, Mark R Kilgore, Elizabeth J Austin, Elizabeth U Parker, Rebeca Alvarez, Meghan R Flanagan, Elena G Brewer, Catalina Gibbons, Sarah K Holt, Janie M Lee, Amelia W Donlan, Lauren M DeStefano, John L Gore"
40036179,Surrogate endpoints for overall survival in randomized clinical trials testing antibody-drug conjugates.,,Journal of the National Cancer Institute,"The surrogacy of overall response-rate (ORR) or progression-free survival (PFS) for overall survival (OS) at the trial-level in randomized clinical trials (RCTs) testing antibody-drugs conjugates (ADC) has never been investigated.
RCTs testing ADCs in patients with advanced solid tumors and reporting data on OS and PFS and/or ORR were analyzed.The main objective was to assess the trial-level association between the surrogate endpoints (ORR or PFS) and the reference endpoint (OS), overall and in subgroups of trials defined by tumor type, number of previous lines of systemic treatments, and specific ADC features.
Twenty-five RCTs, for a total of 26 treatment comparisons and 11,729 patients, were included in the analysis. In 21 comparisons the ADC was administered as monotherapy, and in 16 was tested in patients with breast cancer.The association between the hazard ratio for OS and relative risk of ORR was moderate: the R2 from a model adjusted by tumor type was 0.47 (95%CI,0.11-0.83).The association between the hazard ratios for OS and PFS was strong: the R2 from the adjusted model was 0.79 (95%CI,0.66-0.92).Cross-validation analyses showed similar results. Consistent results were obtained across all the subgroups analyzed, with the notable exception of the subgroup of trials testing ADCs for breast cancer, where the association between OS and ORR appeared strong (R2=0.77; 95%CI,0.51-0.90).
In RCTs evaluating ADCs in advanced solid tumors, PFS serves as a robust surrogate endpoint for OS, offering greater reliability than ORR and adequately supporting accelerated approval of ADCs in future trials.",,"Twenty-five RCTs, for a total of 26 treatment comparisons and 11,729 patients, were included in the analysis. In 21 comparisons the ADC was administered as monotherapy, and in 16 was tested in patients with breast cancer.The association between the hazard ratio for OS and relative risk of ORR was moderate: the R2 from a model adjusted by tumor type was 0.47 (95%CI,0.11-0.83).The association between the hazard ratios for OS and PFS was strong: the R2 from the adjusted model was 0.79 (95%CI,0.66-0.92).Cross-validation analyses showed similar results. Consistent results were obtained across all the subgroups analyzed, with the notable exception of the subgroup of trials testing ADCs for breast cancer, where the association between OS and ORR appeared strong (R2=0.77; 95%CI,0.51-0.90).",,"© The Author(s) 2025. Published by Oxford University Press. All rights reserved. For commercial re-use, please contact reprints@oup.com for reprints and translation rights for reprints. All other permissions can be obtained through our RightsLink service via the Permissions link on the article page on our site—for further information please contact journals.permissions@oup.com.",10.1093/jnci/djaf049,2025-03-04,"Laura Pala, Federico Merlo, Isabella Sala, Eleonora Pagan, Chiara Oriecuia, Claudia Specchia, Chiara Catania, Emilia Cocorocchio, Daniele Laszlo, Giovanni Ceresoli, Marzia Locatelli, Tommaso De Pas, Alberto Zambelli, Javier Cortes, Giuseppe Giaccone, Kathleen N Moore, Aditya Bardia, Giuseppe Viale, Richard D Gelber, Vincenzo Bagnardi, Fabio Conforti"
40035975,Factors associated with locoregional recurrence after neoadjuvant chemotherapy for breast cancer in a safety-net medical center.,"Axillary sentinel lymph node, Breast cancer, Local recurrence breast cancer, Neoadjuvant chemotherapy, Regional recurrence breast cancer, Targeted axillary dissection",Breast cancer research and treatment,"The management of locally advanced breast cancer poses significant challenges, with contemporary strategies involving an approach that combines systemic and local treatment. The current study was performed to validate the clinical impression that locoregional recurrences have become increasingly uncommon after standardized multimodal treatment protocol.Please check and confirm that the authors and their respective affiliations have been correctly identified and amend if necessary.All authors and affiliations are correct.
A retrospective analysis was performed using a single-institution database that included clinical, radiographic, and pathologic parameters for all non-metastatic and non-inflammatory breast cancer patients treated with neoadjuvant chemotherapy (NAC) from 2015 to 2023. Uni- and multivariable analyses were performed to define associations between clinical factors, recurrence, and RFS.
The median age was 51 years for 274 predominantly Hispanic (78%) patients, with a median follow-up of 38.1 months. The recurrence rates were 4% local, 2% regional, and 18% distant. Median time from surgery to local recurrence was 8.2 months and to regional recurrence was 9.7 months. There were no locoregional clinical recurrences in 92 (34%) patients who had pCR or in 85 (31%) patients who had radiological complete response after NAC. Locoregional recurrences were uncommon > 12 months after surgery. Five of 11 local recurrences occurred in patients who had a poor response to NAC (ypT4b). All 6 patients having regional recurrences had adjuvant radiation therapy, and only 2 occurred in patients who were pathologically node-negative (ypN0) post-NAC.
Favorable responses to NAC were associated with excellent locoregional control rates. Results achieved for predominantly Hispanic patients at a safety net medical center were similar to those reported in prospective, randomized clinical trials.",,"The median age was 51 years for 274 predominantly Hispanic (78%) patients, with a median follow-up of 38.1 months. The recurrence rates were 4% local, 2% regional, and 18% distant. Median time from surgery to local recurrence was 8.2 months and to regional recurrence was 9.7 months. There were no locoregional clinical recurrences in 92 (34%) patients who had pCR or in 85 (31%) patients who had radiological complete response after NAC. Locoregional recurrences were uncommon > 12 months after surgery. Five of 11 local recurrences occurred in patients who had a poor response to NAC (ypT4b). All 6 patients having regional recurrences had adjuvant radiation therapy, and only 2 occurred in patients who were pathologically node-negative (ypN0) post-NAC.",,© 2025. The Author(s).,10.1007/s10549-025-07668-9,2025-03-04,"Danielle Brabender, Deena Hossino, Sean Kim, Margaret Jayich, Lauren Polyakov, David Gomez, Azadeh A Carr, Stephen F Sener"
40035884,Randomised controlled trial of music listening combined with progressive muscle relaxation for mood management in women receiving chemotherapy for cancer.,"Antineoplastic agents, Autogenic training, Mood, Music listening, Neoplasms, Psychological distress",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,"To evaluate the effects of passive music listening combined with progressive muscle relaxation on anxiety, depression, stress, coping, and quality-of-life in women with breast and gynaecological cancers receiving chemotherapy.
This was an assessor-blinded, randomised wait-list controlled trial. A total of 120 participants were randomly allocated into an intervention group or a wait-list control group. The intervention group received an intervention comprising training on passive music listening and progressive muscle relaxation, with once-daily self-practice at home for 3 weeks. The wait-list control group received the same intervention after the outcome assessment at week 6. All outcome data were collected before (T0) and 3 weeks (T1), 6 weeks (T2), and 12 months (T3) after randomisation. A generalised estimating equations model was used to compare the changes in each outcome at different time points. Process evaluation was conducted using data from the patient's self-report forms and interviews.
The findings indicated that at T1 and T2, the intervention group's reductions in anxiety were significantly larger than those of the control group. Additionally, the intervention group exhibited significantly better decreases in depression at T2, stress at T1, and dysfunctional coping at T2, and a greater improvement in quality-of-life score at T1 and T2 when compared to the control group. Most of the interviewed participants provided positive feedback on the intervention.
The intervention was beneficial for lowering anxiety, depression, and stress and increasing the quality-of-life of women receiving chemotherapy for breast and gynaecological cancers.
The trial was prospectively registered with ClinicalTrials.gov on 9 February 2022 (registration number: NCT05262621).",,"The findings indicated that at T1 and T2, the intervention group's reductions in anxiety were significantly larger than those of the control group. Additionally, the intervention group exhibited significantly better decreases in depression at T2, stress at T1, and dysfunctional coping at T2, and a greater improvement in quality-of-life score at T1 and T2 when compared to the control group. Most of the interviewed participants provided positive feedback on the intervention.",,© 2025. The Author(s).,10.1007/s00520-025-09281-4,2025-03-04,"Khanh Thi Nguyen, Dorothy N S Chan, Ankie Tan Cheung, Huong Thi Xuan Hoang, Anh Tuan Truong, Ka Ming Chow, Kai Chow Choi, Carmen W H Chan"
