NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT02936180,IV-RA,COMPLETED,2016-10,Rheumatoid Arthritis,"HD-TIV, SD-QIV",Montreal - Canada,2018-07,2016-10-18,2024-08-13,INTERVENTIONAL,PHASE4,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,influenza
NCT01720329,Unknown,COMPLETED,2013-07,Influenza,"Probiotics, probiotic placebo","Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada, Hamilton - Canada",2017-08,2012-11-02,2018-10-26,INTERVENTIONAL,NA,McMaster University,OTHER,influenza
NCT06183229,Unknown,RECRUITING,2023-09-15,"Influenza, Acute Respiratory Infection","Cycloferon, Placebo","Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saint-Petersburg - Russian Federation",2025-09-15,2023-12-27,2024-02-05,INTERVENTIONAL,PHASE3,POLYSAN Scientific & Technological Pharmaceutical Company,INDUSTRY,influenza
NCT01812980,Unknown,COMPLETED,2013-05,"Influenza, Human Immunodeficiency Virus",Trivalent Inactivated Influenza Vaccine,Soweto - South Africa,2013-07,2013-03-18,2013-12-11,INTERVENTIONAL,PHASE4,"University of Witwatersrand, South Africa",OTHER,influenza
NCT04091880,Unknown,COMPLETED,2019-09-26,"Enterovirus Infections, Influenza","EV71 vaccine and influenza vaccine, EV71 vaccine, influenza vaccine",Hangzhou - China,2020-01-06,2019-09-17,2022-10-12,INTERVENTIONAL,PHASE4,China National Biotec Group Company Limited,INDUSTRY,influenza
NCT01694329,Nunavik2,UNKNOWN,2012-09,"Acute Upper Respiratory Infection, Acute Lower Respiratory Tract Infection, Otitis Media (OM), Invasive Pneumococcal Disease, Protection Against",No interventions listed,Quebec City - Canada,2017-12-31,2012-09-27,2017-03-03,OBSERVATIONAL,Not Available,CHU de Quebec-Universite Laval,OTHER,influenza
NCT01209780,Unknown,COMPLETED,2010-09,Seasonal Influenza,"TIV, TIVf, Comparator TIV","Carrera 42A # 17-50, Bogotá - Colombia, Estado de México - Mexico, Panama - La Chorrera - Panama, Panamá - Panama, Panamá - Panama, Panamá - Panama, Taft Avenue, Manila - Philippines, FILINVEST Corporate City, Alabang - Philippines, Alabang, Muntinlupa City - Philippines, Barangay Dona Imelda Quezon City - Philippines, Dasmarinas Cavite - Philippines, Manila - Philippines, Quezon City - Philippines",2011-03,2010-09-27,2014-03-11,INTERVENTIONAL,PHASE3,Novartis Vaccines,INDUSTRY,influenza
NCT06178991,Unknown,COMPLETED,2023-12-20,"Influenza, COVID-19","Influenza and COVID-19 Combination A, Licensed influenza vaccine, COVID-19 Vaccine, Influenza and COVID-19 Combination B, Placebo, Investigational influenza vaccine","Athens - United States, Birmingham - United States, Huntsville - United States, Mobile - United States, Phoenix - United States, Phoenix - United States, Phoenix - United States, Phoenix - United States, Scottsdale - United States, Tempe - United States, Little Rock - United States, Banning - United States, Canoga Park - United States, Dublin - United States, Fullerton - United States, Huntington Beach - United States, La Mesa - United States, Lake Forest - United States, Long Beach - United States, Los Alamitos - United States, Los Angeles - United States, Los Angeles - United States, Los Angeles - United States, North Hollywood - United States, Pasadena - United States, Riverside - United States, Sacramento - United States, San Diego - United States, San Diego - United States, San Diego - United States, Tustin - United States, Valley Village - United States, Vista - United States, Walnut Creek - United States, Milford - United States, Clearwater - United States, Doral - United States, Fort Lauderdale - United States, Greenacres City - United States, Hialeah - United States, Hialeah - United States, Hollywood - United States, Jacksonville - United States, Melbourne - United States, Miami Lakes - United States, Miami Lakes - United States, Miami Lakes - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Orlando - United States, Palmetto Bay - United States, Pembroke Pines - United States, Port Orange - United States, Tampa - United States, Atlanta - United States, Columbus - United States, Lawrenceville - United States, Sandy Springs - United States, Savannah - United States, Stockbridge - United States, Honolulu - United States, Idaho Falls - United States, Meridian - United States, Meridian - United States, Chicago - United States, Chicago - United States, Gurnee - United States, Morton - United States, Oak Brook - United States, Sioux City - United States, Wichita - United States, Baltimore - United States, Rockville - United States, Silver Spring - United States, Farmington Hills - United States, Southfield - United States, Sterling Heights - United States, Troy - United States, Chesterfield - United States, Kansas City - United States, Saint Louis - United States, Saint Louis - United States, Springfield - United States, Springfield - United States, Grand Island - United States, Omaha - United States, Omaha - United States, Papillion - United States, Las Vegas - United States, Las Vegas - United States, Las Vegas - United States, North Las Vegas - United States, Portsmouth - United States, Warren - United States, Albuquerque - United States, New York - United States, Rochester - United States, Durham - United States, Hickory - United States, Monroe - United States, Raleigh - United States, Rocky Mount - United States, Salisbury - United States, Wilmington - United States, Wilmington - United States, Wilmington - United States, Winston-Salem - United States, Cincinnati - United States, Cincinnati - United States, Cincinnati - United States, Cincinnati - United States, Columbus - United States, Norman - United States, Oklahoma City - United States, Medford - United States, Camp Hill - United States, Philadelphia - United States, Little River - United States, Myrtle Beach - United States, Myrtle Beach - United States, North Charleston - United States, Bristol - United States, Knoxville - United States, Knoxville - United States, Knoxville - United States, Knoxville - United States, Memphis - United States, Austin - United States, Austin - United States, Austin - United States, Austin - United States, Brownsville - United States, Carrollton - United States, Dallas - United States, Dallas - United States, Dallas - United States, Dallas - United States, Fort Worth - United States, Fort Worth - United States, Galveston - United States, Houston - United States, Houston - United States, Mesquite - United States, Plano - United States, Plano - United States, Plano - United States, San Antonio - United States, San Antonio - United States, San Antonio - United States, Sugar Land - United States, Tomball - United States, Tomball - United States, Layton - United States, Salt Lake City - United States, Salt Lake City - United States, South Jordan - United States, West Jordan - United States, Charlottesville - United States, Newport News - United States, Norfolk - United States, Richmond - United States",2024-11-26,2023-12-21,2024-12-13,INTERVENTIONAL,PHASE3,BioNTech SE,INDUSTRY,influenza
NCT04933994,Unknown,COMPLETED,2017-01-01,"COVID-19, H1N1 Influenza",computed Tomography,No locations listed,2020-02-28,2021-06-22,2021-07-16,OBSERVATIONAL,Not Available,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,influenza
NCT02387294,Unknown,COMPLETED,2014-10,Human Influenza,"Vaccination with Fluval AB Novo suspension for injection, half dose of a single intramuscular dose (0.25 ml), Vaccination with Fluval AB Novo suspension for injection, single intramuscular dose (0.5 ml)",No locations listed,2014-12,2015-03-13,2021-03-11,INTERVENTIONAL,PHASE3,"Fluart Innovative Vaccine Ltd, Hungary",INDUSTRY,influenza
NCT02093260,Unknown,COMPLETED,2014-05,Healthy,Vaccine,"Jakarta - Indonesia, Jakarta - Indonesia",2014-07,2014-03-20,2015-04-29,INTERVENTIONAL,PHASE3,PT Bio Farma,INDUSTRY,influenza
NCT04315194,Unknown,COMPLETED,2017-12-18,Efficacy of Clarithromycin-Naproxen-Oseltamivir Combination Therapy vs. Oseltamivir Alone for Hospitalised Paediatric Influenza Patients,clarithromycin-naproxen-oseltamivir,Taipei City - Taiwan,2019-12-29,2020-03-19,2020-03-19,OBSERVATIONAL,Not Available,Mackay Memorial Hospital,OTHER,influenza
NCT04120194,Unknown,COMPLETED,2019-10-14,"Influenza, Human","NanoFlu, Fluzone Quadrivalent","Hollywood - United States, Savannah - United States, Stockbridge - United States, Meridian - United States, Nampa - United States, Lenexa - United States, Rockville - United States, Norfolk - United States, Omaha - United States, Binghamton - United States, Endwell - United States, Cleveland - United States, Oklahoma City - United States, Warwick - United States, Mount Pleasant - United States, Dakota Dunes - United States, Nashville - United States, San Antonio - United States, Tomball - United States",2020-10-29,2019-10-09,2023-05-06,INTERVENTIONAL,PHASE3,Novavax,INDUSTRY,influenza
NCT01651494,Unknown,COMPLETED,2011-08-12,Influenza,"DAS181, Placebo",Baltimore - United States,2012-09-18,2012-07-27,2017-04-07,INTERVENTIONAL,PHASE1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT04669691,Unknown,COMPLETED,2020-12-19,"Influenza, Human",H5N1 antigen combined with MF59 adjuvant,"Tallinn - Estonia, Tartu - Estonia, Dasmarinas - Philippines, Las Piñas - Philippines, Manila - Philippines, Manila - Philippines, Manila - Philippines",2022-04-15,2020-12-17,2024-03-13,INTERVENTIONAL,PHASE2,Seqirus,INDUSTRY,influenza
NCT00391391,Unknown,COMPLETED,2006-10,"Orthomyxoviridae Infection, Influenza, Myxovirus Infection","Split, Inactivated, Trivalent Influenza Vaccine, Split, Inactivated, Trivalent Influenza Vaccine, Split, Inactivated, Trivalent Influenza Vaccine ( Fluzone® 2006/2007 Formulation), Split, Inactivated, Trivalent Influenza Vaccine ( Fluzone® 2006/2007 Formulation)","Harrisburg - United States, Little Rock - United States, Trumann - United States, Bellflower - United States, Downey - United States, Fountain Valley - United States, Paramount - United States, Owensboro - United States, Bossier City - United States, Shreveport - United States, Brainerd - United States, Cleveland - United States, Erie - United States, Pittsburgh - United States, Uniontown - United States, Wexford - United States, Fort Worth - United States, Salt Lake City - United States, Salt Lake City - United States",2007-03,2006-10-24,2011-12-01,INTERVENTIONAL,PHASE2,Sanofi,INDUSTRY,influenza
NCT02015494,Unknown,UNKNOWN,2014-03,Influenza,VAX2012Q,"Lenexa - United States, Rochester - United States, Mt. Pleasant - United States, Austin - United States",2014-12,2013-12-19,2015-03-06,INTERVENTIONAL,PHASE1,VaxInnate Corporation,INDUSTRY,influenza
NCT01992094,Unknown,COMPLETED,2013-11,Influenza,"QIVc, TIV1c, TIV2c","Huntsville - United States, Phoenix - United States, Anaheim - United States, San Diego - United States, Coral Gables - United States, Hollywood - United States, Melbourne - United States, South Miami - United States, West Palm Beach - United States, Peoria - United States, Mishawaka - United States, Council Bluffs - United States, Newton - United States, Wichita - United States, Wichita - United States, Metairie - United States, Rockville - United States, Edina - United States, Bellevue - United States, Omaha - United States, Endwell - United States, Rochester - United States, Cary - United States, Charlotte - United States, Raleigh - United States, Wilmington - United States, Oklahoma City - United States, Warwick - United States, Anderson - United States, Mt. Pleasant - United States, Dakota Dunes - United States, Austin - United States, Austin - United States, Dallas - United States, Fort Worth - United States, San Angelo - United States, Salt Lake City - United States, Salt Lake City - United States, Salt Lake City - United States, South Jordan - United States",2014-07,2013-11-25,2015-12-10,INTERVENTIONAL,PHASE3,Novartis Vaccines,INDUSTRY,influenza
NCT01100294,Unknown,COMPLETED,2009-09,Influenza,Vaccination with FLUVAL P,Veszprém - Hungary,2010-04,2010-04-08,2012-05-21,INTERVENTIONAL,NA,"Fluart Innovative Vaccine Ltd, Hungary",INDUSTRY,influenza
NCT01934127,Unknown,COMPLETED,2013-08-26,Influenza,"Investigational H7N1 vaccine GSK2789869A, Investigational H7N1 vaccine GSK2789868A, Placebo","Miami - United States, Stockbridge - United States, Las Vegas - United States, Rochester - United States, Cleveland - United States, Austin - United States, Truro - Canada, Sudbury - Canada, Toronto - Canada",2013-11-01,2013-09-04,2017-05-08,INTERVENTIONAL,PHASE1,GlaxoSmithKline,INDUSTRY,influenza
NCT00311727,Unknown,COMPLETED,2005-10,Influenza,Influenza A/H5N1,"Baltimore - United States, Rochester - United States, Nashville - United States",2006-03,2006-04-06,2013-08-16,INTERVENTIONAL,NA,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT00448773,REDI-US,COMPLETED,2007-02,"Influenza-like Illness, Influenza",Online education,Berkeley - United States,2008-04,2007-03-19,2010-01-07,INTERVENTIONAL,PHASE4,Centers for Disease Control and Prevention,FED,influenza
NCT00306527,Unknown,COMPLETED,2005-09,Influenza,"Cell culture derived influenza vaccine, egg-derived influenza subunit vaccine","Ul. Langiewicza 2 - Poland, Ul. Ujastek 3 - Poland, Centrum Medyczne Sp. Z O.o., O_. Jagiello_skie 1 - Poland, Pl. Sikorskiego 6a - Poland, Ul. Pr_dnicka 80 - Poland",2005-12,2006-03-24,2019-08-14,INTERVENTIONAL,PHASE3,Novartis Vaccines,INDUSTRY,influenza
NCT02200276,Unknown,RECRUITING,2014-03,"Influenza, Immunization, Older Adults, Over Age 75",Influenza,Baltimore - United States,2025-03,2014-07-25,2024-03-20,INTERVENTIONAL,NA,Johns Hopkins University,OTHER,influenza
NCT05559476,Unknown,COMPLETED,2022-10-20,Respiratory Syncytial Virus Infections,"RSVPreF3 OA investigational vaccine, FLU HD vaccine","Birmingham - United States, Tempe - United States, Canoga Park - United States, Colton - United States, Sacramento - United States, San Diego - United States, Walnut Creek - United States, Aurora - United States, Coral Gables - United States, Fort Myers - United States, Hialeah - United States, Immokalee - United States, Miami - United States, Miami - United States, Orlando - United States, West Palm Beach - United States, Sandy Springs - United States, Savannah - United States, Chicago - United States, Evansville - United States, Mishawaka - United States, Valparaiso - United States, Ames - United States, El Dorado - United States, Methuen - United States, Minneapolis - United States, Saint Louis - United States, Grand Island - United States, Papillion - United States, North Las Vegas - United States, Warren - United States, Hickory - United States, Rocky Mount - United States, Wilmington - United States, Cincinnati - United States, Edmond - United States, Pittsburgh - United States, Columbia - United States, North Charleston - United States, Spartanburg - United States, Jefferson City - United States, Memphis - United States, Nashville - United States, Austin - United States, San Antonio - United States, San Antonio - United States",2023-03-07,2022-09-29,2024-09-24,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,influenza
NCT06725927,Unknown,NOT_YET_RECRUITING,2024-12,Heart Failure,Influenza vaccination,No locations listed,2025-11,2024-12-10,2024-12-10,INTERVENTIONAL,PHASE4,Wroclaw Medical University,OTHER,influenza
NCT06057727,BE IMMUNE,COMPLETED,2023-09-25,"Behavior, Health, Flu, Flu Vaccination","Pre-visit patient text messaging, Default pended order, Monthly peer comparison feedback, High risk bidirectional pre-visit text messaging","Philadelphia - United States, Seattle - United States",2024-02-20,2023-09-28,2024-08-19,INTERVENTIONAL,NA,University of Pennsylvania,OTHER,influenza
NCT05105191,Unknown,TERMINATED,2020-02-03,"Influenza Viral Infections, RSV Infection",Roche Cobas® Liat Influenza A/B & RSV assay,"Brussels - Belgium, Brussels - Belgium, Brussels - Belgium, Brussels - Belgium",2020-03-09,2021-11-03,2021-11-03,INTERVENTIONAL,NA,Erasme University Hospital,OTHER,influenza
NCT00900991,Unknown,COMPLETED,Unknown Date,Influenza,split-virion pandemic influenza vaccine (H5N1 strain NIBRG-14),Beijing - China,Unknown Date,2009-05-13,2009-05-14,INTERVENTIONAL,PHASE2,"Sinovac Biotech Co., Ltd",INDUSTRY,influenza
NCT06125691,Unknown,ACTIVE_NOT_RECRUITING,2024-01-22,"Influenza, Human","ARCT-2138, Licensed Quadrivalent Vaccine for younger adults, Licensed Quadrivalent Vaccine for older adults","Brisbane - Australia, Melbourne - Australia",2024-09,2023-11-09,2024-07-26,INTERVENTIONAL,PHASE1,"Arcturus Therapeutics, Inc.",INDUSTRY,influenza
NCT05297994,Unknown,COMPLETED,2016-10-24,Influenza,"Flu-M [Inactivated split influenza vaccine], Inactivated influenza split vaccine","Novosibirsk - Russian Federation, Perm - Russian Federation, Saint Petersburg - Russian Federation",2016-12-12,2022-03-28,2022-03-28,INTERVENTIONAL,PHASE2,St. Petersburg Research Institute of Vaccines and Sera,OTHER_GOV,influenza
NCT02142491,Unknown,COMPLETED,2013-11,Egg Allergy,No interventions listed,Montreal - Canada,2014-02,2014-05-20,2014-05-20,OBSERVATIONAL,Not Available,St. Justine's Hospital,OTHER,influenza
NCT05525494,Unknown,COMPLETED,2022-09-07,"Influenza, Respiratory Tract Infections","Text Fixed R/R Messages with Direct Appointment Schedule Link, Text Pre-Appointment Reminder, Portal Pre-Commitment Prompt with Tailored R/R Messages with Direct Appointment Schedule Link, Portal Fixed R/R Messages with Direct Appointment Schedule Link, Portal Pre-Appointment Reminder",Los Angeles - United States,2023-04-01,2022-09-01,2024-08-07,INTERVENTIONAL,NA,"University of California, Los Angeles",OTHER,influenza
NCT03455491,Unknown,COMPLETED,2018-02-12,"Acute Respiratory Viral Infections, Influenza","XC221 100 mg, XC221 200 mg, Placebo","Izhevsk - Russian Federation, Krasnodar - Russian Federation, Rostov-on-Don - Russian Federation, Ryazan' - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saransk - Russian Federation, Volgograd - Russian Federation, Yaroslavl - Russian Federation",2018-06-28,2018-03-06,2019-11-04,INTERVENTIONAL,PHASE2,PHARMENTERPRISES LLC,INDUSTRY,influenza
NCT03331991,HCP,COMPLETED,2016-09-28,"Respiratory Tract Disease, Influenza",influenza vaccine,"Beer sheva - Israel, Petah Tikva - Israel",2019-07,2017-11-06,2024-07-31,OBSERVATIONAL,Not Available,Abt Associates,INDUSTRY,influenza
NCT05070494,Enhance,UNKNOWN,2021-03-01,"ESRD, Influenza Vaccine, Seroprotection","Egg-derived standard dose trivalent influenza vaccine (surface antigen, inactivated)",Ratchathewi - Thailand,2022-04-01,2021-10-07,2021-11-03,INTERVENTIONAL,PHASE4,Mahidol University,OTHER,influenza
NCT04651491,Unknown,COMPLETED,2015-09-11,"Influenza, Acute Upper Respiratory Infection",Kagocel,Saint-Petersburg - Russian Federation,2016-05-05,2020-12-03,2020-12-03,OBSERVATIONAL,Not Available,Nearmedic Plus LLC,INDUSTRY,influenza
NCT01946594,Unknown,COMPLETED,2013-10,Fever,"Acetaminophen, Placebo",Durham - United States,2014-03,2013-09-19,2016-01-20,INTERVENTIONAL,PHASE4,Duke University,OTHER,influenza
NCT00138294,CEI,COMPLETED,1998-10,Influenza,live attenuated and inactivated influenza vaccines,"Temple - United States, Waco - United States",2010-06,2005-08-30,2017-05-19,INTERVENTIONAL,PHASE4,Baylor College of Medicine,OTHER,influenza
NCT02284594,Unknown,COMPLETED,2014-11,Influenza,text message,New York - United States,2015-03,2014-11-06,2015-05-19,INTERVENTIONAL,NA,Columbia University,OTHER,influenza
NCT06103994,LUPIN,COMPLETED,2023-10-27,Influenza,"Multistrain probiotic, Placebo","Athens, - Greece",2024-01-12,2023-10-27,2024-04-30,INTERVENTIONAL,NA,The Archer-Daniels-Midland Company,INDUSTRY,influenza
NCT03955991,VSMART,COMPLETED,2016-07-21,Stress,"R-CBSM, Influenza vaccine",Coral Gables - United States,2024-06-01,2019-05-20,2024-06-28,INTERVENTIONAL,PHASE4,University of Miami,OTHER,influenza
NCT02989194,Unknown,COMPLETED,2017-01-06,Influenza,"VIS410 low dose, VIS410 high dose, Placebo","Huntsville - United States, Coral Gables - United States, Homestead - United States, Miami - United States, Miami - United States, Orlando - United States, Eunice - United States, New Orleans - United States, Shelby - United States, Houston - United States, McAllen - United States, Asenovgrad - Bulgaria, Lom - Bulgaria, Ruse - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Velingrad - Bulgaria, Paide - Estonia, Tallinn - Estonia, Tallinn - Estonia, Tallinn - Estonia, Daugavpils - Latvia, Liepaja - Latvia, Rezekne - Latvia, Riga - Latvia, Valmiera - Latvia, Ventspils - Latvia, Kragujevac - Serbia, Nis - Serbia, Novi Sad - Serbia, Welkom - South Africa, Benoni - South Africa, Centurion - South Africa, Johannesburg - South Africa, Kempton Park - South Africa, Pretoria West - South Africa, Pretoria - South Africa, Soshanguve - South Africa, Soweto - South Africa, Durban - South Africa, Thabazimbi - South Africa, Middelburg - South Africa, Witbank - South Africa, Cape Town - South Africa, Worcester - South Africa, Kharkiv - Ukraine, Kharkiv - Ukraine, Kiev - Ukraine, Kiev - Ukraine, Kiev - Ukraine, Odesa - Ukraine, Sumy - Ukraine, Vinnytsya - Ukraine, Vinnytsya - Ukraine",2017-10-27,2016-12-12,2022-08-15,INTERVENTIONAL,PHASE2,"Visterra, Inc.",INDUSTRY,influenza
NCT05312294,Unknown,COMPLETED,2020-12-07,"Influenza, Flu, Human","Flu-M [inactivated split influenza vaccine] without preservative, Flu-M [inactivated split influenza vaccine] with preservative","Engels - Russian Federation, Perm - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation, Yaroslavl - Russian Federation",2021-09-03,2022-04-05,2022-04-05,INTERVENTIONAL,PHASE3,St. Petersburg Research Institute of Vaccines and Sera,OTHER_GOV,influenza
NCT01517191,SOS-VE01,COMPLETED,2011-11,Influenza,No interventions listed,"Vancouver - Canada, Moncton - Canada, Saint John - Canada, Halifax - Canada, Brampton - Canada, Hamilton - Canada, Ottawa - Canada, Sudbury - Canada, Toronto - Canada, Toronto - Canada, Toronto - Canada, Montreal - Canada, Sherbrooke - Canada, Quebec - Canada",2016-12,2012-01-25,2018-03-30,OBSERVATIONAL,Not Available,Dalhousie University,OTHER,influenza
NCT01014091,Unknown,TERMINATED,2009-12-01,Influenza,GSK pandemic vaccine GSK2340272A,"Decin - Czechia, Pardubice - Czechia, Praha 6 - Czechia",2011-01-14,2009-11-16,2018-09-21,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,influenza
NCT04969276,Unknown,COMPLETED,2021-07-16,"Influenza Immunization, Healthy Volunteers","Quadrivalent Inactivated Influenza High Dose, COVID-19 mRNA Vaccine (nucleoside modified)","Glendale - United States, San Diego - United States, Vista - United States, Centennial - United States, Peoria - United States, Austin - United States",2022-02-08,2021-07-20,2023-10-03,INTERVENTIONAL,PHASE2,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,influenza
NCT01457027,Unknown,COMPLETED,2011-10,Influenza,Inflexal V,Genoa - Italy,2012-08,2011-10-21,2013-02-20,INTERVENTIONAL,PHASE4,Crucell Holland BV,INDUSTRY,influenza
NCT00221676,Unknown,COMPLETED,2002-07,Influenza,Alfarix,No locations listed,Unknown Date,2005-09-22,2006-11-28,INTERVENTIONAL,PHASE4,"University Hospital, Antwerp",OTHER,influenza
NCT01640327,Unknown,COMPLETED,2012-07,"Human, Influenza",Trivalent influenza virus vaccine (TIVf),Rostock - Germany,2012-08,2012-07-13,2015-11-24,INTERVENTIONAL,PHASE3,Novartis Vaccines,INDUSTRY,influenza
NCT00542776,Unknown,COMPLETED,2007-10,"Inflammatory Bowel Disease (IBD), Immunosuppressed or Non-Immunosuppressed, Influenza Vaccine, Antibody Titers, Seroprotective Titers",blood draw,Boston - United States,2008-02,2007-10-11,2008-05-01,OBSERVATIONAL,Not Available,Boston Children's Hospital,OTHER,influenza
NCT02743676,Unknown,COMPLETED,2007-01,Influenza,No interventions listed,No locations listed,2012-03,2016-04-19,2016-04-19,OBSERVATIONAL,Not Available,Hoffmann-La Roche,INDUSTRY,influenza
NCT04697576,Unknown,RECRUITING,2021-10-20,"Clinical Stage I Cutaneous Melanoma AJCC V8, Clinical Stage IA Cutaneous Melanoma AJCC V8, Clinical Stage IB Cutaneous Melanoma AJCC V8, Clinical Stage II Cutaneous Melanoma AJCC V8, Clinical Stage IIA Cutaneous Melanoma AJCC V8, Clinical Stage IIB Cutaneous Melanoma AJCC V8, Clinical Stage IIC Cutaneous Melanoma AJCC V8, Clinical Stage IV Cutaneous Melanoma AJCC V8, Metastatic Melanoma","Ipilimumab, Nivolumab, Pembrolizumab, Quadrivalent Inactivated Influenza Vaccine, Resection, Nivolumab + Relatlimab",Columbus - United States,2026-02-05,2021-01-06,2024-10-08,INTERVENTIONAL,PHASE1,Carlo Contreras,OTHER,influenza
NCT01677676,Unknown,COMPLETED,2012-01,Influenza A,"FP-01.1, FP-01.1-Adjuvant",Brisbane - Australia,2012-05,2012-09-03,2013-07-29,INTERVENTIONAL,PHASE1,Immune Targeting Systems Ltd,INDUSTRY,influenza
NCT01184976,Unknown,COMPLETED,2010-08,Healthy,VGX-3400,"Seoul - Korea, Republic of, Seoul - Korea, Republic of",2012-04,2010-08-19,2015-03-17,INTERVENTIONAL,PHASE1,"GeneOne Life Science, Inc.",INDUSTRY,influenza
NCT04866576,IS,COMPLETED,2021-08-12,"Cognitive Change, Inflammation, Immune Response","Q CAN PLUS, Placebo",Loma Linda - United States,2022-03-01,2021-04-30,2023-09-29,INTERVENTIONAL,NA,Loma Linda University,OTHER,influenza
NCT01145976,CyATG-FluATG,UNKNOWN,2010-03,Aplastic Anemia,"Cy-ATG, Flu-ATG","Seoul - Korea, Republic of",2015-02,2010-06-17,2012-09-07,INTERVENTIONAL,PHASE3,Cooperative Study Group A for Hematology,NETWORK,influenza
NCT00325260,Unknown,COMPLETED,2006-03,Healthy,Influvac; subunit influenza vaccine,Nanjing - China,Unknown Date,2006-05-12,2006-11-01,INTERVENTIONAL,PHASE3,Solvay Pharmaceuticals,INDUSTRY,influenza
NCT05781191,CoVFlu,COMPLETED,2021-11-13,"Influenza, COVID-19",COMIRNATY,Roma - Italy,2021-12-31,2023-03-23,2024-03-18,OBSERVATIONAL,Not Available,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,influenza
NCT00569894,Unknown,COMPLETED,2007-10,Healthy,"FLuMist, TIV (Injection), Unvaccinated Control",Oakland - United States,2011-06,2007-12-10,2012-03-08,OBSERVATIONAL,Not Available,MedImmune LLC,INDUSTRY,influenza
NCT03248960,Unknown,COMPLETED,2017-07-27,Influenza,"iTreat Flu A+B Test, ellume.lab Flu A+B Test, Reverse Transcriptase Polymerase Chain Reaction (RT-PCR), Viral culture","Casey - Australia, Blacktown - Australia, Kanwal - Australia, Buddina - Australia, Morayfield - Australia, Sippy Downs - Australia, Southport - Australia, Malvern East - Australia",2017-12-23,2017-08-15,2018-02-01,INTERVENTIONAL,NA,Ellume Pty Ltd,INDUSTRY,influenza
NCT00530660,Unknown,COMPLETED,2007-09,Influenza,"H5N1 influenza vaccine (whole virion, Vero cell-derived), 7.5 µg HA antigen, non-adjuvanted",Vienna - Austria,2008-05,2007-09-17,2015-10-09,INTERVENTIONAL,PHASE2,"Resilience Government Services, Inc.",INDUSTRY,influenza
NCT01089660,Unknown,COMPLETED,2010-03,"Influenza, Swine-origin A/H1N1 Influenza","Swine A/H1N1 influenza vaccine (split virion, inactivated), Swine A/H1N1 influenza vaccine (split virion, inactivated)","Rennes - France, Rueil Malmaison - France",2010-09,2010-03-18,2014-01-14,INTERVENTIONAL,PHASE2,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,influenza
NCT00264576,Unknown,COMPLETED,2005-10,Influenza Disease; Flu,Influenza Virus Vaccine,"Bardstown - United States, Pittsburgh - United States, Salt Lake City - United States, Salt Lake City - United States",2005-12,2005-12-13,2017-03-24,INTERVENTIONAL,PHASE2,Novartis Vaccines,INDUSTRY,influenza
NCT03023176,Unknown,COMPLETED,2013-09,Influenza,"Fluzone® standard IIV3, Fluzone® standard IIV3 Pediatric Dose",No locations listed,2013-11,2017-01-18,2017-04-21,INTERVENTIONAL,PHASE4,Stanford University,OTHER,influenza
