NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT05705427,COMBAT-HBV,RECRUITING,2023-08-17,"Hepatitis B, Vertical Transmission of Infectious Disease","Tenofovir Disoproxil Fumarate 300 MG, Hepatitis B monovalent vaccine, Placebo","Kinshasa - Congo, The Democratic Republic of the",2025-08,2023-01-30,2024-08-16,INTERVENTIONAL,PHASE4,"University of North Carolina, Chapel Hill",OTHER,hepatitis
NCT02174276,Unknown,COMPLETED,2014-07-24,Chronic Hepatitis B,"Tenofovir disoproxil fumarate, GS-4774","Palo Alto - United States, Sacramento - United States, San Diego - United States, San Francisco - United States, San Jose - United States, Honolulu - United States, Baltimore - United States, Boston - United States, New York - United States, Philadelphia - United States, Richmond - United States, Springfield - United States, Vancouver - Canada, Vancouver - Canada, Winnipeg - Canada, Toronto - Canada, Toronto - Canada, Toronto - Canada, Bologna - Italy, Parma - Italy, Pisa - Italy, San Giovanni Rotondo - Italy, Daegu - Korea, Republic of, Seocho - Korea, Republic of, Seongnam - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Yangsan - Korea, Republic of, Yangsan - Korea, Republic of, Auckland - New Zealand, Bucharest - Romania, Bucharest - Romania",2016-02-17,2014-06-25,2019-06-04,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT00845676,Unknown,COMPLETED,2008-03,"Hepatitis C, Human Immunodeficiency Virus, HIV Infections",Pegylated interferon alfa-2a + Ribavirin,San Francisco - United States,2010-12,2009-02-18,2020-05-18,INTERVENTIONAL,PHASE4,"University of California, San Francisco",OTHER,hepatitis
NCT00661076,Unknown,COMPLETED,2008-08,"Hepatitis B, Chronic","adefovir dipivoxil, peginterferon alfa-2a [Pegasys]","Ankara - Turkey, Ankara - Turkey, Ankara - Turkey, Ankara - Turkey, Gaziantep - Turkey",2011-05,2008-04-18,2016-11-02,INTERVENTIONAL,PHASE3,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT00724776,Unknown,COMPLETED,2008-07,Chronic Hepatitis C,Albinterferon alfa 2b,Tokyo - Japan,2009-07,2008-07-30,2020-12-08,INTERVENTIONAL,PHASE1,Novartis,INDUSTRY,hepatitis
NCT03293576,ADAPT,COMPLETED,2018-02-22,Hepatitis C,Volitional Help Sheet,Dundee - United Kingdom,2020-01-03,2017-09-26,2020-08-14,INTERVENTIONAL,NA,University of Dundee,OTHER,hepatitis
NCT00389376,SyNCH,COMPLETED,2006-11,"Hepatitis C, Non-Alcoholic Fatty Liver Disease","Placebo, Silymarin, Silymarin, Silymarin, Silymarin, Silymarin, Silymarin, Silymarin","Boston - United States, Chapel Hill - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States",2008-01,2006-10-18,2008-02-20,INTERVENTIONAL,PHASE1,National Center for Complementary and Integrative Health (NCCIH),NIH,hepatitis
NCT05755776,POWER,UNKNOWN,2023-03-01,Chronic Hepatitis B,TMF,"Chongqing - China, Chongqing - China, Guangxi - China, Jilin - China, Kunming - China, Kunming - China, Nanjing - China, Ningbo - China, Shanghai - China, Shanghai - China, Shenyang - China, Taicang - China, Zibo - China",2024-12,2023-03-06,2023-09-21,OBSERVATIONAL,Not Available,The Second Affiliated Hospital of Chongqing Medical University,OTHER,hepatitis
NCT05328427,STOP-B,NOT_YET_RECRUITING,2022-05-15,"Hepatitis B, Chronic",Stopping,Gothenburg - Sweden,2023-12-31,2022-04-14,2022-04-14,INTERVENTIONAL,NA,Göteborg University,OTHER,hepatitis
NCT01944527,ANRSCO23CUPILT,UNKNOWN,2013-10,"HCV Recurrence, Liver Transplantation, Direct-acting Antiviral Agents",No interventions listed,Rennes - France,2015-12,2013-09-17,2016-02-02,OBSERVATIONAL,Not Available,"ANRS, Emerging Infectious Diseases",OTHER_GOV,hepatitis
NCT00475176,Unknown,COMPLETED,2007-05,Chronic Hepatitis C,"Peginterferon alfa-2a, Ribavirin, S-adenosyl methionine for Chronic Liver Disease",Bethesda - United States,2011-05,2007-05-21,2013-07-05,INTERVENTIONAL,PHASE2,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,hepatitis
NCT06121427,Unknown,RECRUITING,2023-09-01,Chronic Hepatitis D,No interventions listed,Moscow - Russian Federation,2025-02-28,2023-11-08,2023-12-06,OBSERVATIONAL,Not Available,Center of target therapy,OTHER,hepatitis
NCT01251276,Unknown,COMPLETED,2010-11-30,Hepatitis B,Modified Process Hepatitis B Vaccine,No locations listed,2011-04-12,2010-12-01,2022-09-13,INTERVENTIONAL,PHASE3,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT05763576,Unknown,TERMINATED,2023-04-28,Chronic Hepatitis B,"RO7565020, Placebo, Nucleos(t)ide analogue (NUC) treatment","San Francisco - United States, Paris - France, Hong Kong - Hong Kong, Shatin, New Territories - Hong Kong, Chuncheon - Korea, Republic of, Seoul - Korea, Republic of, Auckland - New Zealand, Vigo - Spain, Taoyuan City - Taiwan, Xitun Dist. - Taiwan, Bangkok - Thailand, Chiang Mai - Thailand",2024-12-23,2023-03-10,2025-01-07,INTERVENTIONAL,PHASE1,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT06874127,Unknown,RECRUITING,2024-02-01,"Chronic Hepatitis B Virus (HBV) Infection, Liver Fibrosis",Nucleos(t)ide Analogs (NA),Beijing - China,2026-02-01,2025-03-13,2025-03-13,OBSERVATIONAL,Not Available,Beijing Friendship Hospital,OTHER,hepatitis
NCT02430194,LOWR-2,COMPLETED,2014-12,Chronic Hepatitis D Infection,"lonafarnib, ritonavir, Pegylated interferon-alfa-2a",Ankara - Turkey,2017-04-18,2015-04-30,2023-03-03,INTERVENTIONAL,PHASE2,Eiger BioPharmaceuticals,INDUSTRY,hepatitis
NCT05483894,STAPH,UNKNOWN,2022-08-01,"Hepatitis B, Portal Hypertension","Atorvastatin 10mg, Placebo",No locations listed,2024-07-31,2022-08-02,2022-08-02,INTERVENTIONAL,PHASE2,Samsung Medical Center,OTHER,hepatitis
NCT00662194,Unknown,UNKNOWN,2008-04,"HIV-hepatitis Co-infection, HIV Infections",No interventions listed,Melbourne - Australia,2014-04,2008-04-21,2014-03-10,OBSERVATIONAL,Not Available,Bayside Health,OTHER_GOV,hepatitis
NCT03425994,Unknown,UNKNOWN,2018-02-06,"Chronic Hepatitis B in HIV Patient, Kidney Injury, Bone Diseases",Elvitegravir/Cobicistat/Emtricitabine,Taipei - Taiwan,2019-02-22,2018-02-08,2019-08-28,OBSERVATIONAL,Not Available,National Taiwan University Hospital,OTHER,hepatitis
NCT00164060,Unknown,TERMINATED,2004-02,"Hepatitis C, HIV Infections",No interventions listed,Melbourne - Australia,2007-05,2005-09-14,2013-12-05,OBSERVATIONAL,Not Available,Bayside Health,OTHER_GOV,hepatitis
NCT01519960,Unknown,COMPLETED,2012-07-11,"Hepatitis B, Chronic","peginterferon alfa-2a [Pegasys], peginterferon alfa-2a [Pegasys]","San Francisco - United States, Baltimore - United States, Boston - United States, Saint Louis - United States, Houston - United States, Seattle - United States, North Adelaide - Australia, Melbourne - Australia, Bruxelles - Belgium, Gent - Belgium, Sofia - Bulgaria, Varna - Bulgaria, Beijing City - China, Beijing - China, Changchun - China, Chongqing - China, Guangzhou - China, Guangzhou - China, Kunming - China, Urumqi (乌鲁木齐) - China, Wuhan - China, Xi'an - China, Wuppertal - Germany, Haifa - Israel, Jerusalem - Israel, Nahariya - Israel, Bologna - Italy, Bydgoszcz - Poland, Krakow - Poland, Łodz - Poland, Moscow - Russian Federation, Moscow - Russian Federation, Saint Petersburg - Russian Federation, Samara - Russian Federation, Kyiv - Ukraine, Kyiv - Ukraine, Birmingham - United Kingdom, London - United Kingdom, London - United Kingdom",2015-07-09,2012-01-27,2022-11-18,INTERVENTIONAL,PHASE3,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT01826760,Unknown,COMPLETED,2010-04,Acute-on-chronic Hepatitis B Liver Failure,Using training and testing groups to construct ANN based on laboratory tests,Wenzhou - China,2010-05,2013-04-08,2013-04-08,OBSERVATIONAL,Not Available,Wenzhou Medical University,OTHER,hepatitis
NCT00938860,SUSTAIN,COMPLETED,2009-09,"Hepatitis C, Liver Transplantation","cyclosporin (Neoral), tacrolimus (Prograf)","Phoenix - United States, Palo Alto - United States, San Francisco - United States, Gainesville - United States, Chapel Hill - United States, Oklahoma City - United States, Houston - United States, Houston - United States, Madison - United States, Bruxelles - Belgium, Fortaleza - Brazil, São Paulo - Brazil, Edmonton - Canada, Vancouver - Canada, Winnipeg - Canada, London - Canada, Toronto - Canada, Bogotá - Colombia, Bogotá - Colombia, Creteil - France, Lyon Cedex 04 - France, Montpellier - France, Paris - France, Toulouse Cedex 4 - France, Villejuif - France, Frankfurt - Germany, Hamburg - Germany, Mainz - Germany, Muenchen - Germany, Bologna - Italy, Padova - Italy, Udine - Italy, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Moscow - Russian Federation, Moscow - Russian Federation, Oviedo - Spain, Valladolid - Spain, Barcelona - Spain, Barcelona - Spain, Santiago de Compostela - Spain, Zurich - Switzerland, Birmingham - United Kingdom",2013-05,2009-07-14,2015-05-22,INTERVENTIONAL,PHASE4,Novartis Pharmaceuticals,INDUSTRY,hepatitis
NCT04189276,Unknown,UNKNOWN,2019-12-10,Hepatitis B Virus (HBV),"ETV/TDF+T101 No.1, ETV/TDF+T101 No.2, ETV or TDF, ETV/TDF+Peg-IFNα-2b","Beijing - China, Beijing - China, Tianjin - China",2021-06-30,2019-12-06,2021-02-08,INTERVENTIONAL,PHASE2,"Tasly Tianjin Biopharmaceutical Co., Ltd.",INDUSTRY,hepatitis
NCT00834860,Unknown,UNKNOWN,2007-01,"Chronic Hepatitis C, Hepatocellular Carcinoma",peginterferon alpha-2a and ribavirin,Kaohsiung - Taiwan,2009-12,2009-02-03,2010-02-15,INTERVENTIONAL,PHASE4,Kaohsiung Medical University Chung-Ho Memorial Hospital,OTHER,hepatitis
NCT00332176,Unknown,UNKNOWN,2006-06,Chronic Hepatitis C,"Celgosivir, Celgosivir, Peginterferon alfa 2b + ribavirin","Vancouver - Canada, Vancouver - Canada, Toronto - Canada",2008-12,2006-06-01,2008-04-08,INTERVENTIONAL,PHASE2,BioWest Therapeutics Inc,INDUSTRY,hepatitis
NCT03511794,Unknown,COMPLETED,2018-04-13,Hepatitis B,No interventions listed,Bethesda - United States,2021-06-01,2018-04-30,2022-02-07,OBSERVATIONAL,Not Available,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,hepatitis
NCT02773394,PICTURE,COMPLETED,2016-04-12,Hepatitis C Virus,No interventions listed,"Goiania - Brazil, Porto Alegre - Brazil, Porto Velho - Brazil, Recife - Brazil, Rio Branco - Brazil, Rio de Janeiro - Brazil, Salvador - Brazil, Sao Paulo - Brazil",2016-11-30,2016-05-16,2025-02-03,OBSERVATIONAL,Not Available,Janssen-Cilag Ltd.,INDUSTRY,hepatitis
NCT01198860,HBV,APPROVED_FOR_MARKETING,Unknown Date,CHRONIC HEPATITIS B,CTH Chronic Hepatitis B,Hồ Chí Minh - Vietnam,Unknown Date,2010-09-10,2021-10-14,EXPANDED_ACCESS,Not Available,"Nguyen Thi Trieu, MD",INDIV,hepatitis
NCT02588560,Unknown,UNKNOWN,2015-09,"Lymphoma, Hepatitis C Antibodies, Drug Therapy",No interventions listed,No locations listed,2019-08,2015-10-28,2015-10-28,OBSERVATIONAL,Not Available,Chang Gung Memorial Hospital,OTHER,hepatitis
NCT05391360,Unknown,COMPLETED,2021-10-11,"Hepatitis B, Chronic","Freethiadine tablets(part I), Freethiadine tablets (part II), Freethiadine placebo tablets, entecavir tablets","Guangzhou - China, Changchun - China",2023-01-17,2022-05-25,2023-04-12,INTERVENTIONAL,PHASE1,"Sunshine Lake Pharma Co., Ltd.",INDUSTRY,hepatitis
NCT01413360,Unknown,COMPLETED,2011-08,"Chronic Hepatitis, Chronic Hepatitis C, Chronic Alcoholic Hepatitis",High dose vitamin C,"Seoul - Korea, Republic of",2013-12,2011-08-10,2016-07-15,INTERVENTIONAL,PHASE4,Seoul National University Hospital,OTHER,hepatitis
NCT05317260,Unknown,COMPLETED,2002-01-01,"Fatty Liver, Chronic Hepatitis b",Antiviral Agents,Bangkoknoi - Thailand,2020-12-31,2022-04-07,2022-04-07,OBSERVATIONAL,Not Available,Mahidol University,OTHER,hepatitis
NCT05976594,Unknown,RECRUITING,2023-08-12,Hepatitis E,serology and virology detection of hepatitis E virus,Dongtai - China,2025-07-01,2023-08-04,2023-08-15,OBSERVATIONAL,Not Available,Xiamen University,OTHER,hepatitis
NCT01356160,Unknown,COMPLETED,2011-07,"Hepatitis C, Chronic","GS-5885, GS-9451, peginterferon alfa-2a, ribavirin tablet, GS-9451 Placebo","Tucson - United States, Beverly Hills - United States, Coronado - United States, Costa Mesa - United States, San Diego - United States, Aurora - United States, Englewood - United States, Bradenton - United States, Baltimore - United States, Baltimore - United States, Burlington - United States, Kansas City - United States, Forest Hills - United States, Manhasset - United States, Durham - United States, Cincinnati - United States, Nashville - United States, Arlington - United States, Houston - United States, San Antonio - United States, Fairfax - United States, Herston - Australia, San Juan - Puerto Rico",2013-06,2011-05-19,2014-02-03,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT00536627,VAC-ADN,COMPLETED,2008-01,Chronic Hepatitis B,DNA vaccine pCMVS2.S,Paris - France,2010-11,2007-09-28,2011-12-19,INTERVENTIONAL,PHASE2,French National Agency for Research on AIDS and Viral Hepatitis,OTHER_GOV,hepatitis
NCT03149627,HEP-ZED,COMPLETED,2017-06-07,"HBV, Alcoholic Hepatitis, Liver Fibroses",Estimates - prevalence of lifetime/chronic HBV infection,Lusaka - Zambia,2018-12-19,2017-05-11,2019-01-15,OBSERVATIONAL,Not Available,University of Alabama at Birmingham,OTHER,hepatitis
NCT04629976,Unknown,COMPLETED,2021-01-12,Chronic Hepatitis B,"NCO-48 Fumarate 4 mg, NCO-48 Fumarate 20 mg, Tenofovir Alafenamide 25 mg",Monterey Park - United States,2022-09-30,2020-11-16,2023-01-04,INTERVENTIONAL,PHASE1,"Nucorion Pharmaceuticals, Inc.",INDUSTRY,hepatitis
NCT00383227,Unknown,COMPLETED,1999-12,Hepatitis B,Hepatitis B adjuvanted vaccine,No locations listed,2000-11,2006-10-03,2016-09-16,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,hepatitis
NCT00996476,DRAGON,COMPLETED,2009-07,"Hepatitis C, Chronic","TMC435, PegIFNα-2a, RBV","Amagasaki - Japan, Hiroshima N/A - Japan, Kagoshima - Japan, Kawasaki - Japan, Kitakyushu - Japan, Kurume - Japan, Kyoto - Japan, Matsumoto - Japan, Musashino - Japan, Nishinomiya - Japan, Ohmura - Japan, Osaka-Sayama - Japan, Osaka - Japan, Sakai - Japan, Sapporo - Japan, Suita - Japan, Tokyo - Japan, Touon - Japan, Yokohama - Japan",2011-01,2009-10-16,2014-04-17,INTERVENTIONAL,PHASE2,Janssen Pharmaceutical K.K.,INDUSTRY,hepatitis
NCT02337127,Unknown,UNKNOWN,2011-06,Chronic Hepatitis B,Lamivudine,Kaohsiung - Taiwan,2015-05,2015-01-13,2015-01-13,INTERVENTIONAL,PHASE4,Kaohsiung Medical University Chung-Ho Memorial Hospital,OTHER,hepatitis
NCT01208376,Unknown,UNKNOWN,2010-10,HIV Infection and Chronic Alanine Aminotransferase Elevation,Fibroscan,Zurich - Switzerland,2018-08,2010-09-23,2016-12-20,OBSERVATIONAL,Not Available,Helen Kovari-Kramer,OTHER,hepatitis
NCT03170076,Unknown,UNKNOWN,2017-07,"Hepatitis C, Chronic",No interventions listed,No locations listed,2018-07,2017-05-30,2017-05-30,OBSERVATIONAL,Not Available,Assiut University,OTHER,hepatitis
NCT01148576,Unknown,UNKNOWN,2010-06,"Chronic Hepatitis B, Hepatic Steatosis","entecavir, entecavir, essentiale + entecavir, Vitamin E + entecavir",Hangzhou - China,2011-12,2010-06-22,2010-06-22,INTERVENTIONAL,PHASE4,Zhejiang University,OTHER,hepatitis
NCT02601976,EUROP,COMPLETED,2010-08,Hepatitis C,"Peginterferon alfa-2a, Ribavirin",No locations listed,2012-09,2015-11-11,2018-09-27,INTERVENTIONAL,PHASE4,Getz Pharma,INDUSTRY,hepatitis
NCT02783976,Unknown,COMPLETED,2016-10-28,HCV Infection,Sovaldi,"Cuernavaca - Mexico, Durango - Mexico, Guadalajara - Mexico, Guadalajara - Mexico, Mexico City - Mexico, Monterrey - Mexico",2018-06-20,2016-05-26,2018-10-02,OBSERVATIONAL,Not Available,Gilead Sciences,INDUSTRY,hepatitis
NCT03437876,Unknown,UNKNOWN,2016-10-31,"Cirrhosis, Liver",intestinal microbiota transplant,Xiamen - China,2020-11,2018-02-19,2018-02-19,INTERVENTIONAL,NA,Zhongshan Hospital Xiamen University,OTHER,hepatitis
NCT03188276,Unknown,COMPLETED,2016-02-01,Chronic Hepatitis C,"Ledipasvir-Sofosbuvir, Daclatasvir-Sofosbuvir",No locations listed,2017-05-01,2017-06-15,2017-06-15,INTERVENTIONAL,PHASE1,"Third Affiliated Hospital, Sun Yat-Sen University",OTHER,hepatitis
NCT04371276,Unknown,COMPLETED,2018-09-01,Viral Hepatitis,No intervention,Hong Kong - China,2021-12-31,2020-05-01,2023-02-08,OBSERVATIONAL,Not Available,Chinese University of Hong Kong,OTHER,hepatitis
NCT00277576,Unknown,COMPLETED,2006-01,Chronic Hepatitis B,ppdpSC18 administered by PMED,"Hong Kong - Hong Kong, Shatin - Hong Kong, Tai Po, N. T. - Hong Kong, Singapore - Singapore, Singapore - Singapore, Taipei - Taiwan, Taoyan - Taiwan, Bangkok - Thailand, Chiang Mai - Thailand",Unknown Date,2006-01-16,2008-11-21,INTERVENTIONAL,PHASE1,PowderMed,INDUSTRY,hepatitis
NCT00117676,Unknown,COMPLETED,2005-02,Chronic Hepatitis B,"TDF, ADV, TDF placebo, ADV placebo, FTC/TDF","La Jolla - United States, Pasadena - United States, San Diego - United States, San Diego - United States, San Francisco - United States, San Jose - United States, Atlanta - United States, Honolulu - United States, Boston - United States, Ann Arbor - United States, Detroit - United States, St. Louis - United States, Flushing - United States, New York - United States, New York - United States, Falls Church - United States, Richmond - United States, Camperdown - Australia, Concord - Australia, Westmead - Australia, Woolloongabba - Australia, Clayton - Australia, Fitzroy - Australia, Heidelberg - Australia, Prahan - Australia, Sofia - Bulgaria, Sofia - Bulgaria, Varna - Bulgaria, Calgary - Canada, Vancouver - Canada, Winnipeg - Canada, Toronto - Canada, Brno - Czech Republic, Hradec Kralove - Czech Republic, Praha 4 - Czech Republic, Praha 6 - Stresovice - Czech Republic, Clichy - France, Creteil - France, Lille - France, Lyon - France, Nancy - France, Paris - France, Strasbourg - France, Toulouse - France, Duesseldorf - Germany, Frankfurt - Germany, Hamburg - Germany, Hannover - Germany, Herne - Germany, Homburg/Saar - Germany, Mainz - Germany, Munchen - Germany, Tubingen - Germany, Athens - Greece, Larissa - Greece, Leipzig - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Bologna - Italy, Torino - Italy, Rotterdam - Netherlands, Auckland - New Zealand, Hamilton - New Zealand, Whakatane - New Zealand, Bialystok - Poland, Bydgoszcz - Poland, Chorzow - Poland, Krakow - Poland, Warszawa - Poland, Wroclaw - Poland, Majadahonda - Spain, Barcelona - Spain, Valencia - Spain, Bursa - Turkey, Istanbul - Turkey, Istanbul - Turkey, Izmir - Turkey, London - United Kingdom, London - United Kingdom",2007-04,2005-07-08,2017-03-07,INTERVENTIONAL,PHASE3,Gilead Sciences,INDUSTRY,hepatitis
NCT01185860,Unknown,COMPLETED,2009-08,"Hepatitis C, Chronic","danoprevir, peginterferon alfa-2a [Pegasys], placebo, ribavirin, ritonavir","Montpellier - France, Christchurch - New Zealand, Grafton - New Zealand, Warszawa - Poland",2012-01,2010-08-20,2016-11-02,INTERVENTIONAL,PHASE1,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT00877760,ARES,COMPLETED,2009-08,Chronic Hepatitis B,"pegylated interferon a-2a, Entecavir","Shanghai - China, Shanghai - China, Shanghai - China, Amsterdam - Netherlands, Rotterdam - Netherlands, Bydgoszcz - Poland, Wroclaw - Poland, Zawiercie - Poland, Bucharest - Romania, Bucharest - Romania, Ankara - Turkey, Ankara - Turkey, Istanbul - Turkey",2013-07,2009-04-08,2014-03-28,INTERVENTIONAL,PHASE4,Foundation for Liver Research,OTHER,hepatitis
NCT06454760,Unknown,NOT_YET_RECRUITING,2024-09,Risk Factors and Frequency of Acute Idiopathic Hepatitis in Children at Assiut Children Hospital,No interventions listed,No locations listed,2025-09,2024-06-12,2024-06-12,OBSERVATIONAL,Not Available,Youssef Khalifa Fakher Botros,OTHER,hepatitis
NCT05479760,479/65,COMPLETED,2023-08-17,"HCV, HIV",KP-Led HCV test and treat service,"Bangkok - Thailand, Pathum wan - Thailand, Bangkok - Thailand, Chiang Mai - Thailand",2025-02-15,2022-07-29,2025-03-05,INTERVENTIONAL,NA,"Institute of HIV Research and Innovation Foundation, Thailand",OTHER,hepatitis
NCT03106194,CM-HCV,COMPLETED,2016-07,"Drug Abuse, Intravenous",case management,Genk - Belgium,2018-11-30,2017-04-10,2020-01-27,INTERVENTIONAL,NA,Hasselt University,OTHER,hepatitis
NCT02075294,Unknown,COMPLETED,2010-01,"Hepatitis B, Chronic",Adefovir dipivoxil or Entecavir,Beijing - China,2012-10,2014-03-03,2014-10-28,OBSERVATIONAL,Not Available,Ying-Jie Ji,OTHER,hepatitis
NCT02032160,Unknown,COMPLETED,2014-05,Hepatitis B,"Engerix B IM injection - 20ug, Fendrix IM injection - 20ug",Guildford - United Kingdom,2016-02,2014-01-09,2016-02-08,INTERVENTIONAL,NA,University of Surrey,OTHER,hepatitis
NCT00348660,Unknown,COMPLETED,2005-08,"Hepatitis C, Pregnancy",No interventions listed,Toronto - Canada,2010-10,2006-07-04,2019-02-22,OBSERVATIONAL,Not Available,Unity Health Toronto,OTHER,hepatitis
NCT04032860,Unknown,ACTIVE_NOT_RECRUITING,2017-07-01,"HCC, HBV Coinfection","Tenofovir Disoproxil, Entecavir",Chengdu - China,2022-07-01,2019-07-25,2022-05-25,INTERVENTIONAL,PHASE4,West China Hospital,OTHER,hepatitis
NCT03593460,Unknown,WITHDRAWN,2019-01-01,"Hepatitis, Autoimmune",Synthetic PreImplantation Factor,No locations listed,2019-11-01,2018-07-20,2019-01-03,INTERVENTIONAL,PHASE2,"Christopher O'Brien, MD",OTHER,hepatitis
NCT00625560,Unknown,COMPLETED,2008-02,"Hepatitis B, Chronic","Entecavir, Lamivudine","Busan - Korea, Republic of, Seoul - Korea, Republic of",2009-11,2008-02-28,2012-05-08,INTERVENTIONAL,PHASE4,Yonsei University,OTHER,hepatitis
NCT00608192,Unknown,COMPLETED,2008-01,"Hepatitis, Viral, Human, HIV Infections","Testing, Education, & Counseling (TEC), Hepatitis Care Coordination (HCC)","San Francisco - United States, New York - United States",2011-06,2008-02-06,2013-01-16,INTERVENTIONAL,NA,"University of California, San Francisco",OTHER,hepatitis
NCT00840489,RIBACIR,TERMINATED,2009-01,Chronic Hepatitis C,"Ribavirin, Colchicine","Madrid - Spain, Madrid - Spain, Madrid - Spain",2012-12,2009-02-10,2013-01-31,INTERVENTIONAL,PHASE2,Hospital Universitario Ramon y Cajal,OTHER,hepatitis
NCT02360592,Unknown,COMPLETED,2013-06,"Hepatitis B, Chronic","Entecavir, Interferon alfa-2b, Interleukin 2, Hepatitis B Vaccine","Hefei - China, Beijing - China, Beijing - China, Beijing - China, Fuzhou - China, Guangzhou - China, Wuhan - China, Changsha - China, Shenyang - China, Shanghai - China, Hangzhou - China, Wenzhou - China",2016-12,2015-02-10,2018-05-09,INTERVENTIONAL,PHASE4,Tongji Hospital,OTHER,hepatitis
NCT01565889,Unknown,COMPLETED,2012-03,"Hepatitis C, HIV","SOF, EFV/FTC/TDF, EFV, ZDV/3TC, ATV, Ritonavir, FTC/TDF, DRV, RAL, PEG, RBV",San Juan - Puerto Rico,2013-08,2012-03-29,2014-10-01,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT02877589,HepScreen,COMPLETED,2012-05,Solid Tumor,hepatitis B virus (HBV) and hepatitis C virus (HCV) serologies and a screening questionnaire to detect risk factors of hepatitis B virus (HBV) and hepatitis C virus (HCV),Reims - France,2013-07,2016-08-24,2016-08-24,OBSERVATIONAL,Not Available,CHU de Reims,OTHER,hepatitis
NCT00688389,Unknown,UNKNOWN,2007-07,Dengue Fever,case/control,Kaohsiung - Taiwan,2020-12-31,2008-06-02,2019-02-28,OBSERVATIONAL,Not Available,Kaohsiung Medical University Chung-Ho Memorial Hospital,OTHER,hepatitis
NCT01628692,Unknown,COMPLETED,2012-07,Hepatitis C Virus,"Daclatasvir, Simeprevir, Ribavirin","San Francisco - United States, San Francisco - United States, Indianapolis - United States, Lutherville - United States, Nashville - United States, Arlington - United States, Fairfax - United States, Buenos Aires - Argentina, Buenos Aires - Argentina, Creteil Cedex - France, Limoges - France, Marseille Cedex 08 - France, Paris Cedex 13 - France, Paris Cedex 14 - France, Pessac - France, Vandoeuvre Les Nancy - France, Berlin - Germany, Frankfurt - Germany, Hamburg - Germany, Koeln - Germany, Budapest - Hungary, Budapest - Hungary, Gyula - Hungary, Barcelona - Spain, Madrid - Spain, Valencia - Spain",2013-08,2012-06-27,2017-02-23,INTERVENTIONAL,PHASE2,Bristol-Myers Squibb,INDUSTRY,hepatitis
NCT01639092,IN-US-0202,COMPLETED,2012-09-28,Chronic Viral Hepatitis B Without Delta-agent,"Tenofovir, Tenofovir, Entecavir","Seoul - Korea, Republic of",2018-03-29,2012-07-12,2018-05-09,INTERVENTIONAL,PHASE4,Asan Medical Center,OTHER,hepatitis
NCT01355289,Unknown,COMPLETED,2011-11,Thrombocytopenia,"Avatrombopag, Placebo, Pegylated interferon (PEG-IFN), Telaprevir, Ribavirin","Los Angeles - United States, Fairfax - United States",2014-02,2011-05-18,2018-02-22,INTERVENTIONAL,PHASE2,Eisai Inc.,INDUSTRY,hepatitis
NCT01740089,Unknown,COMPLETED,2011-11,"Hepatitis, Hepatitis C","Algeron, PegIntron, Ribavirin",Moscow - Russian Federation,2012-07,2012-12-04,2015-08-18,INTERVENTIONAL,PHASE3,Biocad,INDUSTRY,hepatitis
NCT03320889,Unknown,COMPLETED,2017-10-30,Hepatitis C,Educational Intervention,Cincinnati - United States,2019-08-26,2017-10-25,2019-08-28,INTERVENTIONAL,NA,TriHealth Inc.,OTHER,hepatitis
NCT00076427,Unknown,COMPLETED,2004-01-14,"Hepatitis C, HIV Infections",No interventions listed,"Washington, D.C. - United States, Washington, D.C. - United States, Washington, D.C. - United States, Bethesda - United States",Unknown Date,2004-01-22,2017-10-06,OBSERVATIONAL,Not Available,National Institute of Allergy and Infectious Diseases (NIAID),NIH,hepatitis
