pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,copyrights,doi,publication_date,authors
40010154,A pilot study of senolytics to improve cognition and mobility in older adults at risk for Alzheimer's disease.,"Ageing, Cognitive impairment, Flavonoids, Gait, Geroscience, Senolytics",EBioMedicine,"This single-arm study evaluates the feasibility, safety, and preliminary effects of two senolytic agents, Dasatinib and Quercetin (DQ), in older adults at risk of Alzheimer's disease.
Participants took 100 mg of Dasatinib and 1250 mg of Quercetin for two days every two weeks over 12 weeks. Recruitment rate, adverse events, absolute changes in functional outcomes, and percent changes in biomarkers were calculated. Spearman correlations between functional and biomarker outcomes were performed.
Approximately 10% of telephone-screened individuals completed the intervention (n = 12). There were no serious adverse events related to the intervention. Mean Montreal Cognitive Assessment (MoCA) scores non-significantly increased following DQ by 1.0 point (95% CI: -0.7, 2.7), but increased significantly by 2.0 points (95% CI: 0.1, 4.0) in those with lowest baseline MoCA scores. Mean percent change in tumour necrosis factor-alpha (TNF-α), a key product of the senescence-associated secretory phenotype (SASP), non-significantly decreased following DQ by -3.0% (95% CI: -13.0, 7.1). Changes in TNF-α were significantly and inversely correlated with changes in MoCA scores (r = -0.65, p = 0.02), such that reductions in TNF- α were correlated with increases in MoCA scores.
This study suggests that intermittent DQ treatment is feasible and safe; data hint at potential functional benefits in older adults at risk of Alzheimer's disease. The observed reduction in TNF-α and its correlation with increases in MoCA scores suggests that DQ may improve cognition by modulating the SASP. However, there was not an appropriate control group. Data are preliminary and must be interpreted cautiously.
National Institute on Ageing grants R21AG073886 and R33AG061456 funded this research.",,,,Copyright © 2025 The Authors. Published by Elsevier B.V. All rights reserved.,10.1016/j.ebiom.2025.105612,2025-02-27,"Courtney L Millar, Ike Iloputaife, Kathryn Baldyga, Amani M Norling, Afroditi Boulougoura, Theodoros Vichos, Tamara Tchkonia, Aaron Deisinger, Tamar Pirtskhalava, James L Kirkland, Thomas G Travison, Lewis A Lipsitz"
40009384,Ultrasound Neuromodulation With Transcranial Pulse Stimulation in Alzheimer Disease: A Randomized Clinical Trial.,,JAMA network open,"Given the increasing prevalence of dementia and the limited treatment options available, ultrasound neuromodulation could serve as a novel add-on therapy to standard treatments for Alzheimer disease (AD). As ultrasound neuromodulation is still in its early stages, further research is essential to fully explore its potential in treating brain disorders.
To evaluate clinical and functional imaging effects of transcranial pulse stimulation (TPS) in patients with AD.
A randomized, double-blind, sham-controlled, crossover clinical trial was conducted at the Medical University of Vienna between January 1, 2017, and July 27, 2022. Sixty patients with clinically diagnosed AD receiving state-of-the-art treatment were randomly allocated to treatment sequence groups verum-sham (first cycle verum, second cycle sham, n = 30) and sham-verum (n = 30). Data analysis was performed from July 28, 2022, to September 5, 2024.
Each participant received 6 verum and 6 sham TPS sessions (6000 pulses, 0.20 mJ/mm2, 5 Hz) to frontoparietal brain areas.
Neuropsychological tests, including the primary outcome Consortium to Establish a Registry for Alzheimer's Disease (CERAD) corrected total score (CTS), were performed at baseline and 1 week, 1 month, and 3 months following the stimulations in each cycle. Primary and secondary outcomes, including functional magnetic resonance imaging and Beck Depression Inventory-II, were analyzed by intention-to-treat analysis and, for sensitivity, by per protocol analysis.
For the intention-to-treat analysis, 60 patients between ages 51 and 82 years (mean [SD], 70.65 [8.16] years; 30 females; 30 males) were included. The CERAD CTS increased by a mean (SD) of 2.22 (6.87) points in the verum condition from 70.93 (14.27) points at baseline to 73.15 (14.90) 3 months after stimulation, while the mean (SD) score in the sham condition increased by 1.00 (6.82) point vs baseline from 71.68 (13.62] at baseline to 72.68 (14.48) 3 months after stimulation. Primary data analysis of the condition × session interaction was not significant (P = .68; partial η2 [ηp2] = 0.01), but its interaction with age was P = .003; ηp2 = 0.08, followed by post hoc analyses of age subsamples. Although several patients older than 70 years benefited from verum TPS, only the younger subgroup (≤70 years) showed significantly higher CTS increases for verum in all poststimulation sessions (condition × session: P = .005; ηp2 = 0.16). At 3 months after stimulation, for example, a mean (SD) 3.91 (7.86)-point increase was found for verum TPS in the younger patients, but a mean (SD) CTS decrease of 1.83 (5.80) was observed for sham. Memory-associated brain activation was significantly higher after verum TPS in the precuneus, visual, and frontal areas, while resting state functional connectivity was significantly upregulated in the dorsal attention network. In the per protocol sample, a significant reduction of the Beck Depression Inventory-II scores 3 months following verum TPS was found (verum baseline: 7.27 [5.87]; verum 3 months after stimulation: 5.27 [5.27]; sham baseline: 6.70 [5.65]; sham 3 months after stimulation: 6.22 [4.40]; P = .008; ηp2 = 0.23). During both verum and sham conditions, the most common observed adverse symptom was depression; no major neuropathologic change was detected in the patients by detailed neuroradiologic assessments.
In this randomized clinical trial of TPS in patients with AD, a 2-week verum treatment improved cognitive scores in the younger subgroup, ameliorated depressive symptoms, and induced upregulation of functional brain activation and connectivity. These findings suggest TPS may be a safe and promising add-on therapy for patients with AD receiving state-of-the-art treatment.
ClinicalTrials.gov Identifier: NCT03770182.",,"For the intention-to-treat analysis, 60 patients between ages 51 and 82 years (mean [SD], 70.65 [8.16] years; 30 females; 30 males) were included. The CERAD CTS increased by a mean (SD) of 2.22 (6.87) points in the verum condition from 70.93 (14.27) points at baseline to 73.15 (14.90) 3 months after stimulation, while the mean (SD) score in the sham condition increased by 1.00 (6.82) point vs baseline from 71.68 (13.62] at baseline to 72.68 (14.48) 3 months after stimulation. Primary data analysis of the condition × session interaction was not significant (P = .68; partial η2 [ηp2] = 0.01), but its interaction with age was P = .003; ηp2 = 0.08, followed by post hoc analyses of age subsamples. Although several patients older than 70 years benefited from verum TPS, only the younger subgroup (≤70 years) showed significantly higher CTS increases for verum in all poststimulation sessions (condition × session: P = .005; ηp2 = 0.16). At 3 months after stimulation, for example, a mean (SD) 3.91 (7.86)-point increase was found for verum TPS in the younger patients, but a mean (SD) CTS decrease of 1.83 (5.80) was observed for sham. Memory-associated brain activation was significantly higher after verum TPS in the precuneus, visual, and frontal areas, while resting state functional connectivity was significantly upregulated in the dorsal attention network. In the per protocol sample, a significant reduction of the Beck Depression Inventory-II scores 3 months following verum TPS was found (verum baseline: 7.27 [5.87]; verum 3 months after stimulation: 5.27 [5.27]; sham baseline: 6.70 [5.65]; sham 3 months after stimulation: 6.22 [4.40]; P = .008; ηp2 = 0.23). During both verum and sham conditions, the most common observed adverse symptom was depression; no major neuropathologic change was detected in the patients by detailed neuroradiologic assessments.",,,10.1001/jamanetworkopen.2024.59170,2025-02-26,"Eva Matt, Michael Mitterwallner, Sonja Radjenovic, Daria Grigoryeva, Alexandra Weber, Elisabeth Stögmann, Alina Domitner, Anna Zettl, Sarah Osou, Roland Beisteiner"
40008329,Amyloid-β deposition predicts oscillatory slowing of magnetoencephalography signals and a reduction of functional connectivity over time in cognitively unimpaired adults.,"Alzheimer’s disease, PET, longitudinal, neurophysiology",Brain communications,"With the ongoing developments in the field of anti-amyloid therapy for Alzheimer's disease, it is crucial to better understand the longitudinal associations between amyloid-β deposition and altered network activity in the living human brain. We included 110 cognitively unimpaired individuals (67.9 ± 5.7 years), who underwent [",,,,© The Author(s) 2025. Published by Oxford University Press on behalf of the Guarantors of Brain.,10.1093/braincomms/fcaf018,2025-02-26,"Elliz P Scheijbeler, Willem de Haan, Emma M Coomans, Anouk den Braber, Jori Tomassen, Mara Ten Kate, Elles Konijnenberg, Lyduine E Collij, Elsmarieke van de Giessen, Frederik Barkhof, Pieter Jelle Visser, Cornelis J Stam, Alida A Gouw"
40007168,A framework to standardize gait study protocols in Parkinson's disease.,"Parkinson's disease, consensus, gait, standardization, technology",Journal of Parkinson's disease,"Research over the past twenty years has shown that gait outcomes have a high sensitivity for diagnosing Parkinson's disease (PD), for detecting the effects of interventions, and for monitoring disease progression, even in early disease. However, the lack of standardization in protocols and reported gait measures is impeding data aggregation across study sites and contributes to heterogeneity in the results, thus limiting the adoption of gait outcomes in clinical trials.
To provide recommendations for a minimum set of gait measures to be adopted in projects evaluating people with PD to enhance standardization across the field.
The Gait Advisors Leading Outcomes for Parkinson's (GALOP) committee is an advisory committee for the MJFF. Based on a five-step approach, GALOP generated recommendations for standardizing protocols that assess quantitative gait measures, following expert consensus on best practices.
Built on the literature and consensus amongst experts, we recommend a minimum set of meta-data to accompany gait protocols and a minimum gait assessment protocol to be performed at a comfortable speed. Suggestions on challenging testing are provided.
To support and empower the scientific community, we have generated recommendations to collect and share gait data gathered from people with PD using an open data repository. Standardizing gait protocols and outcomes in PD has the potential of accelerating research and clinical trials, harmonizing protocols across study sites, fostering collaborations, and in the long run, improving patient care and quality of life.",,"Built on the literature and consensus amongst experts, we recommend a minimum set of meta-data to accompany gait protocols and a minimum gait assessment protocol to be performed at a comfortable speed. Suggestions on challenging testing are provided.",,,10.1177/1877718X241305626,2025-02-26,"Martina Mancini, Jeffrey M Hausdorff, Elisa Pelosin, Paolo Bonato, Richard Camicioli, Terry D Ellis, Jochen Klucken, Larry Gifford, Alfonso Fasano, Alice Nieuwboer, Catherine Kopil, Katharina Klapper, Leslie Kirsch, David T Dexter, Rosie Fuest, Vicki Miller, Angelica Asis, Martijn Ltm Müller, Diane Stephenson, Anat Mirelman"
40006634,Synthesis and Characterization of Memantine-Loaded Niosomes for Enhanced Alzheimer's Disease Targeting.,"Alzheimer’s disease, blood–brain barrier, in vitro disease model, memantine derivatives, molecular Trojan horse technology, niosomal delivery systems",Pharmaceutics,,,,,,10.3390/pharmaceutics17020267,2025-02-26,"Hasan Turkez, Sena Oner, Ozge Caglar Yıldırım, Mehmet Enes Arslan, Marilisa Pia Dimmito, Çigdem Yuce Kahraman, Lisa Marinelli, Erdal Sonmez, Özlem Kiki, Abdulgani Tatar, Ivana Cacciatore, Antonio Di Stefano, Adil Mardinoglu"
40005231,Promising Natural Remedies for Alzheimer's Disease Therapy.,"Alzheimer’s disease, Ginkgo biloba, anti-amyloid drugs, phytoconstituents, rosemary","Molecules (Basel, Switzerland)","This study examines the intricacies of Alzheimer's disease (AD), its origins, and the potential advantages of various herbal extracts and natural compounds for enhancing memory and cognitive performance. Future studies into AD treatments are encouraged by the review's demonstration of the effectiveness of phytoconstituents that were extracted from a number of plants. In addition to having many beneficial effects, such as improved cholinergic and cognitive function, herbal medicines are also much less harmful, more readily available, and easier to use than other treatments. They also pass without difficulty through the blood-brain barrier (BBB). This study focused on natural substances and their effects on AD by using academic databases to identify peer-reviewed studies published between 2015 and 2024. According to the literature review, 66 phytoconstituents that were isolated from 21 distinct plants have shown efficacy, which could be encouraging for future research on AD therapies. Since most clinical trials produce contradictory results, the study suggests that larger-scale studies with longer treatment durations are necessary to validate or refute the therapeutic efficacy of herbal AD treatments.",,,,,10.3390/molecules30040922,2025-02-26,"Amin Mahmood Thawabteh, Aseel Wasel Ghanem, Sara AbuMadi, Dania Thaher, Weam Jaghama, Donia Karaman, Rafik Karaman"
40000152,A Federated Data Analysis Approach for the Evaluation of Surrogate Endpoints.,"federated data, meta‐analytic framework, surrogacy",Pharmaceutical statistics,"In clinical trials, surrogate endpoints, that are more cost-effective, occur earlier, or are more frequently measured, are sometimes used to replace costly, late, or rare true endpoints. Regulatory authorities typically require thorough evaluation and validation to accept these surrogate endpoints as reliable substitutes. To this end, the meta-analytic framework is considered a very viable approach to validate surrogates at both trial and individual levels. However, this framework requires data from multiple trials or centers, posing challenges when data sharing is not feasible. In this article, we propose a federated data analysis approach that allows organizations to maintain control over their datasets while still enabling surrogate validation through meta-analytic techniques. In this approach, there is no longer a need for raw data sharing. Instead, independent analyses are conducted at each organization. Thereafter, the results of these independent analyses are aggregated at a central analysis hub and the metrics for surrogate evaluation are extracted. We apply this approach to simulated and real clinical data, demonstrating how this federated approach can overcome data-sharing constraints and validate surrogate endpoints in decentralized settings.",,,,© 2025 John Wiley & Sons Ltd.,10.1002/pst.70003,2025-02-26,"Dries De Witte, Ariel Alonso Abad, Diane Stephenson, Yashmin Karten, Antoine Leuzy, Gregory Klein, Geert Molenberghs"
39998021,Targeting Amyloid Pathology in Early Alzheimer's: The Promise of Donanemab-Azbt.,"ARIA, Alzheimer’s disease, Kisunla, TRAILBLAZER-ALZ 2,3,4,5,6, amyloid, donanemab-azbt","Pharmacy (Basel, Switzerland)","The purpose of this review is to examine the potential role of donanemab-azbt in the treatment and management of early-stage Alzheimer's disease (AD), with a focus on its efficacy, safety, and clinical relevance based on data from key clinical trials.
A comprehensive literature search of PubMed was conducted using relevant keywords such as ""donanemab"", ""Alzheimer's disease"", ""Kisunla"", ""TRAILBLAZER clinical trials"", and ""amyloid-related imaging abnormalities (ARIA)"". Additional data were extracted from clinical trial records (clinicaltrials.gov), conference abstracts, and product monographs.
Only English-language studies conducted in human populations were included. Clinical trials and peer-reviewed studies detailing the efficacy, safety, and mechanistic insights of donanemab-azbt were prioritized.
Key findings from the TRAILBLAZER series of clinical trials highlighted the potential of donanemab-azbt in slowing cognitive and functional decline in early-stage AD: (1) TRAILBLAZER-ALZ (Phase 2): This trial focused on participants with intermediate levels of tau protein. Results demonstrated a statistically significant slowing of cognitive and functional decline. (2) TRAILBLAZER-ALZ 2 (Phase 3): A large-scale, randomized, double-blind, placebo-controlled study confirmed the efficacy of donanemab-azbt in reducing amyloid plaque accumulation and cognitive decline. Key results included a 35% slowing of decline on the Integrated Alzheimer's Disease Rating Scale (iADRS) and a 36% slowing on the Clinical Dementia Rating-Sum of Boxes (CDR-SB). Additional secondary outcomes showed improvements in activities of daily living and reduced risk of disease progression. (3) TRAILBLAZER-ALZ 3: This ongoing trial is evaluating donanemab's potential in delaying or preventing Alois Alzheimer in cognitively normal individuals with amyloid plaques, broadening the scope of early intervention strategies. (4) TRAILBLAZER-ALZ 4: A head-to-head comparison with aducanumab revealed superior amyloid plaque clearance with donanemab. (5) TRAILBLAZER-ALZ 5: Currently recruiting, this trial aims to evaluate safety and efficacy across diverse populations with varying tau levels and comorbidities. (6) TRAILBLAZER-ALZ 6 (Phase 3b): This trial investigates modified dosing regimens to reduce ARIA while maintaining efficacy, particularly in populations with genetic risk factors like ApoE ε4 homozygotes.
Donanemab-azbt represents a promising treatment option for patients with early-stage AD. It specifically targets and reduces amyloid beta plaques, a hallmark of the disease, potentially slowing progression and preserving cognitive function. However, its administration requires careful patient selection, including genetic testing for ApoE ε4 status, to mitigate risks of ARIA. Furthermore, the findings emphasize the importance of close monitoring during treatment.
Donanemab-azbt offers a new avenue for managing early-stage AD, showing promise in reducing amyloid burden and slowing cognitive decline. While its efficacy and safety have been demonstrated in clinical trials, further research is essential to validate long-term outcomes, assess effectiveness across diverse populations, and refine dosing strategies to minimize side effects. With continued investigation, donanemab-azbt could significantly impact the clinical landscape of AD treatment.",,,,,10.3390/pharmacy13010023,2025-02-25,"Nadia Khartabil, Ayda Awaness"
39997749,"Polyphenols, Alkaloids, and Terpenoids Against Neurodegeneration: Evaluating the Neuroprotective Effects of Phytocompounds Through a Comprehensive Review of the Current Evidence.","Alzheimer’s disease, Parkinson’s disease, anti-inflammatory, antioxidant, neurodegeneration, neuroinflammation, neuroprotection, phytochemicals, polyphenols",Metabolites,"Neurodegenerative diseases comprise a group of chronic, usually age-related, disorders characterized by progressive neuronal loss, deformation of neuronal structure, or loss of neuronal function, leading to a substantially reduced quality of life. They remain a significant focus of scientific and clinical interest due to their increasing medical and social importance. Most neurodegenerative diseases present intracellular protein aggregation or their extracellular deposition (plaques), such as α-synuclein in Parkinson's disease and amyloid beta (Aβ)/tau aggregates in Alzheimer's. Conventional treatments for neurodegenerative conditions incur high costs and are related to the development of several adverse effects. In addition, many patients are irresponsive to them. For these reasons, there is a growing tendency to find new therapeutic approaches to help patients. This review intends to investigate some phytocompounds' effects on neurodegenerative diseases. These conditions are generally related to increased oxidative stress and inflammation, so phytocompounds can help prevent or treat neurodegenerative diseases. To achieve our aim to provide a critical assessment of the current literature about phytochemicals targeting neurodegeneration, we reviewed reputable databases, including PubMed, EMBASE, and COCHRANE, seeking clinical trials that utilized phytochemicals against neurodegenerative conditions. A few clinical trials investigated the effects of phytocompounds in humans, and after screening, 13 clinical trials were ultimately included following PRISMA guidelines. These compounds include polyphenols (flavonoids such as luteolin and quercetin, phenolic acids such as rosmarinic acid, ferulic acid, and caffeic acid, and other polyphenols like resveratrol), alkaloids (such as berberine, huperzine A, and caffeine), and terpenoids (such as ginkgolides and limonene). The gathered evidence underscores that quercetin, caffeine, ginkgolides, and other phytochemicals are primarily anti-inflammatory, antioxidant, and neuroprotective, counteracting neuroinflammation, neuronal oxidation, and synaptic dysfunctions, which are crucial aspects of neurodegenerative disease intervention in various included conditions, such as Alzheimer's and other dementias, depression, and neuropsychiatric disorders. In summary, they show that the use of these compounds is related to significant improvements in cognition, memory, disinhibition, irritability/lability, aberrant behavior, hallucinations, and mood disorders.",,,,,10.3390/metabo15020124,2025-02-25,"Enzo Pereira de Lima, Lucas Fornari Laurindo, Vitor Cavallari Strozze Catharin, Rosa Direito, Masaru Tanaka, Iris Jasmin Santos German, Caroline Barbalho Lamas, Elen Landgraf Guiguer, Adriano Cressoni Araújo, Adriana Maria Ragassi Fiorini, Sandra Maria Barbalho"
39997526,Tau Imaging: Use and Implementation in New Diagnostic and Therapeutic Paradigms for Alzheimer's Disease.,"Alzheimer’s disease, cognitive decline, tau PET","Geriatrics (Basel, Switzerland)","Alzheimer's disease (AD) affects an estimated 6.9 million older adults in the United States and is projected to impact as many as 13.8 million people by 2060. As studies continue to search for ways to combat the development and progression of AD, it is imperative to ensure that confident diagnoses can be made before the onset of severe clinical symptoms and new therapies can be evaluated effectively. Tau positron emission tomography (PET) has emerged as one method that may be capable of both, given its ability to recognize the presence of tau, a primary pathologic hallmark of AD; its usefulness in determining the spatial distribution of tau, which is necessary for differentiating AD from other tauopathies; and its association with measures of cognition. This review aims to evaluate the scope of tau PET's utility in clinical trials and practice. Firstly, the potential of using tau PET for differential diagnoses, distinguishing AD from other dementias, is considered. Next, the value of tau PET as a tool for staging disease progression is investigated. Finally, tau PET as a prognostic method for identifying the individuals most at risk of cognitive decline and, therefore, most in need of, and likely to benefit from, intervention, is discussed.",,,,,10.3390/geriatrics10010027,2025-02-25,"Alexandra Gogola, Brian J Lopresti, Davneet S Minhas, Oscar Lopez, Ann Cohen, Victor L Villemagne"
39996845,RhoA/ROCK/GSK3β Signaling: A Keystone in Understanding Alzheimer's Disease.,"Alzheimer’s disease, GSK3β, ROCK, RhoA, sTREM2, transgelin-2",Current issues in molecular biology,"Alzheimer's disease (AD) is a neurodegenerative disease characterized by progressive cognitive decline and loss of neuronal integrity. Emerging evidence suggests that RhoA, Rho-associated coiled-coil kinase (ROCK), and their downstream effector molecule glycogen synthase 3β (GSK3β) interact within a complex signaling pathway (RhoA/ROCK/GSK3β) that plays a crucial role in the pathogenesis of AD. RhoA, a small GTPase, along with its downstream effector, ROCK, regulates various cellular processes, including actin cytoskeleton dynamics, apoptosis, and synaptic plasticity. GSK3β, a serine/threonine kinase, plays a key role in neuronal function and AD pathology, including the regulation of tau phosphorylation and amyloid-beta cleavage. Overactive GSK3β has been closely linked to tau hyperphosphorylation, neurodegeneration, and the progression of AD. Thus, GSK3β has been considered as a promising therapeutic target for treating AD and mitigating cognitive impairment. However, clinical trials of GSK3β in AD have faced considerable challenges due to the complexity of the specific neuronal inhibition of GSK3β. In this review, we summarize the literature regarding the relationship of RhoA/ROCK and GSK3β signaling pathways in AD pathogenesis. We further discuss recent findings of the sTREM2-transgelin-2 (TG2) axis as a potential mediator of this complex pathway and provide our review on a novel targeting strategy for AD.",,,,,10.3390/cimb47020124,2025-02-25,"Milan M Medd, Jayden E Yon, Hongxin Dong"
39995763,The Holy Grail: highlighting the need for equitable access to dementia treatments and clinical trials.,"Alzheimer's disease, Dementia, Frototemporal dementia, Mono-clonal antibodies, Treatment",The Lancet regional health. Western Pacific,"In the last 5 years significant progress has been made in potential dementia treatments, yet many of these treatments come with significant burdens on the healthcare system that may limit access to treatment and care for patients. Often patients in remote and rural regions and those in low income regions are disadvantaged. Many clinical trials for dementia patients are biased to recruiting a homogenous group of patients that does not represent cultural and linguistic diversity, meaning the generalisability of trials is limited. This viewpoint discusses the barriers to access to early treatments and clinical trials for patients with dementia and offers a potential framework to address these including provision of infrastructure, regulatory change and patient education.",,,,Crown Copyright © 2025 Published by Elsevier Ltd.,10.1016/j.lanwpc.2025.101492,2025-02-25,"Rebekah M Ahmed, Olivier Piguet, Catherine J Mummery, Sharon L Naismith, Muireann Irish"
39995599,Anti-amyloid treatments: Why we think they are worth it.,,"Alzheimer's & dementia (New York, N. Y.)","Years of experience watching our patients progressively decline and die from complications of Alzheimer's disease (AD) has strongly motivated us to provide newly approved anti-amyloid treatments to appropriate patients. Following detailed and personalized discussions of the potential risks and benefits of these treatments with patients and their families, almost 300 patients at our clinic have chosen to receive lecanemab infusions. We have found the frequency and severity of complications, including amyloid-related imaging abnormalities (ARIA), to be manageable and as expected based on clinical trials. While the longer-term benefits of these treatments are not yet clear, our patients and their families are accepting of even a modest slowing of disease progression. We have experienced the complexities, burdens, costs, and major logistical challenges associated with the treatment of AD with anti-amyloid treatments. However, we also understand that for some of our current patients with early symptomatic AD, anti-amyloid treatments are their best option for fighting this devastating disease, and we find it worthwhile to provide these treatments to our patients.
Many of our former patients have died from complications of AD.Our clinic now has nearly 300 patients receiving anti-amyloid treatments.We have found the complications of anti-amyloid treatments to be manageable.Despite the challenges, we find anti-amyloid treatments worthwhile.",,,,© 2025 The Author(s). Alzheimer's & Dementia: Translational Research & Clinical Interventions published by Wiley Periodicals LLC on behalf of Alzheimer's Association.,10.1002/trc2.70055,2025-02-25,"Suzanne E Schindler, Erik S Musiek, John C Morris"
39994987,Transcranial electrical stimulation as a therapeutic strategy for Alzheimer's disease: Current uses and challenges.,"Alzheimer's disease, neural mechanism, neuromodulation, transcranial electrical stimulation",Journal of Alzheimer's disease : JAD,"Alzheimer's disease (AD) is an age-related neurodegenerative disorder for which there are currently rarely effective drug treatments available to halt or slow down its progression. With the aging of the world population, AD as the primary cause of dementia, is rapidly becoming one of the most expensive, lethal, and burdening diseases of this century. In recent years, the new method used to treat nervous system diseases including AD is transcranial electrical stimulation (tES) with non-invasive and for regulating the flexibility of neural circuits operation and behaviors. The rationale of tES for AD neuromodulation is derived from research on animal and clinical trials. In the present paper, we review the current uses of the tES including transcranial direct current stimulation, transcranial alternating current stimulation, and transcranial pulsed electrical stimulation in rehabilitation for AD's core clinical symptom with cognitive dysfunctions, as well as the relevant data from AD animal models have also been discussed. Finally, the regarding applied challenges of tES in AD therapy have been referred for further improvement.",,,,,10.1177/13872877251315777,2025-02-25,"Huan Wang, Ning Qin, Dilinuer Maimaitiaili, Jiali Wu, Shuangqin Wang, Yixin Zhou, Jingjue Lu, Yuanli Li"
39993451,Repurposing drugs: promising therapeutic approach against Alzheimer's disease.,"AChE, amyloid β, clinical trial, inflammation, oxidative stress, p-tau",Ageing research reviews,"Alzheimer's disease (AD) is an insidious, irreversible, complex neurodegenerative disorder characterized by progressive cognitive decline and memory loss; affecting millions worldwide. Despite decades of research, no effective disease-modifying treatment exists. However, drug repurposing is a progressive step in identifying new therapeutic uses of existing drugs. It has emerged as a promising strategy in the quest to combat AD. Various classes of repurposed drugs, such as antidiabetic, antihypertensive, antimicrobial, and anti-inflammatory, have shown potential neuroprotective effects in preclinical and clinical studies. These drugs act by combating free radicals generation, neuroinflammation, amyloid-beta aggregation, and tau hyper-phosphorylation. Furthermore, repurposing offers several advantages, including reduced time and cost compared to de novo drug development. It holds immense promise as a complementary approach to traditional drug discovery. Future research efforts should focus on elucidating the underlying mechanisms of repurposed drugs in AD, optimizing drug combinations, and conducting large-scale clinical trials to validate their efficacy and safety profiles. This review overviews recent advancements and findings in preclinical and clinical fields of different repurposed drugs for AD treatment.",,,,Copyright © 2025 Elsevier B.V. All rights reserved.,10.1016/j.arr.2025.102698,2025-02-25,"Swagata Pattanaik, Aruna Ghose, Kakarla Pakeeraiah, Sudhir Kumar Paidesetty, Shakti Ketan Prusty, Pratap Kumar Sahu"
39991795,Cognitive vulnerability to glucose fluctuations: A digital phenotype of neurodegeneration.,"Alzheimer's disease, cognition, dementia, glucose, glycemic variability, plasma biomarkers",Alzheimer's & dementia : the journal of the Alzheimer's Association,"Cognition is reduced at low and high glucose, reflecting cognitive vulnerability to glucose (CVG) fluctuations. The impact of glucose fluctuations on the aging brain remains unclear. We examined whether CVG is associated with plasma biomarkers of Alzheimer's disease (AD) pathology and neurodegeneration.
Participants included N = 114 adults with type 1 diabetes assessed for processing speed and sustained attention using ecological momentary assessment (EMA) combined with continuous glucose monitoring (CGM). We characterized associations between CVG and amyloid beta (Aβ) 42/40, phosphorylated tau (p-tau) 181 and 217, neurofilament light chain, and glial fibrillary acidic protein.
CVG was associated with all plasma biomarkers, except Aβ 42/40. CVG for sustained attention exhibited strong associations with p-tau biomarkers that persisted across covariate specifications.
CVG may be a useful digital phenotype of AD. It remains unclear whether CVG contributes to versus arises from neurodegeneration. We consider possible mechanisms linking cognitive vulnerability and long-term glucose variability to the development of neuropathology.
Cognitive vulnerability to glucose (CVG) may be a useful digital phenotype of neurodegeneration. We used cognitive ecological momentary assessment and continuous glucose monitoring to investigate CVG's associations with plasma biomarkers. Associations of CVG for sustained attention and phosphorylated tau 181 remained significant across covariates. We discuss possible mechanisms relating glucose variability, cognition, and neurodegeneration.",,"CVG was associated with all plasma biomarkers, except Aβ 42/40. CVG for sustained attention exhibited strong associations with p-tau biomarkers that persisted across covariate specifications.",,© 2025 The Author(s). Alzheimer's & Dementia published by Wiley Periodicals LLC on behalf of Alzheimer's Association.,10.1002/alz.70001,2025-02-24,"Luciana Mascarenhas Fonseca, Zoë W Hawks, Michal Schnaider Beeri, Lanee Jung, Yogish Kudva, Shafaq Rizvi, Jane Bulger, Elizabeth Grinspoon, Kamille Janess, Martin J Sliwinski, Richard E Pratley, Michael R Rickels, Ruth S Weinstock, Jasmeer P Chhatwal, Pia Kivisäkk, Laura Thi Germine, Naomi S Chaytor"
39990827,[Research Progress in Applying Hyperpolarized ,"13C, Hyperpolarization, Magnetic resonance spectroscopy, Neurologic metabolic diagnostics, Review",Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition,"By using hyperpolarized 
超极化",,,,"© 2024《四川大学学报（医学版）》编辑部 Copyright ©2024 Editorial Office of Journal of Sichuan University (Medical Sciences).
© 2024《四川大学学报（医学版）》编辑部 Copyright ©2024 Editorial Office of Journal of Sichuan University (Medical Sciences).",10.12182/20241160101,2025-02-24,"Changwei He, Hualong He, Xiaofang Yang, Haoyang Xing, Su Lyu, Min Wu"
39989768,Newer Therapeutic Approaches in Treating Alzheimer's Disease: A Comprehensive Review.,,ACS omega,"Alzheimer's disease (AD) is an aging-related irreversible neurodegenerative disease affecting mostly the elderly population. The main pathological features of AD are the extracellular Aβ plaques generated by APP cleavage through the amyloidogenic pathway, the intracellular neurofibrillary tangles (NFT) resulting from the hyperphosphorylated tau proteins, and cholinergic neurodegeneration. However, the actual causes of AD are unknown, but several studies suggest hereditary mutations in ",,,,© 2025 The Authors. Published by American Chemical Society.,10.1021/acsomega.4c05527,2025-02-24,"Radhakrishna Reddi Sree, Manjunath Kalyan, Nikhilesh Anand, Sangeetha Mani, Vasavi Rakesh Gorantla, Meena Kishore Sakharkar, Byoung-Joon Song, Saravana Babu Chidambaram"
