pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,publication_date,category
26725037,Hormones and pathogenesis of uterine fibroids.,"estrogen, pathogenesis, progesterone, uterine leiomyoma",Best practice & research. Clinical obstetrics & gynaecology,"The role of ovarian steroid hormones in the pathogenesis of uterine fibroids is supported by epidemiological, clinical, and experimental evidence. Estradiol and progesterone induce mature leiomyoma cells to release mitogenic stimuli to adjacent immature cells, thereby providing uterine leiomyoma with undifferentiated cells that are likely to support tumor growth. Progesterone action is required for the complete development and proliferation of leiomyoma cells, while estradiol predominantly increases tissue sensitivity to progesterone by increasing the availability of progesterone receptors (PRs). The selective estrogen receptor modulator (SERM) raloxifene and the selective PR modulators (SPRMs) mifepristone, asoprisnil, and ulipristal acetate have been shown in clinical trials to inhibit fibroid growth. The role of sex steroids is critical for leiomyoma development and maintenance, but a number of autocrine and paracrine messengers are involved in this process; hence, numerous pathways remain to be explored in therapeutic innovations for treating this common disease.",,,,2016-01-05,Pubmed_Chagas_Disease.csv
26719058,"Immunogenicity and safety of a novel monovalent high-dose inactivated poliovirus type 2 vaccine in infants: a comparative, observer-blind, randomised, controlled trial.",,The Lancet. Infectious diseases,"Following the proposed worldwide switch from trivalent oral poliovirus vaccine (tOPV) to bivalent types 1 and 3 OPV (bOPV) in 2016, inactivated poliovirus vaccine (IPV) will be the only source of protection against poliovirus type 2. With most countries opting for one dose of IPV in routine immunisation schedules during this transition because of cost and manufacturing constraints, optimisation of protection against all poliovirus types will be a priority of the global eradication programme. We assessed the immunogenicity and safety of a novel monovalent high-dose inactivated poliovirus type 2 vaccine (mIPV2HD) in infants.
This observer-blind, comparative, randomised controlled trial was done in a single centre in Panama. We enrolled healthy infants who had not received any previous vaccination against poliovirus. Infants were randomly assigned (1:1) by computer-generated randomisation sequence to receive a single dose of either mIPV2HD or standard trivalent IPV given concurrently with a third dose of bOPV at 14 weeks of age. At 18 weeks, all infants were challenged with one dose of monovalent type 2 OPV (mOPV2). Primary endpoints were seroconversion and median antibody titres to type 2 poliovirus 4 weeks after vaccination with mIPV2HD or IPV; and safety (as determined by the proportion and nature of serious adverse events and important medical events for 8 weeks after vaccination). The primary immunogenicity analyses included all participants for whom a post-vaccination blood sample was available. All randomised participants were included in the safety analyses. This trial is registered with ClinicalTrials.gov, number NCT02111135.
Between April 14 and May 9, 2014, 233 children were enrolled and randomly assigned to receive mIPV2HD (117 infants) or IPV (116 infants). 4 weeks after vaccination with mIPV2HD or IPV, seroconversion to poliovirus type 2 was recorded in 107 (93·0%, 95% CI 86·8-96·9) of 115 infants in the mIPV2HD group compared with 86 (74·8%, 65·8-82·4) of 115 infants in the IPV group (difference between groups 18·3%, 95% CI 5·0-31·1; p<0·0001), and median antibody titres against poliovirus type 2 were 181 (95% CI 72·0-362·0) in the mIPV2HD group and 36 (18·0-113·8) in the IPV group (difference between groups 98·8, 95% CI 60·7-136·9; p<0·0001). Serious adverse events were reported for six (5%) of 117 infants in the mIPV2HD group and seven (6%) of 116 infants in the IPV group during the 8-week period after vaccination; none were related to vaccination. No important medical events were reported.
Our findings lend support to the use of mIPV2HD as an option for stockpiling for outbreak response or primary protection in selected areas at risk for emergence of poliovirus type 2 during the next phase of the polio eradication plan.
Bill & Melinda Gates Foundation.",,,,2016-01-01,Pubmed_Chagas_Disease.csv
26643331,"Clinical Candidate VT-1161's Antiparasitic Effect In Vitro, Activity in a Murine Model of Chagas Disease, and Structural Characterization in Complex with the Target Enzyme CYP51 from Trypanosoma cruzi.",,Antimicrobial agents and chemotherapy,"A novel antifungal drug candidate, the 1-tetrazole-based agent VT-1161 [(R)-2-(2,4-difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1-{5-[4-(2,2,2-trifluoroethoxy)phenyl]pyridin-2-yl}propan-2-ol], which is currently in two phase 2b antifungal clinical trials, was found to be a tight-binding ligand (apparent dissociation constant [Kd], 24 nM) and a potent inhibitor of cytochrome P450 sterol 14α-demethylase (CYP51) from the protozoan pathogen Trypanosoma cruzi. Moreover, VT-1161 revealed a high level of antiparasitic activity against amastigotes of the Tulahuen strain of T. cruzi in cellular experiments (50% effective concentration, 2.5 nM) and was active in vivo, causing >99.8% suppression of peak parasitemia in a mouse model of infection with the naturally drug-resistant Y strain of the parasite. The data strongly support the potential utility of VT-1161 in the treatment of Chagas disease. The structural characterization of T. cruzi CYP51 in complex with VT-1161 provides insights into the molecular basis for the compound's inhibitory potency and paves the way for the further rational development of this novel, tetrazole-based inhibitory chemotype both for antiprotozoan chemotherapy and for antifungal chemotherapy.",,,,2015-12-09,Pubmed_Chagas_Disease.csv
26621909,"Persistently Elevated C-Reactive Protein Level in the First Year of Antiretroviral Therapy, Despite Virologic Suppression, Is Associated With HIV Disease Progression in Resource-Constrained Settings.","CRP, HIV, antiretroviral therapy, inflammation, persistent inflammation",The Journal of infectious diseases,"A case-cohort analysis of human immunodeficiency virus (HIV)-infected individuals receiving antiretroviral therapy (ART) was performed within a multicountry randomized trial (PEARLS) to assess the prevalence of persistently elevated C-reactive protein (CRP) levels, based on serial measurements of CRP levels, and their association with HIV clinical failure. A persistently elevated CRP level in plasma (defined as ≥ 5 mg/L at both baseline and 24 weeks after ART initiation) was observed in 50 of 205 individuals (24%). A persistently elevated CRP level but not an elevated CRP level only at a single time point was independently associated with increased clinical failure, compared with a persistently low CRP level, despite achievement of virologic suppression. Serial monitoring of CRP levels could identify individuals who are at highest risk of HIV progression and may benefit from future adjunct antiinflammatory therapies.",,,,2015-12-02,Pubmed_Chagas_Disease.csv
26571311,"Schistosomiasis vaccine candidate Sm14/GLA-SE: Phase 1 safety and immunogenicity clinical trial in healthy, male adults.","Brazil, Fatty acid-binding protein (FABP), GLA-SE, Phase 1 clinical trial, Recombinant vaccine, Schistosomiasis, rSm14",Vaccine,"Safety and immunogenicity of a recombinant 14kDa, fatty acid-binding protein(FABP) from Schistosoma mansoni (rSm14) were evaluated through an open, non-placebo-controlled, dose-standardized trial, performed at a single research site. The vaccine was formulated with glucopyranosyl lipid A (GLA) adjuvant in an oil-in-water emulsion (SE) and investigated in 20 male volunteers from a non-endemic area for schistosomiasis in the state of Rio de Janeiro, Brazil. Fifty microgram rSm14 with 10 μg GLA-SE (rSm14/GLA-SE)/dose were given intramuscularly three times with 30-day intervals. Participants were assessed clinically, biochemically and immunologically for up to 120 days.
Participants were screened for inclusion by physical examination, haematology and blood chemistry; then followed to assess adverse events and immunogenicity. Sera were tested for IgG (total and isotypes) and IgE. T cell induction of cytokines IL-2, IL-5, IL-10, IFNγ and TNFα was assessed by Milliplex kit and flow cytometry.
The investigational product showed high tolerability; some self-limited, mild adverse events were observed during and after vaccine administration. Significant increases in Sm14-specific total IgG, IgG1 and IgG3 were observed 30 days after the first vaccination with specific IgG2 and IgG4 after 60 days. An increase in IgE antibodies was not observed at any time point. The IgG response was augmented after the second dose and 88% of all vaccinated subjects had developed high anti-Sm14 IgG titres 90 days after the first injection. From day 60 and onwards, there was an increase in CD4(+) T cells producing single cytokines, particularly TNFα and IL-2, with no significant increase of multi-functional TH1 cells.
Clinical trial data on tolerability and specific immune responses after vaccination of adult, male volunteers in a non-endemic area for schistosomiasis with rSm14/GLA-SE, support this product as a safe, strongly immunogenic vaccine against schistosomiasis paving the way for follow-up Phase 2 trials. Study registration ID: NCT01154049 at http://www.clinicaltrials.gov.",,"The investigational product showed high tolerability; some self-limited, mild adverse events were observed during and after vaccine administration. Significant increases in Sm14-specific total IgG, IgG1 and IgG3 were observed 30 days after the first vaccination with specific IgG2 and IgG4 after 60 days. An increase in IgE antibodies was not observed at any time point. The IgG response was augmented after the second dose and 88% of all vaccinated subjects had developed high anti-Sm14 IgG titres 90 days after the first injection. From day 60 and onwards, there was an increase in CD4(+) T cells producing single cytokines, particularly TNFα and IL-2, with no significant increase of multi-functional TH1 cells.","Clinical trial data on tolerability and specific immune responses after vaccination of adult, male volunteers in a non-endemic area for schistosomiasis with rSm14/GLA-SE, support this product as a safe, strongly immunogenic vaccine against schistosomiasis paving the way for follow-up Phase 2 trials. Study registration ID: NCT01154049 at http://www.clinicaltrials.gov.",2015-11-17,Pubmed_Chagas_Disease.csv
26523987,Should trypanocidal therapy be used to treat patients in the chronic phase of Chagas disease?,,Medwave,"Antiparasitic treatment of patients with Chagas disease in chronic stage could prevent the complications related to the disease. Searching in Epistemonikos database, which is maintained by screening 30 databases, we identified five systematic reviews including eight randomized trials and 11 observational studies. We combined the evidence using meta-analysis and generated a summary of findings table following the GRADE approach. We concluded it is not clear whether antiparasitic treatment improves survival or reduces complications related to chronic Chagas disease because the certainty of the evidence is very low.
El tratamiento con antiparasitarios de pacientes con enfermedad de Chagas en fase crónica podría evitar las complicaciones asociadas a esta enfermedad. Utilizando la base de datos Epistemonikos, la cual es mantenida mediante búsquedas en 30 bases de datos, identificamos cinco revisiones sistemáticas que en conjunto incluyen ocho estudios aleatorizados. Realizamos un metanálisis y tablas de resumen de los resultados utilizando el método GRADE. Concluimos que no está clara la efectividad del tratamiento antiparasitario para prolongar la sobrevida y evitar las complicaciones asociadas a la enfermedad de Chagas en el periodo crónico porque la certeza de la evidencia es muy baja.",,,,2015-11-03,Pubmed_Chagas_Disease.csv
26496376,Developments in the management of Chagas cardiomyopathy.,"Arrhythmias, Chagas cardiomyopathy, Chagas disease, heart failure, myocardial fibrosis, nanotechnology, oxidative stress, stem cell therapy, vaccine development",Expert review of cardiovascular therapy,"Over 100 years have elapsed since the discovery of Chagas disease and there is still much to learn regarding pathogenesis and treatment. Although there are antiparasitic drugs available, such as benznidazole and nifurtimox, they are not totally reliable and often toxic. A recently released negative clinical trial with benznidazole in patients with chronic Chagas cardiomyopathy further reinforces the concerns regarding its effectiveness. New drugs and new delivery systems, including those based on nanotechnology, are being sought. Although vaccine development is still in its infancy, the reality of a therapeutic vaccine remains a challenge. New ECG methods may help to recognize patients prone to developing malignant ventricular arrhythmias. The management of heart failure, stroke and arrhythmias also remains a challenge. Although animal experiments have suggested that stem cell based therapy may be therapeutic in the management of heart failure in Chagas cardiomyopathy, clinical trials have not been promising.",,,,2015-10-27,Pubmed_Chagas_Disease.csv
26477622,Current and Future Chemotherapy for Chagas Disease.,,Current medicinal chemistry,"Human American trypanosomiasis, commonly called Chagas disease, is one of the most neglected illnesses in the world and remains one of the most prevalent chronic infectious diseases of Latin America with thousands of new cases every year. The only treatments available have been introduced five decades ago. They have serious, undesirable side effects and disputed benefits in the chronic stage of the disease - a characteristic and debilitating cardiomyopathy and/or megavisceras. Several laboratories have therefore focused their efforts in finding better drugs. Although recent years have brought new clinical trials, these are few and lack diversity in terms of drug mechanism of action, thus resulting in a weak drug discovery pipeline. This fragility has been recently exposed by the failure of two candidates; posaconazole and E1224, to sterilely cure patients in phase 2 clinical trials. Such setbacks highlight the need for continuous, novel and high quality drug discovery and development efforts to discover better and safer treatments. In this article we will review past and current findings on drug discovery for Trypanosoma cruzi made by academic research groups, industry and other research organizations over the last half century. We also analyze the current research landscape that is now better placed than ever to deliver alternative treatments for Chagas disease in the near future.",,,,2015-10-20,Pubmed_Chagas_Disease.csv
26436678,Course of Chronic Trypanosoma cruzi Infection after Treatment Based on Parasitological and Serological Tests: A Systematic Review of Follow-Up Studies.,,PloS one,"Chagas disease is caused by the flagellate protozoan Trypanosoma cruzi (T. cruzi). It is endemic in Latin American countries outside the Caribbean. The current criterion for cure in the chronic phase of the disease is the negativization of at least two serological tests such as enzyme-linked immunosorbent assay (ELISA), indirect immunofluorescence assay (IIF) and indirect hemagglutination assay (IHA). The serological evolution of treated subjects with chronic T. cruzi infection is variable. Treatment failure is indicated by a positive parasitological and/or molecular test (persistence of parasitemia).
To summarize the pattern of response to treatment of parasitological, molecular and serological tests performed during the follow-up of subjects with chronic T. cruzi infection.
Electronic searches in relevant databases and screening of citations of potentially eligible articles were accomplished. Organizations focusing on neglected infectious diseases were asked for help in identifying relevant studies. Included studies were randomized controlled trials (RCTs), quasi-RCTs, and cohort studies involving adults and children with chronic infection who received trypanocidal treatment (benznidazole or nifurtimox) and were followed over time. The assessment of risk of bias was performed separately for each study design. The Cochrane Collaboration's tool and the guidelines developed by Hayden et al. were used. Two reviewers extracted all data independently. A third review author was consulted in case of discordant opinion. Additional analyses were defined in ad-hoc basis. Scatter plots for percentage of positive parasitological and molecular tests and for negative serological tests were developed by using the lowess curve technique. Heterogeneity was measured by I2. The protocol was registered in PROSPERO, an international prospective register of systematic review protocols (Registration Number CRD42012002162).
Out of 2,136 citations screened, 54 studies (six RCTs and 48 cohort studies) were included. The smoothed curves for positive xenodiagnosis and positive polymerase chain reaction (PCR) were characterized by a sharp decrease at twelve month posttreatment. Afterwards, they reached 10-20% and 40% for xenodiagnosis and PCR, respectively. The smoothed curves for negative conventional serological tests increased up to 10% after 48 months of treatment. In the long-term, the rate of negativization was between 20% and 45%. The main sources of bias identified across cohort studies were the lack of control for confounding and attrition bias. In general, RCTs were judged as low risk of bias in all domains. The level of heterogeneity across included studies was moderate to high. Additional analysis were incomplete because of the limited availability of data. In this regard, the country of origin of study participants might affect the results of parasitological and molecular tests, while the level of risk of bias might affect serological outcomes. Subgroup analysis suggested that seronegativization occurs earlier in children compared to adults.
We acknowledge that there is a dynamic pattern of response based on parasitological, molecular and serological tests in subjects chronically infected with T. cruzi after treatment. Our findings suggest a trypanocidal effect in the long-term follow-up. Further research is needed to explore potential sources of heterogeneity and to conduct reliable subgroup analysis.",,"Out of 2,136 citations screened, 54 studies (six RCTs and 48 cohort studies) were included. The smoothed curves for positive xenodiagnosis and positive polymerase chain reaction (PCR) were characterized by a sharp decrease at twelve month posttreatment. Afterwards, they reached 10-20% and 40% for xenodiagnosis and PCR, respectively. The smoothed curves for negative conventional serological tests increased up to 10% after 48 months of treatment. In the long-term, the rate of negativization was between 20% and 45%. The main sources of bias identified across cohort studies were the lack of control for confounding and attrition bias. In general, RCTs were judged as low risk of bias in all domains. The level of heterogeneity across included studies was moderate to high. Additional analysis were incomplete because of the limited availability of data. In this regard, the country of origin of study participants might affect the results of parasitological and molecular tests, while the level of risk of bias might affect serological outcomes. Subgroup analysis suggested that seronegativization occurs earlier in children compared to adults.",,2015-10-06,Pubmed_Chagas_Disease.csv
26416857,Different Therapeutic Outcomes of Benznidazole and VNI Treatments in Different Genders in Mouse Experimental Models of Trypanosoma cruzi Infection.,,Antimicrobial agents and chemotherapy,"The lack of translation between preclinical assays and clinical trials for novel therapies for Chagas disease (CD) indicates a need for more feasible and standardized protocols and experimental models. Here, we investigated the effects of treatment with benznidazole (Bz) and with the potent experimental T. cruzi CYP51 inhibitor VNI in mouse models of Chagas disease by using different animal genders and parasite strains and employing distinct types of therapeutic schemes. Our findings confirm that female mice are less vulnerable to the infection than males, show that male models are less susceptible to treatment with both Bz and VNI, and thus suggest that male models are much more suitable for selection of the most promising antichagasic agents. Additionally, we have found that preventive protocols (compound given at 1 dpi) result in higher treatment success rates, which also should be avoided during advanced steps of in vivo trials of novel anti-T. cruzi drug candidates. Another consideration is the relevance of immunosuppression methods in order to verify the therapeutic profile of novel compounds, besides the usefulness of molecular diagnostic tools (quantitative PCR) to ascertain compound efficacy in experimental animals. Our study aims to contribute to the development of more reliable methods and decision gates for in vivo assays of novel antiparasitic compounds in order to move them from preclinical to clinical trials for CD.",,,,2015-09-30,Pubmed_Chagas_Disease.csv
26407292,"Genotypic Characterization of Herpes Simplex Virus Type 1 Isolates in Immunocompromised Patients in Rio de Janeiro, Brazil.",,PloS one,"Herpes simplex virus type 1 (HSV-1) is a prevalent human pathogen that causes a variety of diseases, including an increased risk of developing more severe disease in HIV-infected individuals. In Brazil, there is no information about the molecular epidemiology of HSV-1 infection, especially in HIV-infected individuals. The aim of this study was to perform the genotypic characterization of HSV-1 among HIV-infected patients. A total of 214 serum samples from HIV-positive patients without HSV infection symptoms were enrolled in one of two reference hospitals for HIV infection managing in Rio de Janeiro. The gG and gI genes were analyzed by restriction fragment length polymorphism (RFLP) and full nucleotide sequencing of the US8 (1601 bp), UL44 (1996 bp), and UL23 (1244 bp) regions was performed. A total of 38.3% (82/214) and 32.7% (70/214) of the serum samples tested positive for gG and gI genes, respectively. RFLP analysis classified the HSV-1 as belonging to genotype A. Phylogenetic analysis of the Brazilian samples for the US8, UL44, and UL23 regions demonstrated that the nucleotide identity between Brazilian samples was higher than 97% for all genes. No acyclovir mutation was detected in the patients. The shedding of HSV in the serum samples from HIV-positive patients who were asymptomatic for HSV infection was detected in this work. This is the first report of molecular characterization of HSV-1 in Brazilian samples since there is no previous data available in the literature concerning the genotypic classification and stable distribution of Brazilian strains of HSV-1 in Rio de Janeiro, Brazil.",,,,2015-09-26,Pubmed_Chagas_Disease.csv
26398876,Chikungunya risk for Brazil.,,Revista de saude publica,"This study aimed to show, based on the literature on the subject, the potential for dispersal and establishment of the chikungunya virus in Brazil. The chikungunya virus, a Togaviridae member of the genusAlphavirus, reached the Americas in 2013 and, the following year, more than a million cases were reported. In Brazil, indigenous transmission was registered in Amapa and Bahia States, even during the period of low rainfall, exposing the whole country to the risk of virus spreading. Brazil is historically infested by Ae. aegypti and Ae. albopictus, also dengue vectors. Chikungunya may spread, and it is important to take measures to prevent the virus from becoming endemic in the country. Adequate care for patients with chikungunya fever requires training general practitioners, rheumatologists, nurses, and experts in laboratory diagnosis. Up to November 2014, more than 1,000 cases of the virus were reported in Brazil. There is a need for experimental studies in animal models to understand the dynamics of infection and the pathogenesis as well as to identify pathophysiological mechanisms that may contribute to identifying effective drugs against the virus. Clinical trials are needed to identify the causal relationship between the virus and serious injuries observed in different organs and joints. In the absence of vaccines or effective drugs against the virus, currently the only way to prevent the disease is vector control, which will also reduce the number of cases of dengue fever.
o objetivo deste estudo foi mostrar, com base na literatura sobre o tema, o potencial de dispersão e estabelecimento do vírus chikungunya no brasil. O vírus chikungunya, um Togaviridae do gênero Alphavirus, atingiu as Américas em 2013 e, no ano seguinte, mais de um milhão de casos foram notificados. No Brasil, foi registrada transmissão autóctone no Amapá e Bahia, mesmo durante o período de baixo índice pluviométrico, expondo ao risco de propagação do vírus todo o território nacional. Historicamente, o Brasil é infestado por Ae. Aegypti e Ae. Albopictus, também vetores do dengue. É possível que o chikungunya se dissemine, sendo importante que medidas sejam tomadas para evitar que o vírus se torne endêmico no País. A adequada assistência a pacientes com febre de chikungunya requer treinamento de clínicos, reumatologistas, enfermeiros e especialistas em diagnóstico laboratorial. Até novembro de 2014 foram notificados no Brasil mais de 1.000 casos da virose. Estudos experimentais em modelos animais devem ser realizados para conhecer a dinâmica da infecção e a patogenia, bem como identificar mecanismos fisiopatológicos que possam contribuir para identificar drogas com efeito sobre o vírus. São necessários ensaios clínicos para identificar a relação causal do vírus com sérias lesões observadas em diferentes órgãos e nas articulações. Na ausência de vacinas ou drogas efetivas contra o vírus, a única forma de prevenir a doença é atualmente o controle vetorial, o que também reduzirá o número de casos de dengue.",,,,2015-09-24,Pubmed_Chagas_Disease.csv
26323937,Randomized Trial of Benznidazole for Chronic Chagas' Cardiomyopathy.,,The New England journal of medicine,"The role of trypanocidal therapy in patients with established Chagas' cardiomyopathy is unproven.
We conducted a prospective, multicenter, randomized study involving 2854 patients with Chagas' cardiomyopathy who received benznidazole or placebo for up to 80 days and were followed for a mean of 5.4 years. The primary outcome in the time-to-event analysis was the first event of any of the components of the composite outcome of death, resuscitated cardiac arrest, sustained ventricular tachycardia, insertion of a pacemaker or implantable cardioverter-defibrillator, cardiac transplantation, new heart failure, stroke, or other thromboembolic event.
The primary outcome occurred in 394 patients (27.5%) in the benznidazole group and in 414 (29.1%) in the placebo group (hazard ratio, 0.93; 95% confidence interval [CI], 0.81 to 1.07; P=0.31). At baseline, a polymerase-chain-reaction (PCR) assay was performed on blood samples obtained from 1896 patients; 60.5% had positive results for Trypanosoma cruzi on PCR. The rates of conversion to negative PCR results (PCR conversion) were 66.2% in the benznidazole group and 33.5% in the placebo group at the end of treatment, 55.4% and 35.3%, respectively, at 2 years, and 46.7% and 33.1%, respectively, at 5 years or more (P<0.001 for all comparisons). The effect of treatment on PCR conversion varied according to geographic region: in Brazil, the odds ratio for PCR conversion was 3.03 (95% CI, 2.12 to 4.34) at 2 years and 1.87 (95% CI, 1.33 to 2.63) at 5 or more years; in Colombia and El Salvador, the odds ratio was 1.33 (95% CI, 0.90 to 1.98) at 2 years and 0.96 (95% CI, 0.63 to 1.45) at 5 or more years; and in Argentina and Bolivia, the odds ratio was 2.63 (95% CI, 1.89 to 3.66) at 2 years and 2.79 (95% CI, 1.99 to 3.92) at 5 or more years (P<0.001 for interaction). However, the rates of PCR conversion did not correspond to effects on clinical outcome (P=0.16 for interaction).
Trypanocidal therapy with benznidazole in patients with established Chagas' cardiomyopathy significantly reduced serum parasite detection but did not significantly reduce cardiac clinical deterioration through 5 years of follow-up. (Funded by the Population Health Research Institute and others; ClinicalTrials.gov number, NCT00123916; Current Controlled Trials number, ISRCTN13967269.).",,"The primary outcome occurred in 394 patients (27.5%) in the benznidazole group and in 414 (29.1%) in the placebo group (hazard ratio, 0.93; 95% confidence interval [CI], 0.81 to 1.07; P=0.31). At baseline, a polymerase-chain-reaction (PCR) assay was performed on blood samples obtained from 1896 patients; 60.5% had positive results for Trypanosoma cruzi on PCR. The rates of conversion to negative PCR results (PCR conversion) were 66.2% in the benznidazole group and 33.5% in the placebo group at the end of treatment, 55.4% and 35.3%, respectively, at 2 years, and 46.7% and 33.1%, respectively, at 5 years or more (P<0.001 for all comparisons). The effect of treatment on PCR conversion varied according to geographic region: in Brazil, the odds ratio for PCR conversion was 3.03 (95% CI, 2.12 to 4.34) at 2 years and 1.87 (95% CI, 1.33 to 2.63) at 5 or more years; in Colombia and El Salvador, the odds ratio was 1.33 (95% CI, 0.90 to 1.98) at 2 years and 0.96 (95% CI, 0.63 to 1.45) at 5 or more years; and in Argentina and Bolivia, the odds ratio was 2.63 (95% CI, 1.89 to 3.66) at 2 years and 2.79 (95% CI, 1.99 to 3.92) at 5 or more years (P<0.001 for interaction). However, the rates of PCR conversion did not correspond to effects on clinical outcome (P=0.16 for interaction).",,2015-09-02,Pubmed_Chagas_Disease.csv
26323041,Double-Blind Prospective Randomized Controlled Trial of Dopamine Versus Epinephrine as First-Line Vasoactive Drugs in Pediatric Septic Shock.,,Critical care medicine,"The primary outcome was to compare the effects of dopamine or epinephrine in severe sepsis on 28-day mortality; secondary outcomes were the rate of healthcare-associated infection, the need for other vasoactive drugs, and the multiple organ dysfunction score.
Double-blind, prospective, randomized controlled trial from February 1, 2009, to July 31, 2013.
PICU, Hospital Universitário da Universidade de São Paulo, Brazil.
Consecutive children who are 1 month to 15 years old and met the clinical criteria for fluid-refractory septic shock. Exclusions were receiving vasoactive drug(s) prior to hospital admission, having known cardiac disease, having already participated in the trial during the same hospital stay, refusing to participate, or having do-not-resuscitate orders.
Patients were randomly assigned to receive either dopamine (5-10 μg/kg/min) or epinephrine (0.1-0.3 μg/kg/min) through a peripheral or intraosseous line. Patients not reaching predefined stabilization criteria after the maximum dose were classified as treatment failure, at which point the attending physician gradually stopped the study drug and started another catecholamine.
Physiologic and laboratory data were recorded. Baseline characteristics were described as proportions and mean (± SD) and compared using appropriate statistical tests. Multiple regression analysis was performed, and statistical significance was defined as a p value of less than 0.05. Baseline characteristics and therapeutic interventions for the 120 children enrolled (63, dopamine; 57, epinephrine) were similar. There were 17 deaths (14.2%): 13 (20.6%) in the dopamine group and four (7%) in the epinephrine group (p=0.033). Dopamine was associated with death (odds ratio, 6.5; 95% CI, 1.1-37.8; p=0.037) and healthcare-associated infection (odds ratio, 67.7; 95% CI, 5.0-910.8; p=0.001). The use of epinephrine was associated with a survival odds ratio of 6.49.
Dopamine was associated with an increased risk of death and healthcare-associated infection. Early administration of peripheral or intraosseous epinephrine was associated with increased survival in this population. Limitations should be observed while interpreting these results.",,,,2015-09-01,Pubmed_Chagas_Disease.csv
26318714,"Inactivated poliovirus vaccine given alone or in a sequential schedule with bivalent oral poliovirus vaccine in Chilean infants: a randomised, controlled, open-label, phase 4, non-inferiority study.",,The Lancet. Infectious diseases,"Bivalent oral poliovirus vaccine (bOPV; types 1 and 3) is expected to replace trivalent OPV (tOPV) globally by April, 2016, preceded by the introduction of at least one dose of inactivated poliovirus vaccine (IPV) in routine immunisation programmes to eliminate vaccine-associated or vaccine-derived poliomyelitis from serotype 2 poliovirus. Because data are needed on sequential IPV-bOPV schedules, we assessed the immunogenicity of two different IPV-bOPV schedules compared with an all-IPV schedule in infants.
We did a randomised, controlled, open-label, non-inferiority trial with healthy, full-term (>2·5 kg birthweight) infants aged 8 weeks (± 7 days) at six well-child clinics in Santiago, Chile. We used supplied lists to randomly assign infants (1:1:1) to receive three polio vaccinations (IPV by injection or bOPV as oral drops) at age 8, 16, and 24 weeks in one of three sequential schedules: IPV-bOPV-bOPV, IPV-IPV-bOPV, or IPV-IPV-IPV. We did the randomisation with blocks of 12 stratified by study site. All analyses were done in a masked manner. Co-primary outcomes were non-inferiority of the bOPV-containing schedules compared with the all-IPV schedule for seroconversion (within a 10% margin) and antibody titres (within two-thirds log2 titres) to poliovirus serotypes 1 and 3 at age 28 weeks, analysed in the per-protocol population. Secondary outcomes were seroconversion and titres to serotype 2 and faecal shedding for 4 weeks after a monovalent OPV type 2 challenge at age 28 weeks. Safety analyses were done in the intention-to-treat population. This trial is registered with ClinicalTrials.gov, number NCT01841671, and is closed to new participants.
Between April 25 and August 1, 2013, we assigned 570 infants to treatment: 190 to IPV-bOPV-bOPV, 192 to IPV-IPV-bOPV, and 188 to IPV-IPV-IPV. 564 (99%) were vaccinated and included in the intention-to-treat cohort, and 537 (94%) in the per-protocol analyses. In the IPV-bOPV-bOPV, IPV-IPV-bOPV, and IPV-IPV-IPV groups, respectively, the proportions of children with seroconversion to type 1 poliovirus were 166 (98·8%) of 168, 95% CI 95·8-99·7; 178 (100%), 97·9-100·0; and 175 (100%), 97·9-100·0. Proportions with seroconvsion to type 3 poliovirus were 163 (98·2%) of 166, 94·8-99·4; 177 (100%), 97·9-100·0, and 172 (98·9%) of 174, 95·9-99·7. Non-inferiority was thus shown for the bOPV-containing schedules compared with the all-IPV schedule, with no significant differences between groups. In the IPV-bOPV-bOPV, IPV-IPV-bOPV, and IPV-IPV-IPV groups, respectively, the proportions of children with seroprotective antibody titres to type 1 poliovirus were 168 (98·8%) of 170, 95% CI 95·8-99·7; 181 (100%), 97·9-100·0; and 177 (100%), 97·9-100·0. Proportions to type 3 poliovirus were 166 (98·2%) of 169, 94·9-99·4; 180 (100%), 97·9-100·0; and 174 (98·9%) of 176, 96·0-99·7. Non-inferiority comparisons could not be done for this outcome because median titres for the groups receiving OPV were greater than the assay's upper limit of detection (log2 titres >10·5). The proportions of children seroconverting to type 2 poliovirus in the IPV-bOPV-bOPV, IPV-IPV-bOPV, and IPV-IPV-IPV groups, respectively, were 130 (77·4%) of 168, 95% CI 70·5-83·0; 169 (96·0%) of 176, 92·0-98·0; and 175 (100%), 97·8-100. IPV-bOPV schedules resulted in almost a 0·3 log reduction of type 2 faecal shedding compared with the IPV-only schedule. No participants died during the trial; 81 serious adverse events were reported, of which one was thought to be possibly vaccine-related (intestinal intussusception).
Seroconversion rates against polioviruses types 1 and 3 were non-inferior in sequential schedules containing IPV and bOPV, compared with an all-IPV schedule, and proportions of infants with protective antibodies were high after all three schedules. One or two doses of bOPV after IPV boosted intestinal immunity for poliovirus type 2, suggesting possible cross protection. Additionally, there was evidence of humoral priming for type 2 from one dose of IPV. Our findings could give policy makers flexibility when choosing a vaccination schedule, especially when trying to eliminate vaccine-associated and vaccine-derived poliomyelitis.
Bill & Melinda Gates Foundation.",,,,2015-09-01,Pubmed_Chagas_Disease.csv
