NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT04753320,Unknown,RECRUITING,2021-05-05,"Progressive Supranuclear Palsy, Parkinson Disease, MSA - Multiple System Atrophy",No interventions listed,"Baltimore - United States, Boston - United States",2026-06,2021-02-15,2024-07-23,OBSERVATIONAL,Not Available,Massachusetts General Hospital,OTHER,alzheimer's
NCT04235374,Unknown,ACTIVE_NOT_RECRUITING,2020-10-19,"Dementia, Acute Medical Event, Hospitalization",FFC-AC-EIT,"Annapolis - United States, Baltimore - United States, Baltimore - United States, Baltimore - United States, Glen Burnie - United States, Perryville - United States, Towson - United States, Abington - United States, Lancaster - United States, Lansdale - United States, Philadelphia - United States, Philadelphia - United States, Philadelphia - United States, West Chester - United States",2025-05-31,2020-01-21,2025-01-14,INTERVENTIONAL,NA,"University of Maryland, Baltimore",OTHER,alzheimer's
NCT05887674,SIM-2,RECRUITING,2023-05-11,"Mild Cognitive Impairment, Mild Dementia","Diet intervention, Exercise, Cognitive training",Shanghai - China,2026-08-30,2023-06-05,2024-11-22,INTERVENTIONAL,NA,Ruijin Hospital,OTHER,alzheimer's
NCT04871074,Unknown,ACTIVE_NOT_RECRUITING,2018-11-18,Alzheimer Disease,"UCB-J, MRI Scan, PET Scan",Madison - United States,2023-10-17,2021-05-04,2024-11-07,INTERVENTIONAL,PHASE2,"University of Wisconsin, Madison",OTHER,alzheimer's
NCT02874820,I2PETPG,TERMINATED,2016-07,Alzheimer Disease,"[11C]BU99008, Idazoxan",London - United Kingdom,2017-03,2016-08-22,2020-08-27,INTERVENTIONAL,PHASE1,Imperial College London,OTHER,alzheimer's
NCT00000174,Unknown,COMPLETED,Unknown Date,"Alzheimer Disease, Cognition Disorders",Rivastigmine,"Peoria - United States, Orange - United States, Denver - United States, Ft. Lauderdale - United States, Miami - United States, Venice - United States, Indianapolis - United States, St. Louis - United States, Lakewood - United States, New York - United States, Durham - United States, Oklahoma City - United States, Philadelphia - United States, Dallas - United States, Seattle - United States",Unknown Date,1999-11-01,2005-06-24,INTERVENTIONAL,PHASE3,Novartis,INDUSTRY,alzheimer's
NCT03790774,Unknown,TERMINATED,2019-06-06,Alzheimer Disease,Neurofeedback,Portland - United States,2020-06-01,2019-01-02,2021-03-03,INTERVENTIONAL,NA,Oregon Health and Science University,OTHER,alzheimer's
NCT05233774,CLEARMIND,COMPLETED,2021-12-28,Mild Alzheimer's Disease,"Allogeneic MSC, Placebo","Aventura - United States, Delray Beach - United States, Doral - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Palmetto Bay - United States, Stuart - United States",2023-09-29,2022-02-10,2024-02-20,INTERVENTIONAL,PHASE2,Longeveron Inc.,INDUSTRY,alzheimer's
NCT01894620,rTMS,COMPLETED,2013-05,Alzheimer's Disease,"rTMS real-sham, rTMS sham-real","Winnipeg - Canada, Winnipeg - Canada",2014-05,2013-07-10,2021-02-24,INTERVENTIONAL,NA,Dr. Zahra Kazem-Moussavi,OTHER,alzheimer's
NCT06338774,BOOST,RECRUITING,2024-09-01,Physical Inactivity,"Cognitive training, Exercise","Iowa City - United States, Boston - United States",2027-05-01,2024-04-01,2024-11-26,INTERVENTIONAL,NA,University of Iowa,OTHER,alzheimer's
NCT03061474,NEAT,COMPLETED,2017-07-12,"Alzheimer's Disease, Mild Cognitive Impairment","Nicotinamide, Placebo Comparator","Irvine - United States, Los Angeles - United States",2022-08-30,2017-02-23,2023-10-17,INTERVENTIONAL,PHASE2,"University of California, Irvine",OTHER,alzheimer's
NCT01421420,ADCC,RECRUITING,2001-07,"Alzheimer's Disease, Mild Cognitive Impairment, Age-Related Memory Disorders",No interventions listed,Tucson - United States,2024-12,2011-08-22,2015-06-12,OBSERVATIONAL,Not Available,University of Arizona,OTHER,alzheimer's
NCT00829374,CONCERT,COMPLETED,2009-03,Alzheimer's Disease,"Dimebon, Dimebon, Placebo comparator","Phoenix - United States, Sun City - United States, Tucson - United States, Costa Mesa - United States, Encino - United States, Escondido - United States, Fresno - United States, Garden Grove - United States, La Jolla - United States, Los Alamitos - United States, Los Angeles - United States, Martinez - United States, Newport - United States, Paramount - United States, Pasadena - United States, San Diego - United States, San Francisco - United States, Boulder - United States, Denver - United States, New Haven - United States, Washington - United States, Deerfield Beach - United States, Delray Beach - United States, Jacksonville - United States, Miami - United States, Orlando - United States, Atlanta - United States, Honolulu - United States, Indianapolis - United States, Lexington - United States, Eaton - United States, Boston - United States, Ann Arbor - United States, Las Vegas - United States, Mt Arlington - United States, Princeton - United States, Albany - United States, Cedarhurst - United States, New York - United States, Rochester - United States, Durham - United States, Beachwood - United States, Toledo - United States, Jenkintown - United States, Norristown - United States, Providence - United States, Austin - United States, Houston - United States, San Antonio - United States, Charlottesville - United States, Seattle - United States, Middleton - United States, Newcastle - Australia, Sydney - Australia, Brisbane - Australia, Adelaide - Australia, Geelong - Australia, Melbourne - Australia, Perth - Australia, Antwerp - Belgium, Leuven - Belgium, Sint-Truiden - Belgium, Kuppio - Finland, Oulu - Finland, Turku - Finland, Bordeaux - France, Concert - France, Lille - France, Montpellier - France, Nice - France, Toulouse - France, Berlin - Germany, Bochum - Germany, Freiburg - Germany, Hattingen - Germany, Mannheim - Germany, Munich - Germany, Brescia - Italy, Florence - Italy, Genoa - Italy, Perugia - Italy, Rome - Italy, Christchurch - New Zealand, Auckland - New Zealand, Malmo - Sweden, Norrkoping - Sweden, Stockholm - Sweden, Brentford - United Kingdom, Rushden - United Kingdom, Glasgow - United Kingdom, Worthington - United Kingdom, Bath - United Kingdom, Blackpool - United Kingdom, Bradford - United Kingdom, Greater Manchester - United Kingdom, London - United Kingdom, Newcastle upon Tyne - United Kingdom, Norfolk - United Kingdom, Oxford - United Kingdom, Southampton - United Kingdom, Swindon - United Kingdom",2011-12,2009-01-27,2016-09-27,INTERVENTIONAL,PHASE3,"Medivation, Inc.",INDUSTRY,alzheimer's
NCT01254773,SUMMIT AD,COMPLETED,2010-12,Alzheimer's Disease,Experimental Bapineuzumab,"Tucson - United States, Tucson - United States, La Habra - United States, Lomita - United States, Long Beach - United States, Oceanside - United States, Pasadena - United States, Santa Monica - United States, Sherman Oaks - United States, Deerfield Beach - United States, Delray Beach - United States, Fort Meyers - United States, Miami Springs - United States, South Miami - United States, Atlanta - United States, Indianapolis - United States, Kansas City - United States, Lexington - United States, Plymouth - United States, Farmington Hills - United States, Creve Coeur - United States, St. Louis - United States, Latham - United States, Winston-Salem - United States, Dayton - United States, Portland - United States, Philadelphia - United States, Providence - United States",2013-01,2010-12-07,2014-05-09,INTERVENTIONAL,PHASE2,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",INDUSTRY,alzheimer's
NCT01661673,Unknown,COMPLETED,2012-11,"Mild Cognitive Impairment, Alzheimer's Disease","EVP-0962, Placebo",Glendale - United States,2013-10,2012-08-09,2014-01-13,INTERVENTIONAL,PHASE2,FORUM Pharmaceuticals Inc,INDUSTRY,alzheimer's
NCT05254873,Unknown,COMPLETED,2022-01-21,"Alzheimer's Dementia (AD), Family Caregivers",Long term follow-up,Monaco - Monaco,2022-04-11,2022-02-24,2023-12-15,OBSERVATIONAL,Not Available,Association de Recherche Bibliographique pour les Neurosciences,OTHER,alzheimer's
NCT00842673,Unknown,COMPLETED,2009-02,Alzheimer's Disease,"ST101, ST101, ST101, Placebo","Costa Mesa - United States, Redlands - United States, San Diego - United States, Walnut Creek - United States, Deerfield Beach - United States, Delray Beach - United States, Orlando - United States, West Palm Beach - United States, Indianapolis - United States, Shreveport - United States, Durham - United States, Toledo - United States, Jenkinton - United States, Wichita Falls - United States, Bennington - United States, Peterborough - Canada, Toronto - Canada, Montreal - Canada",2010-09,2009-02-12,2012-06-07,INTERVENTIONAL,PHASE2,"Sonexa Therapeutics, Inc.",INDUSTRY,alzheimer's
NCT00018473,Unknown,COMPLETED,1999-04,Alzheimer's Disease,No interventions listed,Bedford - United States,Unknown Date,2001-07-05,2009-01-21,OBSERVATIONAL,Not Available,US Department of Veterans Affairs,FED,alzheimer's
NCT01054976,Unknown,COMPLETED,2006-10,Alzheimer's Disease,Galantamine,No locations listed,2009-02,2010-01-22,2012-12-24,INTERVENTIONAL,PHASE4,"Janssen Korea, Ltd., Korea",INDUSTRY,alzheimer's
NCT02957227,Unknown,UNKNOWN,2016-07,Mild Cognitive Impairment,No intervention is part of this study but patients use an EEG device during observational data collection.,Jamaica Plain - United States,2023-07,2016-11-06,2022-09-10,OBSERVATIONAL,Not Available,VA Boston Healthcare System,FED,alzheimer's
NCT03277573,SAL-AD,UNKNOWN,2017-07-21,Alzheimer Disease,"Salsalate, Placebo","San Diego - United States, San Francisco - United States",2021-04-30,2017-09-11,2021-04-01,INTERVENTIONAL,PHASE1,Adam Boxer,OTHER,alzheimer's
NCT06335173,ALTITUDE-AD,ACTIVE_NOT_RECRUITING,2024-02-29,Alzheimer Disease,"sabirnetug, Placebo","Carlsbad - United States, Fullerton - United States, Irvine - United States, Long Beach - United States, Santa Ana - United States, Sherman Oaks - United States, New Haven - United States, Norwalk - United States, Washington - United States, Atlantis - United States, Bradenton - United States, Coral Gables - United States, Delray Beach - United States, Homestead - United States, Lady Lake - United States, Miami - United States, Naples - United States, Ocala - United States, Port Orange - United States, Stuart - United States, Tampa - United States, The Villages - United States, Wellington - United States, Winter Park - United States, Winter Park - United States, Columbus - United States, Decatur - United States, Decatur - United States, Savannah - United States, Northbrook - United States, Newton - United States, Hattiesburg - United States, Las Vegas - United States, Portsmouth - United States, Princeton - United States, Springfield - United States, Toms River - United States, Albuquerque - United States, Albany - United States, New York - United States, Matthews - United States, Cleveland - United States, Portland - United States, Abington - United States, Norristown - United States, East Providence - United States, Cordova - United States, Knoxville - United States, Austin - United States, Beaumont - United States, Dallas - United States, Kelowna - Canada, Ottawa - Canada, Peterborough - Canada, Toronto - Canada, Greenfield Park - Canada, Bordeaux - France, Bron - France, Marseille Cedex 05 - France, Montpellier - France, Paris - France, Paris - France, Rennes - France, Saint-Herblain - France, Strasbourg - France, Toulouse - France, Berlin - Germany, Chemnitz - Germany, Cologne - Germany, Homburg - Germany, Mannheim - Germany, Munich - Germany, Rostock - Germany, Westerstede - Germany, Sant Cugat Del Vallès - Spain, San Sebastián - Spain, Cuarte de Huerva - Spain, Barcelona - Spain, Cordoba - Spain, Getxo - Spain, Madrid - Spain, San Sebastian - Spain, Sevilla - Spain, Valencia - Spain, London - United Kingdom, London - United Kingdom, Rochdale - United Kingdom, Winchester - United Kingdom, Motherwell - United Kingdom, Preston - United Kingdom, Guildford - United Kingdom, Sheffield - United Kingdom, Bristol - United Kingdom",2026-10,2024-03-28,2024-12-19,INTERVENTIONAL,PHASE2,Acumen Pharmaceuticals,INDUSTRY,alzheimer's
NCT05478031,Unknown,TERMINATED,2022-06-07,Alzheimer Disease,"REM0046127 High Dose, REM0046127 Low Dose, Placebo","Amsterdam - Netherlands, Barcelona - Spain, Sevilla - Spain",2024-06-04,2022-07-28,2024-06-06,INTERVENTIONAL,PHASE2,reMYND,INDUSTRY,alzheimer's
NCT06874231,BRAINCONN,RECRUITING,2023-04-01,Alzheimer Disease,Neuroimaging,Stockholm - Sweden,2027-07-31,2025-03-13,2025-03-13,OBSERVATIONAL,Not Available,Karolinska Institutet,OTHER,alzheimer's
NCT00104273,Unknown,COMPLETED,2004-08,"Dementia, Alzheimer's Disease",Rasagiline,"Huntsville - United States, Huntsville - United States, Tucson - United States, Little Rock - United States, Berkeley - United States, Fresno - United States, Garden Grove - United States, San Francisco - United States, Santa Monica - United States, Denver - United States, West Palm Beach - United States, West Palm Beach - United States, Altanta - United States, Decatur - United States, Chicago - United States, Fort Wayne - United States, Lenexa - United States, Paducah - United States, New Orleans - United States, Boston - United States, Traverse City - United States, Piscataway - United States, Fargo - United States, Columbus - United States, Oklahoma City - United States, North Charleston - United States, Houston - United States, Houston - United States, Houston - United States, Gig Harbor - United States, Tacoma - United States, Ballarat - Australia, Cheltenham - Australia, Chermside - Australia, East Gosford - Australia, Heidelberg West - Australia, Hornsby - Australia, Kew - Australia, Nedlands - Australia, Woodville - Australia, Edmonton - Canada, Winnipeg - Canada, London - Canada, Peterborough - Canada, Toronto - Canada, Westdene - South Africa, Westdene - South Africa, Sandton - South Africa, Durban - South Africa, Johannesburg - South Africa, Oakdale - South Africa, Panorama - South Africa, Parktown - South Africa, Pinetown - South Africa, Plumstead - South Africa, Pretoria - South Africa, Pretoria - South Africa, Richard's Bay - South Africa",2007-03,2005-02-25,2009-07-15,INTERVENTIONAL,PHASE2,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,alzheimer's
NCT04044131,Unknown,COMPLETED,2019-12-02,"Alzheimer Disease, Parkinson Disease","Metabolic Cofactor Supplementation, Sorbitol","Antalya - Turkey, Istanbul - Turkey",2021-03-15,2019-08-05,2022-08-08,INTERVENTIONAL,PHASE2,Istanbul Medipol University Hospital,OTHER,alzheimer's
NCT02380573,MB2,COMPLETED,2015-07,"Mild Cognitive Impairment, MCI, Aging, Alzheimer's Disease, AD","Methylene Blue, FD&C Blue # 2, Phenazopyridine hydrochloride",San Antonio - United States,2022-04-21,2015-03-05,2024-09-19,INTERVENTIONAL,PHASE2,The University of Texas Health Science Center at San Antonio,OTHER,alzheimer's
NCT00096473,Unknown,COMPLETED,2001-01,"Alzheimer's Disease, Dementia",Donepezil hydrochloride,"Northport - United States, Phoenix - United States, Sun City - United States, Tucson - United States, San Francisco - United States, Santa Monica - United States, Torrance - United States, Denver - United States, Ft. Lauderdale - United States, Ft. Myers - United States, North Miami - United States, St. Petersburg - United States, Atlanta - United States, Chicago - United States, New Orleans - United States, Springfield - United States, Long Branch - United States, Piscataway - United States, New Hyde Park - United States, Greenville - United States, Raleigh - United States, Centerville - United States, Oklahoma City - United States, Medford - United States, Portland - United States, Jenkintown - United States, Austin - United States, Houston - United States, Randwick - Australia, Brisbane - Australia, Woodville South - Australia, Heidelberg West - Australia, Nedlands - Australia, Toronto - Canada, Paris - France, Belfast - Ireland, St. Leonards on Sea - United Kingdom, West End - United Kingdom, Swindon - United Kingdom, Bath - United Kingdom, Blackpool - United Kingdom, Bradford - United Kingdom",2005-06,2004-11-10,2011-04-01,INTERVENTIONAL,PHASE3,Eisai Inc.,INDUSTRY,alzheimer's
NCT05452031,Unknown,RECRUITING,2022-11-09,Sleep,"Care2Sleep, Sleep Education","La Jolla - United States, Los Angeles - United States, Los Angeles - United States",2027-05-31,2022-07-11,2024-03-01,INTERVENTIONAL,NA,"University of California, Los Angeles",OTHER,alzheimer's
NCT01539031,Unknown,COMPLETED,2012-03,Alzheimer's Type Dementia,"E2020, E2020","Anjo - Japan, Obu - Japan, Toyoake - Japan, Chikushi - Japan, Kitakyushu - Japan, Fukuoka - Japan, Miyoshi - Japan, Otake - Japan, Amagasaki - Japan, Himeji - Japan, Morioka - Japan, Kida - Japan, Takamatsu - Japan, Kawasaki - Japan, Sagamihara - Japan, Yokohama - Japan, Yokosuka - Japan, Maizuru - Japan, Nagasaki - Japan, Sendai - Japan, Kitamorokata - Japan, Ina - Japan, Nagaoka - Japan, Kurashiki - Japan, Ibaraki - Japan, Ikeda - Japan, Sakai - Japan, Sennan - Japan, Takatsuki - Japan, Age - Japan, Iruma - Japan, Kasukabe - Japan, Tokorozawa - Japan, Fuji - Japan, Izunokuni - Japan, Anan - Japan, Bunkyo-ku - Japan, Kodaira - Japan, Koto - Japan, Ota-ku - Japan, Setagaya - Japan, Suginami - Japan, Akita - Japan, Chiba - Japan, Fukuoka - Japan, Hiroshima - Japan, Iwate - Japan, Kagoshima - Japan, Kochi - Japan, Kyoto - Japan, Nara - Japan, Osaka - Japan, Saitama - Japan, Tokushima - Japan",2015-01,2012-02-27,2023-06-18,INTERVENTIONAL,PHASE3,"Eisai Co., Ltd.",INDUSTRY,alzheimer's
NCT03503331,PiB ADC,RECRUITING,2018-04-20,Alzheimer Disease,[C-11]PiB-PET/MRI,Birmingham - United States,2026-04-01,2018-04-19,2024-10-15,INTERVENTIONAL,PHASE2,University of Alabama at Birmingham,OTHER,alzheimer's
NCT06159673,Unknown,RECRUITING,2023-11-14,Alzheimer's Disease Psychosis,"ACP-204, Placebo","Anaheim - United States, Costa Mesa - United States, Fresno - United States, Garden Grove - United States, Daytona Beach - United States, Hialeah - United States, Hialeah - United States, Miami Beach - United States, Miami Lakes - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, West Palm Beach - United States, Elgin - United States, Rochester Hills - United States, Lincoln - United States, Amherst - United States, Bronx - United States, Rochester - United States, Beachwood - United States, Centerville - United States, Abington - United States, Houston - United States, Houston - United States, Houston - United States, Houston - United States, Stafford - United States, Webster - United States, Brasília - Brazil, Curitiba - Brazil, Curitiba - Brazil, Passo Fundo - Brazil, Porto Alegre - Brazil, Porto Alegre - Brazil, Rio De Janeiro - Brazil, São Paulo - Brazil, São Paulo - Brazil, São Paulo - Brazil, Cherven Bryag - Bulgaria, Kardzhali - Bulgaria, Pazardzhik - Bulgaria, Pleven - Bulgaria, Plovdiv - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Sofia - Bulgaria, Stara Zagora - Bulgaria, Antofagasta - Chile, Santiago - Chile, Santiago - Chile, Santiago - Chile, Kladno - Czechia, Praha - Czechia, Brno - Czechia, Choceň - Czechia, Praha 10 - Czechia, Praha 6 - Czechia, Praha 8 - Czechia, Rychnov Nad Kněžnou - Czechia, Bron - France, Colmar - France, Lyon - France, Paris - France, Paris - France, Toulouse CEDEX 9 - France, Toulouse - France, Tours Cedex 9 - France, Vandœuvre-lès-Nancy - France, Brescia - Italy, Isernia - Italy, Milano - Italy, Roma - Italy, Roma - Italy, Roma - Italy, Salerno - Italy, Torino - Italy, Tricase - Italy, Incheon - Korea, Republic of, Incheon - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Monterrey - Mexico, Coahuila - Mexico, Estado De Mexico - Mexico, San Luis Potosí - Mexico, Sinaloa - Mexico, Belgrade - Serbia, Belgrade - Serbia, Belgrade - Serbia, Kovin - Serbia, Kragujevac - Serbia, Kragujevac - Serbia, Kragujevac - Serbia, Niš - Serbia, Novi Kneževac - Serbia, Sombor - Serbia, Valjevo - Serbia, Sevilla - Spain, Zamora - Spain, Kaohsiung City - Taiwan, Kaohsiung - Taiwan, New Taipei City - Taiwan, Tainan - Taiwan, Taipei - Taiwan",2028-01,2023-12-07,2025-03-12,INTERVENTIONAL,PHASE3,ACADIA Pharmaceuticals Inc.,INDUSTRY,alzheimer's
NCT06384573,DIAN-TU,RECRUITING,2024-06-10,"Alzheimer's Disease, Dementia, Alzheimer's Disease, Familial",lecanemab,"Birmingham - United States, Indianapolis - United States, Saint Louis - United States, Seattle - United States, Randwick - Australia, London - United Kingdom",2029-11,2024-04-25,2024-07-03,INTERVENTIONAL,PHASE3,Washington University School of Medicine,OTHER,alzheimer's
NCT00000173,Unknown,COMPLETED,1999-03,Alzheimer Disease,"Donepezil, Vitamin E","Phoenix - United States, Tucson - United States, Irvine - United States, Los Angeles - United States, Los Angeles - United States, Martinez - United States, Sacramento - United States, San Diego - United States, San Diego - United States, San Francisco - United States, New Haven - United States, Boca Raton - United States, Ft. Lauderdale - United States, Jacksonville - United States, Miami Beach - United States, Miami Beach - United States, Port Charlotte - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Augusta - United States, Chicago - United States, Chicago - United States, Springfield - United States, Indianapolis - United States, Kansas City - United States, Lexington - United States, Baltimore - United States, Boston - United States, Ann Arbor - United States, Minneapolis - United States, Rochester - United States, St. Louis - United States, Las Vegas - United States, Lebanon - United States, Lakehurst - United States, Princeton - United States, Summit - United States, Toms River - United States, West Long Branch - United States, Albuquerque - United States, Brooklyn - United States, New York - United States, New York - United States, New York - United States, Orangeburg - United States, Rochester - United States, Stony Brook - United States, White Plains - United States, Durham - United States, Cleveland - United States, Portland - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Pawtucket - United States, North Charleston - United States, Nashville - United States, Houston - United States, Bennington - United States, Burlington - United States, Seattle - United States, Marshfield - United States, Calgary - Canada, Vancouver - Canada, Fredericton - Canada, Halifax - Canada, London - Canada, Ottawa - Canada, Toronto - Canada, Montreal - Canada, Verdun - Canada",2004-01,1999-11-01,2009-12-11,INTERVENTIONAL,PHASE3,National Institute on Aging (NIA),NIH,alzheimer's
NCT06473220,Unknown,COMPLETED,2022-10-01,"Alzheimer Disease, Narrative, Depression, Anxiety",Narrative nursing,Nanjing - China,2023-10-01,2024-06-25,2024-06-25,INTERVENTIONAL,NA,Nanjing Medical University,OTHER,alzheimer's
NCT02817074,MIND,COMPLETED,2017-01,"Cognitive Decline, Dementia, Alzheimer Disease, Vascular Dementia","MIND Diet, Mild Weight Loss","Chicago - United States, Boston - United States",2021-06-30,2016-06-29,2022-03-23,INTERVENTIONAL,NA,Rush University Medical Center,OTHER,alzheimer's
NCT01492374,Unknown,COMPLETED,2012-02,Alzheimer's Disease,"BMS-241027, BMS-241027, BMS-241027, Placebo matching BMS-241027","Anaheim - United States, Long Beach - United States, San Francisco - United States, Boulder - United States, Fairfield - United States, Orlando - United States, Palm Beach Gardens - United States, Elk Grove Village - United States, Boston - United States, East Lansing - United States, Columbus - United States, Jenkintown - United States, Philadelphia - United States, Philadelphia - United States, Salt Lake City - United States, London - Canada, Toronto - Canada, Greenfield Park - Canada, Toulouse - France, Lille Cedex - France, Paris - France, Berlin - Germany, Heidelberg - Germany, Stockholm - Sweden",2013-10,2011-12-15,2014-07-24,INTERVENTIONAL,PHASE1,Bristol-Myers Squibb,INDUSTRY,alzheimer's
NCT00236574,Unknown,COMPLETED,2001-05,"Dementia, Alzheimer Disease",Galantamine hydrobromide,No locations listed,Unknown Date,2005-10-12,2011-06-08,INTERVENTIONAL,PHASE3,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,alzheimer's
NCT00649220,MemAP,TERMINATED,2008-07,Alzheimer's Disease,Memantine,Krefeld - Germany,2009-05,2008-04-01,2011-09-26,INTERVENTIONAL,PHASE4,Merz Pharmaceuticals GmbH,INDUSTRY,alzheimer's
NCT01559220,Unknown,COMPLETED,2012-03,Alzheimer's Disease,Deep Brain Stimulation,Columbus - United States,2016-01,2012-03-21,2017-03-30,INTERVENTIONAL,NA,"Ali Rezai, MD",OTHER,alzheimer's
NCT00420420,Unknown,COMPLETED,2006-11,Alzheimer's Disease,"MK0249, Comparator: Placebo (unspecified)",No locations listed,2008-08,2007-01-11,2015-02-12,INTERVENTIONAL,PHASE2,Merck Sharp & Dohme LLC,INDUSTRY,alzheimer's
NCT00481520,Unknown,COMPLETED,2007-06,Alzheimer Disease,"SAM-531, placebo","Delray Beach - United States, Hallandale - United States, St. Petersburg - United States, Atlanta - United States, Long Branch - United States, New York - United States, Bennington - United States",2008-01,2007-06-01,2009-09-30,INTERVENTIONAL,PHASE2,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY,alzheimer's
NCT05733520,I-CARE 2,RECRUITING,2023-05-30,"Caregiver Burden, Alzheimer Disease","Brain CareNotes, Dementia Guide Expert","Indianapolis - United States, Indianapolis - United States",2027-07-30,2023-02-17,2024-07-16,INTERVENTIONAL,NA,Indiana University,OTHER,alzheimer's
NCT03255720,Unknown,UNKNOWN,2017-09-29,Alzheimer Dementia,No interventions listed,No locations listed,2022-12-01,2017-08-21,2017-09-26,OBSERVATIONAL,Not Available,Assiut University,OTHER,alzheimer's
NCT04693520,Unknown,ACTIVE_NOT_RECRUITING,2020-09-30,Early Alzheimer's Disease,ALZ-801,"Brno - Czechia, Prague - Czechia, Rychnov Nad Kněžnou - Czechia, Amsterdam - Netherlands, Den Bosch - Netherlands, Zwolle - Netherlands",2023-08-31,2021-01-05,2024-02-01,INTERVENTIONAL,PHASE2,Alzheon Inc.,INDUSTRY,alzheimer's
NCT01089582,QUEST,COMPLETED,2007-11,Alzheimer Disease,No intervention,"Alexandroupolis - Greece, Arta - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Athens - Greece, Chaidari - Greece, Crete - Greece, Crete - Greece, Giannitsa - Greece, Ioannina - Greece, Ioannina - Greece, Katerini - Greece, Kavala - Greece, Patra - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Thessaloniki - Greece, Tripoli - Greece",2009-07,2010-03-18,2011-04-28,OBSERVATIONAL,Not Available,Pfizer,INDUSTRY,alzheimer's
NCT02646982,CEDAR,COMPLETED,2016-06-30,Mild Cognitive Impairment,"Placebo, Candesartan","Atlanta - United States, Atlanta - United States",2020-08-17,2016-01-06,2022-12-01,INTERVENTIONAL,PHASE2,Emory University,OTHER,alzheimer's
NCT06669182,Unknown,RECRUITING,2025-01-07,"Alzheimer Disease, Transcranial Magnetic Stimulation, Cerebellum",Intermittent Theta-Burst Transcranial Magnetic Stimulation,"Xian - China, Xian - China",2026-03-10,2024-11-01,2025-01-09,INTERVENTIONAL,NA,Xijing Hospital,OTHER,alzheimer's
NCT05721482,MIM-DASH,ACTIVE_NOT_RECRUITING,2023-01-17,"Hypertension, Stress, Psychological",Caregiver Training,Columbus - United States,2024-09-15,2023-02-10,2025-02-12,INTERVENTIONAL,NA,Ohio State University,OTHER,alzheimer's
NCT06708182,SAGE LEAF 2,NOT_YET_RECRUITING,2025-06,"Caregiving Stress, Caregiver Burden",SAGE LEAF Positive Emotion Skills Course,Chicago - United States,2026-06,2024-11-27,2025-01-09,INTERVENTIONAL,NA,Northwestern University,OTHER,alzheimer's
NCT00100282,Unknown,COMPLETED,2003-05,Alzheimer's Disease,PPI-1019 (APAN),"Orange - United States, Princeton - United States",Unknown Date,2004-12-28,2006-09-19,INTERVENTIONAL,PHASE1,PRAECIS Pharmaceuticals Inc.,INDUSTRY,alzheimer's
NCT00750282,Unknown,COMPLETED,2008-08,"Alzheimer Disease, Amyloid Beta-Protein",Florbetaben (BAY94-9172),"Sun City - United States, Stanford - United States, New Haven - United States, Bronx - United States, New York - United States, New York - United States, Providence - United States, Westmead - Australia, Adelaide - Australia, Heidelberg - Australia, Erlangen - Germany, München - Germany, München - Germany, Essen - Germany, Jülich - Germany, Münster - Germany, Dresden - Germany, Leipzig - Germany, Berlin - Germany, Kobe - Japan, Kobe - Japan, Bunkyo-ku - Japan, Zürich - Switzerland",2010-11,2008-09-10,2014-07-24,INTERVENTIONAL,PHASE2,Life Molecular Imaging SA,INDUSTRY,alzheimer's
NCT02351882,Unknown,COMPLETED,2015-01,"Alzheimer Disease, Agitation, Weight Loss, Pain, Oxidative Stress","Nabilone, Placebo",Toronto - Canada,2018-01,2015-01-30,2020-06-25,INTERVENTIONAL,PHASE3,Sunnybrook Health Sciences Centre,OTHER,alzheimer's
NCT00329082,Unknown,COMPLETED,2006-05,Alzheimer's Disease,"LY2062430, Placebo","New Haven - United States, Washington - United States, Indianapolis - United States, St Louis - United States, Rochester - United States, Philadelphia - United States",2008-05,2006-05-24,2009-10-07,INTERVENTIONAL,PHASE2,Eli Lilly and Company,INDUSTRY,alzheimer's
