pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,publication_date,category
28240571,TB Alliance regimen development for multidrug-resistant tuberculosis.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"The recent approval of new tuberculosis (TB) drugs raises hope for new and more effective anti-tuberculosis treatment regimens. The Global Alliance for TB Drug Development (TB Alliance) is committed to ensuring that new anti-tuberculosis drugs fulfill the needs of patients, their families and the local health services that serve the communities. Here we present highlights of the TB Alliance's pipeline of regimen development, with novel regimens for patients with drug-susceptible, multidrug-resistant and extensively drug-resistant TB. The ongoing clinical trials (STAND, NC-005, Nix-TB and LIN-CL001) are outlined and their rationale and goals presented.",,,,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240570,Delamanid in the treatment of multidrug-resistant tuberculosis.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"Otsuka has been engaged in anti-tuberculosis drug development efforts for over 30 years, and is the leading private sector funder of tuberculosis (TB) research and development. Delamanid (DLM), discovered by Otsuka's scientists, has been shown to provide benefit with respect to short-term surrogate markers and long-term treatment outcomes, and it has received regulatory approval for treatment of adult pulmonary multidrug-resistant TB (MDR-TB) as one of only two new anti-tuberculosis drugs in the last 40 years. Lack of drug-drug interactions with major antiretrovirals and efficacy against MDR-TB allow DLM's applicability in a wide range of MDR-TB patients. Current and future efforts are focused on replacing less safe and less efficacious second-line drugs with DLM, its contribution to all-oral and/or shortened treatment regimens, and, ultimately, inclusion in a pan-TB regimen. This manuscript provides a brief review of DLM.",,,,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240569,Selected questions and controversies about bedaquiline: a view from the field.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"Although there has been a slow decline in tuberculosis (TB) incidence worldwide, the prevalence of drug-resistant TB in most high-burden countries has increased. Drug-resistant TB is associated with high mortality, is a threat to health care workers in TB-endemic countries and is prohibitively costly, which diverts resources away from drug-susceptible cases. Amplification of resistance means that there is an increasing proportion of patients with multidrug-resistant TB who have extensively drug-resistant TB (XDR-TB) or are programmatically untreatable. Thus, new treatment options are urgently needed. Bedaquiline (BDQ) is the first new drug specifically developed for TB to be licensed for use in almost 40 years. BDQ has sterilising activity and also shows promise as a component of new treatment-shortening regimens for drug-susceptible TB. Here we review insights from the field into the use of BDQ, issues relevant to the practising clinician, implications for the selection for antiretroviral therapy, pharmacokinetic issues relevant to clinical practice and implications for combination therapy. Given the increasing prevalence of resistance beyond XDR-TB, we also discuss how the development of resistance to BDQ can be minimised.",,,,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240568,(Re)moving the needle: prospects for all-oral treatment for multidrug-resistant tuberculosis.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"Currently recommended regimens for multidrug-resistant tuberculosis (MDR-TB) contain painful daily injections and are unsuccessful in approximately half of patients. Removal of the injectable agent to fashion all-oral regimens could transform MDR-TB treatment and access to care.
To explore evidence for all-oral treatment regimens.
We review evidence on drugs that could be included in injection-free MDR-TB regimens. The oral drugs considered have an indication for or are recommended for off-label use for TB or MDR-TB, and have demonstrated bactericidal activity. Drugs with weak bactericidal activity should have limited prior population exposure and evidence of effectiveness in MDR-TB regimens.
Bedaquiline, delamanid, and linezolid all display strong bactericidal activity, while clofazimine has weak bactericidal activity. They all have limited prior population exposure and demonstrated effectiveness in MDR-TB regimens. Despite widespread exposure to pyrazinamide and late-generation fluoroquinolones in the population, all are bactericidal and have shown great value when included in treatment regimens for MDR-TB.
The evidence supports the use of all-oral regimens comprising new and existing drugs for MDR-TB treatment. Existing evidence of bactericidal activity and efficacy for these drugs provides a convincing argument for transitioning MDR-TB treatment towards all-oral regimens. These new regimens could mitigate the delivery, cost, and adherence challenges inherent to the current standard.",,"Bedaquiline, delamanid, and linezolid all display strong bactericidal activity, while clofazimine has weak bactericidal activity. They all have limited prior population exposure and demonstrated effectiveness in MDR-TB regimens. Despite widespread exposure to pyrazinamide and late-generation fluoroquinolones in the population, all are bactericidal and have shown great value when included in treatment regimens for MDR-TB.","The evidence supports the use of all-oral regimens comprising new and existing drugs for MDR-TB treatment. Existing evidence of bactericidal activity and efficacy for these drugs provides a convincing argument for transitioning MDR-TB treatment towards all-oral regimens. These new regimens could mitigate the delivery, cost, and adherence challenges inherent to the current standard.",2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240567,Methods for selecting regimen duration to prevent relapse in drug-susceptible and drug-resistant TB.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"Predicting the required duration of treatment necessary to yield an acceptable risk of recurrence is a key question facing Phase III trials in both drug-susceptible (DS) and multidrug-resistant tuberculosis (MDR-TB). Data on treatment duration from animal models are increasingly a focus of such studies, but they have not been calibrated against human clinical trials and are lacking in MDR-TB. Empirical meta-regression models based on clinical trials in DS-TB suggest that early bacteriological results and treatment duration may have value in predicting relapse, and have been prospectively validated against the results of three large randomised controlled trials in DS-TB. While few trials have been conducted in MDR-TB to date, and observational cohort data should be interpreted carefully due to bias and confounding, these models also appeared to perform well in two recent cohort studies of MDR-TB. Applying these insights in practice may require innovations in clinical trial design, such as more extensive selection, adaptation and use of multiple durations during Phases II and III. While several studies have identified important individual level prognostic variables that could improve the accuracy of relapse prediction, attempts to stratify treatment duration for individual patients based on these factors have so far met with limited success.",,,,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240566,Bayesian adaptive randomization in a clinical trial to identify new regimens for MDR-TB: the endTB trial.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"Evidence-based optimization of treatment for multidrug-resistant tuberculosis (MDR-TB), including integration of new drugs, is urgent. Such optimization would benefit from efficient trial designs requiring fewer patients. Implementation of such innovative designs could accelerate improvements in and access to MDR-TB treatment.
To describe the application, advantages, and challenges of Bayesian adaptive randomization in a Phase III non-inferiority trial of MDR-TB treatment.
endTB is the first Phase III non-inferiority trial of MDR-TB treatment to use Bayesian adaptive randomization.
We present a simulation study with assumptions for treatment response at 8, 39, and 73 weeks after randomization, on which sample size calculations are based. We show differences between Bayesian adaptive randomization and balanced randomization designs in sample size and number of patients exposed to ineffective regimens.
With 750 participants, 27% fewer than required by balanced randomization, the study had 80% power to detect up to two (of five) novel treatment regimens that are non-inferior (margin 12%) to the control (70% estimated efficacy) at 73 weeks post randomization. Comparing Bayesian adaptive randomization to balanced randomization, up to 25% more participants would receive non-inferior regimens.
Bayesian adaptive randomization may expose fewer participants to ineffective treatments and enhance the efficiency of MDR-TB treatment trials.",,"With 750 participants, 27% fewer than required by balanced randomization, the study had 80% power to detect up to two (of five) novel treatment regimens that are non-inferior (margin 12%) to the control (70% estimated efficacy) at 73 weeks post randomization. Comparing Bayesian adaptive randomization to balanced randomization, up to 25% more participants would receive non-inferior regimens.",Bayesian adaptive randomization may expose fewer participants to ineffective treatments and enhance the efficiency of MDR-TB treatment trials.,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240565,Methodological considerations in clinical trials for new MDR-TB treatment regimens.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"In contrast to the treatment of drug-susceptible tuberculosis (TB), the evidence base underpinning global guidelines for the treatment of multidrug-resistant (MDR) TB is very poor. This, combined with the lack of experience from previous trials and the nature of the disease, means that a number of methodological aspects are specific only to trials for new MDR-TB regimens. These aspects include the weight of evidence required to change policy and practice, the flexibility to make adaptations to an ongoing trial, the choice of patient population, the importance of internal control, the duration and frequency of follow-up, and safety monitoring of novel combinations of new and repurposed drugs.",,,,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28240564,Optimizing MDR-TB clinical trials: insights from the first global MDR-TB Clinical Trials Landscape Meeting.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,,,,,2017-02-28,Pubmed_Drug_Resistant_Tuberculosis.csv
28237037,The effect size of type 2 diabetes mellitus on tuberculosis drug resistance and adverse treatment outcomes.,"Effect, Size, Tuberculosis, Type 2 diabetes mellitus","Tuberculosis (Edinburgh, Scotland)","To evaluate the effect size of type 2 diabetes mellitus (T2DM) on tuberculosis (TB) treatment outcomes and multi drug resistance (MDR).
A cohort with 507 individuals with diagnosed TB included 183 with coexistence of T2DM and TB (TB-T2DM). Participants were identified at the time of TB diagnosis and followed during the course of TB treatment. Then we computed relative risks and adjustments by Cox proportional hazards for outcome variables (drug resistance, death, relapse, treatment failure), and the size of their effect as Cohen's-d.
Patients with TB-T2DM were more likely to remain positive for acid-fast bacilli after two months of anti-TB treatment RR = [2.01 (95% CI: 1.3, 3.1)], to have drug resistant (DR) [OR 3.5 (95% CI: 1.8, 6.7)] and multi-drug resistant (MDR) TB [OR 3.5 (95% CI: 1.8, 7.1)]. The Cohen's-d for DR or MDR in T2DM was 0.69 when compared with non-DM subjects. The T2DM patients had higher odds of resistance to isoniazid (OR 3.9, 95% CI: 2.01, 7.9), rifampicin (OR 3.4, 95% CI: 1.6, 7.2) and pyrazinamide (OR 9.4, 95% CI: 2.8, 25.6), and their effect sizes were ≥0.67. Patients with TB-T2DM (versus no DM) were more likely to present with MDR TB (HR 3.1; 95% CI: 1.7, 5.8; p < 0.001), treatment failure (HR 2.04; 95% CI: 1.07, 3.8; p = 0.02) and relapse (HR 1.86; 95% CI: 1.09, 3.1; p = 0.02), with effect size ≥0.34.
T2DM showed a substantial contribution to the presence of DR or MDR-TB and to adverse clinical outcomes during and after TB treatment. Our findings support the importance for routine screening of T2DM among newly-diagnosed TB patients in order to stratify them for immediate DR assessment, and highlight the need for clinical trials to evaluate variations to the standard TB treatment in TB-T2DM to prevent adverse treatment outcomes.",,"Patients with TB-T2DM were more likely to remain positive for acid-fast bacilli after two months of anti-TB treatment RR = [2.01 (95% CI: 1.3, 3.1)], to have drug resistant (DR) [OR 3.5 (95% CI: 1.8, 6.7)] and multi-drug resistant (MDR) TB [OR 3.5 (95% CI: 1.8, 7.1)]. The Cohen's-d for DR or MDR in T2DM was 0.69 when compared with non-DM subjects. The T2DM patients had higher odds of resistance to isoniazid (OR 3.9, 95% CI: 2.01, 7.9), rifampicin (OR 3.4, 95% CI: 1.6, 7.2) and pyrazinamide (OR 9.4, 95% CI: 2.8, 25.6), and their effect sizes were ≥0.67. Patients with TB-T2DM (versus no DM) were more likely to present with MDR TB (HR 3.1; 95% CI: 1.7, 5.8; p < 0.001), treatment failure (HR 2.04; 95% CI: 1.07, 3.8; p = 0.02) and relapse (HR 1.86; 95% CI: 1.09, 3.1; p = 0.02), with effect size ≥0.34.","T2DM showed a substantial contribution to the presence of DR or MDR-TB and to adverse clinical outcomes during and after TB treatment. Our findings support the importance for routine screening of T2DM among newly-diagnosed TB patients in order to stratify them for immediate DR assessment, and highlight the need for clinical trials to evaluate variations to the standard TB treatment in TB-T2DM to prevent adverse treatment outcomes.",2017-02-27,Pubmed_Drug_Resistant_Tuberculosis.csv
28225334,The tuberculosis taboo.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,"The treatment of latent tuberculous infection (TBI) is a productive and meaningful approach to tuberculosis (TB) control, and an important component of the World Health Organization's (WHO's) new End TB Strategy, especially in high-risk contacts. Unfortunately, although recognized and recommended by the WHO, it continues to be underutilized, and has even been ignored for decades in some high-risk groups, as though it were a taboo. Historical approaches to treating TBI in contacts of drug-susceptible and drug-resistant TB are presented and discussed as compelling experiences. In the United States, the Centers for Disease Control and Prevention have recently shown that a directly observed or even self-administered 12-month regimen to treat TBI with once-weekly isoniazid (INH) and rifapentine is as effective as 9 months of daily INH. Treating TBI in drug-susceptible cases and their contacts should not still be considered taboo-such a short, effective regimen is more akin to the Holy Grail. While not yet confirmed in a clinical trial, treating contacts of drug-resistant TB with the same drugs that are effective in the source case would be expected intuitively and practically to prevent TB in contacts and should be introduced now instead of waiting until clinical trials are completed.",,,,2017-02-23,Pubmed_Drug_Resistant_Tuberculosis.csv
28225333,Why do clinical trials of Xpert® MTB/RIF fail to show an effect on patient relevant outcomes?,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,,,,,2017-02-23,Pubmed_Drug_Resistant_Tuberculosis.csv
28209851,Easier cure for resistant TB.,,"Science (New York, N.Y.)",,,,,2017-02-18,Pubmed_Drug_Resistant_Tuberculosis.csv
28198919,Natural Compounds from Mexican Medicinal Plants as Potential Drug Leads for Anti-Tuberculosis Drugs.,,Anais da Academia Brasileira de Ciencias,"In Mexican Traditional Medicine 187 plant species are used in the treatment of respiratory conditions that may be associated with tuberculosis. In this contribution, we review the ethnobotany, chemistry and pharmacology of 63 species whose extracts have been assayed for antimycobacterial activity in vitro. Among these, the most potent is Aristolochia brevipes (MIC= 12.5 µg/mL), followed by Aristolochia taliscana, Citrus sinensis, Chrysactinia mexicana, Persea americana, and Olea europaea (MIC<64 µg/mL). Other potent extracts (inhibition > 95%, 50 µg/mL) include: Amphipterygium adstringens, Larrea divaricata, and Phoradendron robinsoni. Several active compounds have been identified, the most potent are: Licarin A (isolated from A. taliscana), and 9-amino-9-methoxy-3,4-dihydro-2H-benzo[h]-chromen-2-one (transformation product of 9-methoxytariacuripyrone isolated from Aristolochia brevipes), both with MIC= 3.125 µg/mL, that is 8-fold less potent than the reference drug Rifampicin (MIC= 0.5 µg/mL). Any of the compounds or extracts here reviewed has been studied in clinical trials or with animal models; however, these should be accomplished since several are active against strains resistant to common drugs.",,,,2017-02-16,Pubmed_Drug_Resistant_Tuberculosis.csv
28193240,"Substitution of ethambutol with linezolid during the intensive phase of treatment of pulmonary tuberculosis: study protocol for a prospective, multicenter, randomized, open-label, phase II trial.","Ethambutol, Linezolid, Multicenter, Randomized trial, Tuberculosis",Trials,"Linezolid, an oxazolidinone, substantially improves treatment outcomes of multidrug-resistant tuberculosis and extensively drug-resistant tuberculosis. We started a trial to test whether the use of linezolid instead of ethambutol could increase the rate of sputum culture conversion as of 8 weeks of treatment in patients with drug-susceptible tuberculosis.
This is a phase II, multicenter, randomized study with three arms. We are enrolling patients with pulmonary tuberculosis without rifampicin resistance screened by the Xpert MTB/RIF® assay. The standard treatment arm uses isoniazid (6 months), rifampicin (6 months), pyrazinamide (2 months), and ethambutol (2 months). Experimental arm 1 uses linezolid (600 mg/day) for 4 weeks instead of ethambutol. Experimental arm 2 uses linezolid (600 mg/day) for 2 weeks instead of ethambutol. The primary outcome is the sputum culture conversion rate on liquid media after 2 months of treatment. Secondary outcomes include the sputum culture conversion rate on solid media after 2 months of treatment, time to sputum culture conversion on liquid and solid media, cure rate, and treatment success rate. The frequencies of total adverse events (AEs) and serious AEs will be described and documented. Based on an α = 0.05 level of significance, a power of 85%, a 15% difference in the culture conversion rate after 2 months between the control arm and experimental arm 1 (75% vs. 90%), a 10% default (loss to follow-up) rate, and a 10% culture failure, the required number per arm was calculated to be 143 (429 in total).
This trial will reveal the effectiveness and safety of 2 or 4 weeks of use of linezolid instead of ethambutol for patients with drug-susceptible pulmonary tuberculosis. If a new regimen including linezolid shows a higher culture conversion rate by week 8, and is safe, it could be tested as a 4-month antituberculosis treatment regimen in the future.
ClincalTrials.gov, NCT01994460 . Registered on 13 November 2013.",,,,2017-02-15,Pubmed_Drug_Resistant_Tuberculosis.csv
28182570,Long-term outcome and safety of prolonged bedaquiline treatment for multidrug-resistant tuberculosis.,,The European respiratory journal,"Bedaquiline, a recently approved drug for the treatment of multidrug-resistant tuberculosis (MDR-TB), is recommended for a duration of 24 weeks. There are scarce data on patients treated with this drug outside clinical trials.All MDR-TB patients who started treatment from January 1, 2011 to December 31, 2013 and received ≥30 days of bedaquiline were included in a multicentre observational cohort.Among 45 MDR-TB patients, 53% harboured isolates resistant to both fluoroquinolones and second-line injectables, and 38% harboured isolates resistant to one of these drug classes. Median bedaquiline treatment duration was 361 days and 33 patients (73%) received prolonged (>190 days) bedaquiline treatment. Overall, 36 patients (80%) had favourable outcome, five were lost to follow-up, three died, and one failed and acquired bedaquiline resistance. No cases of recurrence were reported. Severe and serious adverse events were recorded in 60% and 18% of patients, respectively. Values of Fridericia-corrected QT interval (QTcF) >500 ms were recorded in 11% of patients, but neither arrhythmias nor symptomatic cardiac side-effects occurred. Bedaquiline was discontinued in three patients following QTcF prolongation. No significant differences in outcomes or adverse events rates were observed between patients receiving standard and prolonged bedaquiline treatment.Bedaquiline-containing regimens achieved favourable outcomes in a large proportion of patients. Prolonged bedaquiline treatment was overall well tolerated in this cohort.",,,,2017-02-10,Pubmed_Drug_Resistant_Tuberculosis.csv
28167550,Acquisition of Rifampin Resistance in Pulmonary Tuberculosis.,"resistance, rifampin, treatment, tuberculosis",Antimicrobial agents and chemotherapy,,,,,2017-02-09,Pubmed_Drug_Resistant_Tuberculosis.csv
28137234,Mycobacterial DNA Replication as a Target for Antituberculosis Drug Discovery.,"Antimicrobial agent, DNA replication, Drug targets, Multi drug resistance, RNA, Tuberculosis",Current topics in medicinal chemistry,"Mycobacterium tuberculosis (M. tuberculosis), the causative agent of tuberculosis, is a leading infectious disease organism, causing millions of deaths each year. This serious pathogen has been greatly spread worldwide and recent years have observed an increase in the number of multi-drug resistant and totally drug resistant M. tuberculosis strains (WHO report, 2014). The danger of tuberculosis becoming an incurable disease has emphasized the need for the discovery of a new generation of antimicrobial agents. The development of novel alternative medical strategies, new drugs and the search for optimal drug targets are top priority areas of tuberculosis research.
Key characteristics of mycobacteria include: slow growth, the ability to transform into a metabolically silent - latent state, intrinsic drug resistance and the relatively rapid development of acquired drug resistance. These factors make finding an ideal antituberculosis drug enormously challenging, even if it is designed to treat drug sensitive tuberculosis strains. A vast majority of canonical antibiotics including antituberculosis agents target bacterial cell wall biosynthesis or DNA/RNA processing. Novel therapeutic approaches are being tested to target mycobacterial cell division, twocomponent regulatory factors, lipid synthesis and the transition between the latent and actively growing states.
This review discusses the choice of cellular targets for an antituberculosis therapy, describes putative drug targets evaluated in the recent literature and summarizes potential candidates under clinical and pre-clinical development. We focus on the key cellular process of DNA replication, as a prominent target for future antituberculosis therapy. We describe two main pathways: the biosynthesis of nucleic acids precursors - the nucleotides, and the synthesis of DNA molecules. We summarize data regarding replication associated proteins that are critical for nucleotide synthesis, initiation, unwinding and elongation of the DNA during the replication process. They are pivotal processes required for successful multiplication of the bacterial cells and hence they are extensively investigated for the development of antituberculosis drugs. Finally, we summarize the most potent inhibitors of DNA synthesis and provide an up to date report on their status in the clinical trials.",,,,2017-02-01,Pubmed_Drug_Resistant_Tuberculosis.csv
28109869,"Outcomes, infectiousness, and transmission dynamics of patients with extensively drug-resistant tuberculosis and home-discharged patients with programmatically incurable tuberculosis: a prospective cohort study.",,The Lancet. Respiratory medicine,"The emergence of programmatically incurable tuberculosis threatens to destabilise control efforts. The aim of this study was to collect prospective patient-level data to inform treatment and containment strategies.
In a prospective cohort study, 273 South African patients with extensively drug-resistant tuberculosis, or resistance beyond extensively drug-resistant tuberculosis, were followed up over a period of 6 years. Transmission dynamics, infectiousness, and drug susceptibility were analysed in a subset of patients from the Western Cape using whole-genome sequencing (WGS; n=149), a cough aerosol sampling system (CASS; n=26), and phenotypic testing for 18 drugs (n=179).
Between Oct 1, 2008, and Oct 31, 2012, we enrolled and followed up 273 patients for a median of 20·3 months (IQR 9·6-27·8). 203 (74%) had programmatically incurable tuberculosis and unfavourable outcomes (treatment failure, relapse, default, or death despite treatment with a regimen based on capreomycin, aminosalicylic acid, or both). 172 (63%) patients were discharged home, of whom 104 (60%) had an unfavourable outcome. 54 (31%) home-discharged patients had failed treatment, with a median time to death after discharge of 9·9 months (IQR 4·2-17·4). 35 (20%) home-discharged cases were smear-positive at discharge. Using CASS, six (23%) of 26 home-discharged cases with data available expectorated infectious culture-positive cough aerosols in the respirable range (<5 μm), and most reported inter-person contact with suboptimal protective mask usage. WGS identified 17 (19%) of the 90 patients (with available sequence data) that were discharged home before the diagnosis of 20 downstream cases of extensively drug-resistant tuberculosis with almost identical sequencing profiles suggestive of community-based transmission (five or fewer single nucleotide polymorphisms different and with identical resistance-encoding mutations for 14 drugs). 11 (55%) of these downstream cases had HIV co-infection and ten (50%) had died by the end of the study. 22 (56%) of 39 isolates in patients discharged home after treatment failure were resistant to eight or more drugs. However, five (16%) of 31 isolates were susceptible to rifabutin and more than 90% were likely to be sensitive to linezolid, bedaquiline, and delamanid.
More than half of the patients with programmatically incurable tuberculosis were discharged into the community where they remained for an average of 16 months, were at risk of expectorating infectious cough aerosols, and posed a threat of transmission of extensively drug-resistant tuberculosis. Urgent action, including appropriate containment strategies, is needed to address this situation. Access to delamanid, bedaquiline, linezolid, and rifabutin, when appropriate, must be accelerated along with comprehensive drug susceptibility testing.
UK Medical Research Council, South African Medical Research Council, South African National Research Foundation, European & Developing Countries Clinical Trials Partnership, Oppenheimer Foundation, Newton Fund, Biotechnology and Biological Sciences Research Council, King Abdullah University of Science & Technology.",,,,2017-01-23,Pubmed_Drug_Resistant_Tuberculosis.csv
28081227,Diagnostic Accuracy of GeneXpert MTB/RIF Assay in Comparison to Conventional Drug Susceptibility Testing Method for the Diagnosis of Multidrug-Resistant Tuberculosis.,,PloS one,"Xpert MTB/RIF assay is regarded as a great achievement of modern medicine for the rapid diagnosis of multidrug-resistant tuberculosis (MDR-TB). The main purpose of this study was to determine the performance of Xpert MTB/RIF assay compared to conventional drug susceptibility testing (DST) method for the diagnosis of MDR-TB. A comparative cross sectional study was carried out at German-Nepal Tuberculosis Project, Kathmandu, Nepal, from April 2014 to September 2014. A total of 88 culture positive clinical samples (83 pulmonary and 5 extra-pulmonary) received during the study period were analyzed for detection of multidrug-resistant tuberculosis by both GeneXpert MTB/RIF assay and conventional DST method. McNemar chi square test was used to compare the performance of Xpert with that of DST method. A p-value of less than 0.05 was considered as statistically significant. Of total 88 culture positive samples, one was reported as invalid while 2 were found to contain nontuberculous Mycobacteria (NTM). Among remaining 85 Mycobacterium tuberculosis culture positive samples, 69 were found to be MDR-TB positive by both methods. The overall sensitivity, specificity, positive predictive value (PPV) and negative predictive value (NPV) of GeneXpert MTB/RIF assay were found to be 98.6%, 100%, 100% and 93.8% respectively. Statistically, there was no significant difference between the diagnostic performance of Xpert and conventional DST method for detection of MDR-TB. GeneXpert MTB/RIF assay was found to be highly sensitive, specific and comparable to gold standard conventional DST method for the diagnosis of MDR-TB.",,,,2017-01-13,Pubmed_Drug_Resistant_Tuberculosis.csv
28063922,Efficacy and safety of a four-drug fixed-dose combination regimen versus separate drugs for treatment of pulmonary tuberculosis: a systematic review and meta-analysis.,,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],"Tuberculosis, particularly multi-drug-resistant tuberculosis, is a major cause of morbidity and mortality worldwide. To the best of our knowledge, however, no study to date has assessed the combined use of the four available drugs for tuberculosis treatment, which is an issue of great clinical relevance.
To determine whether the four-drug fixed-dose combination is safer or more effective than separate drugs for treatment of pulmonary tuberculosis.
A systematic review of the literature was performed in accordance with Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines.
In pooled results from five randomized controlled trials with 3502 patients across Africa, Asia, and Latin America, four-drug fixed-dose combination therapy was no better than separate drugs therapy in terms of culture conversion after 2 and 6 months of treatment. There were no significant differences between the groups in overall incidence of adverse effects. However, the meta-analytic measure (log odds ratio) revealed that separate drugs treatment had a 1.65 [exp (0.5)=1.65] increased chance of gastrointestinal adverse effects compared to four-drug fixed-dose combination treatment.
The reviewed studies showed that four-drug fixed-dose combination therapy provides greater patient comfort by reducing the number of pills and the incidence of gastrointestinal adverse effects, as well as simplifying pharmaceutical management at all levels.",,"In pooled results from five randomized controlled trials with 3502 patients across Africa, Asia, and Latin America, four-drug fixed-dose combination therapy was no better than separate drugs therapy in terms of culture conversion after 2 and 6 months of treatment. There were no significant differences between the groups in overall incidence of adverse effects. However, the meta-analytic measure (log odds ratio) revealed that separate drugs treatment had a 1.65 [exp (0.5)=1.65] increased chance of gastrointestinal adverse effects compared to four-drug fixed-dose combination treatment.",,2017-01-09,Pubmed_Drug_Resistant_Tuberculosis.csv
28045934,Priority-Setting for Novel Drug Regimens to Treat Tuberculosis: An Epidemiologic Model.,,PLoS medicine,"Novel drug regimens are needed for tuberculosis (TB) treatment. New regimens aim to improve on characteristics such as duration, efficacy, and safety profile, but no single regimen is likely to be ideal in all respects. By linking these regimen characteristics to a novel regimen's ability to reduce TB incidence and mortality, we sought to prioritize regimen characteristics from a population-level perspective.
We developed a dynamic transmission model of multi-strain TB epidemics in hypothetical populations reflective of the epidemiological situations in India (primary analysis), South Africa, the Philippines, and Brazil. We modeled the introduction of various novel rifampicin-susceptible (RS) or rifampicin-resistant (RR) TB regimens that differed on six characteristics, identified in consultation with a team of global experts: (1) efficacy, (2) duration, (3) ease of adherence, (4) medical contraindications, (5) barrier to resistance, and (6) baseline prevalence of resistance to the novel regimen. We compared scale-up of these regimens to a baseline reflective of continued standard of care. For our primary analysis situated in India, our model generated baseline TB incidence and mortality of 157 (95% uncertainty range [UR]: 113-187) and 16 (95% UR: 9-23) per 100,000 per year at the time of novel regimen introduction and RR TB incidence and mortality of 6 (95% UR: 4-10) and 0.6 (95% UR: 0.3-1.1) per 100,000 per year. An optimal RS TB regimen was projected to reduce 10-y TB incidence and mortality in the India-like scenario by 12% (95% UR: 6%-20%) and 11% (95% UR: 6%-20%), respectively, compared to current-care projections. An optimal RR TB regimen reduced RR TB incidence by an estimated 32% (95% UR: 18%-46%) and RR TB mortality by 30% (95% UR: 18%-44%). Efficacy was the greatest determinant of impact; compared to a novel regimen meeting all minimal targets only, increasing RS TB treatment efficacy from 94% to 99% reduced TB mortality by 6% (95% UR: 1%-13%, half the impact of a fully optimized regimen), and increasing the efficacy against RR TB from 76% to 94% lowered RR TB mortality by 13% (95% UR: 6%-23%). Reducing treatment duration or improving ease of adherence had smaller but still substantial impact: shortening RS TB treatment duration from 6 to 2 mo lowered TB mortality by 3% (95% UR: 1%-6%), and shortening RR TB treatment from 20 to 6 mo reduced RR TB mortality by 8% (95% UR: 4%-13%), while reducing nonadherence to the corresponding regimens by 50% reduced TB and RR TB mortality by 2% (95% UR: 1%-4%) and 6% (95% UR: 3%-10%), respectively. Limitations include sparse data on key model parameters and necessary simplifications to model structure and outcomes.
In designing clinical trials of novel TB regimens, investigators should consider that even small changes in treatment efficacy may have considerable impact on TB-related incidence and mortality. Other regimen improvements may still have important benefits for resource allocation and outcomes such as patient quality of life.",,,,2017-01-04,Pubmed_Drug_Resistant_Tuberculosis.csv
