pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,publication_date,category
27712702,Developing a Patient-Centered Benefit-Risk Survey: A Community-Engaged Process.,"attribute development, community engagement, patient-centered benefit risk, stated preferences",Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,"To provide a community-engaged process to inform the design of a stated-preferences experiment. The process involved integrating patients and caregivers of people with Duchenne/Becker muscular dystrophy, advocates, clinicians, and the sponsor in conceptualizing and developing a benefit-risk survey on the basis of phase III trial results.
Our community-engagement process for the development of a stated-preference survey included a set of five guiding principles with a foundation in the principles of community-engaged research. Engagement efforts were carried out through an informal network of three committees. Members of the leadership, stakeholder, and review committees comprised patients, caregivers, clinicians, advocacy leadership, and industry representatives.
Committee members participated in 15 hours of formal engagement including interviews and conference calls that ranged from 45 to 90 minutes, plus additional less-formal ad hoc communication. Committees comprised 20 individuals across three committees including adults with DMD (n = 6), parents of children with DMD (n = 6), clinicians (n = 3), members of research and advocacy organizations (n = 4), and an industry representative (n = 1). Community engagement informed attribute selection, survey length, word choice, and eligibility criteria. Challenges in the process included managing diverse stakeholder perspectives, time requirements, and the inherent tension between outcomes used in clinical trials versus attributes that correspond to patient- and family-relevant outcomes.
We demonstrated how community engagement can successfully influence study design to support the design of a relevant survey instrument that is ethical, acceptable, meaningful to the community, and enhances patient-centered benefit-risk assessment for regulatory decision making.",,"Committee members participated in 15 hours of formal engagement including interviews and conference calls that ranged from 45 to 90 minutes, plus additional less-formal ad hoc communication. Committees comprised 20 individuals across three committees including adults with DMD (n = 6), parents of children with DMD (n = 6), clinicians (n = 3), members of research and advocacy organizations (n = 4), and an industry representative (n = 1). Community engagement informed attribute selection, survey length, word choice, and eligibility criteria. Challenges in the process included managing diverse stakeholder perspectives, time requirements, and the inherent tension between outcomes used in clinical trials versus attributes that correspond to patient- and family-relevant outcomes.",,2016-10-08,Pubmed_Duchenne_Muscular_Dystrophy.csv
27707475,Patient need versus evidence: a balancing act.,,"Lancet (London, England)",,,,,2016-10-07,Pubmed_Duchenne_Muscular_Dystrophy.csv
27698204,Muscular dystrophy drug looks set for commercial success despite clinical doubts.,,BMJ (Clinical research ed.),,,,,2016-10-05,Pubmed_Duchenne_Muscular_Dystrophy.csv
27649492,"Upper Limb Evaluation in Duchenne Muscular Dystrophy: Fat-Water Quantification by MRI, Muscle Force and Function Define Endpoints for Clinical Trials.",,PloS one,"A number of promising experimental therapies for Duchenne muscular dystrophy (DMD) are emerging. Clinical trials currently rely on invasive biopsies or motivation-dependent functional tests to assess outcome. Quantitative muscle magnetic resonance imaging (MRI) could offer a valuable alternative and permit inclusion of non-ambulant DMD subjects. The aims of our study were to explore the responsiveness of upper-limb MRI muscle-fat measurement as a non-invasive objective endpoint for clinical trials in non-ambulant DMD, and to investigate the relationship of these MRI measures to those of muscle force and function.
15 non-ambulant DMD boys (mean age 13.3 y) and 10 age-gender matched healthy controls (mean age 14.6 y) were recruited. 3-Tesla MRI fat-water quantification was used to measure forearm muscle fat transformation in non-ambulant DMD boys compared with healthy controls. DMD boys were assessed at 4 time-points over 12 months, using 3-point Dixon MRI to measure muscle fat-fraction (f.f.). Images from ten forearm muscles were segmented and mean f.f. and cross-sectional area recorded. DMD subjects also underwent comprehensive upper limb function and force evaluation.
Overall mean baseline forearm f.f. was higher in DMD than in healthy controls (p<0.001). A progressive f.f. increase was observed in DMD over 12 months, reaching significance from 6 months (p<0.001, n = 7), accompanied by a significant loss in pinch strength at 6 months (p<0.001, n = 9) and a loss of upper limb function and grip force observed over 12 months (p<0.001, n = 8).
These results support the use of MRI muscle f.f. as a biomarker to monitor disease progression in the upper limb in non-ambulant DMD, with sensitivity adequate to detect group-level change over time intervals practical for use in clinical trials. Clinical validity is supported by the association of the progressive fat transformation of muscle with loss of muscle force and function.",,"Overall mean baseline forearm f.f. was higher in DMD than in healthy controls (p<0.001). A progressive f.f. increase was observed in DMD over 12 months, reaching significance from 6 months (p<0.001, n = 7), accompanied by a significant loss in pinch strength at 6 months (p<0.001, n = 9) and a loss of upper limb function and grip force observed over 12 months (p<0.001, n = 8).",,2016-09-21,Pubmed_Duchenne_Muscular_Dystrophy.csv
27593185,Quantifying disease activity in fatty-infiltrated skeletal muscle by IDEAL-CPMG in Duchenne muscular dystrophy.,"Apparent fat fraction, Duchenne muscular dystrophy, Fatty degeneration, IDEAL-CPMG, Magnetic resonance imaging, Skeletal muscle, T(2) relaxation times, Water T(2)",Neuromuscular disorders : NMD,The purpose of this study was to explore the use of iterative decomposition of water and fat with echo asymmetry and least-squares estimation Carr-Purcell-Meiboom-Gill (IDEAL-CPMG) to simultaneously measure skeletal muscle apparent fat fraction and water T,,,,2016-09-07,Pubmed_Duchenne_Muscular_Dystrophy.csv
27588424,"Long-Term Efficacy, Safety, and Pharmacokinetics of Drisapersen in Duchenne Muscular Dystrophy: Results from an Open-Label Extension Study.",,PloS one,"Drisapersen induces exon 51 skipping during dystrophin pre-mRNA splicing and allows synthesis of partially functional dystrophin in Duchenne muscular dystrophy (DMD) patients with amenable mutations.
This 188-week open-label extension of the dose-escalation study assessed the long-term efficacy, safety, and pharmacokinetics of drisapersen (PRO051/GSK2402968), 6 mg/kg subcutaneously, in 12 DMD subjects. Dosing was once weekly for 72 weeks. All subjects had a planned treatment interruption (weeks 73-80), followed by intermittent dosing (weeks 81-188).
Subjects received a median (range) total dose of 5.93 (5.10 to 6.02) mg/kg drisapersen. After 177 weeks (last efficacy assessment), median (mean [SD]) six-minute walk distance (6MWD) improved by 8 (-24.5 [161]) meters for the 10 subjects able to complete the 6MWD at baseline (mean age [SD]: 9.5 [1.9] years). These statistics include 2 subjects unable to complete the test at later visits and who scored ""zero"". When only the 8 ambulant subjects at week 177 were taken into account, a median (mean [SD]) increase of 64 (33 [121]) meters in 6MWD was observed. Of 7 subjects walking ≥330 m at extension baseline, 5 walked farther at week 177. Of 3 subjects walking <330 m, 2 lost ambulation, while 1 declined overall but walked farther at some visits. Over the 188 weeks, the most common adverse events were injection-site reactions, raised urinary α1-microglobulin and proteinuria. Dystrophin expression was detected in all muscle biopsies obtained at week 68 or 72.
Drisapersen was generally well tolerated over 188 weeks. Possible renal effects, thrombocytopenia and injection-site reactions warrant continued monitoring. Improvements in the 6MWD at 12 weeks were sustained after 3.4 years of dosing for most patients. For a small, uncontrolled study, the outcomes are encouraging, as natural history studies would anticipate a decline of over 100 meters over a 3-year period in a comparable cohort.
ClinicalTrials.gov NCT01910649.",,"Subjects received a median (range) total dose of 5.93 (5.10 to 6.02) mg/kg drisapersen. After 177 weeks (last efficacy assessment), median (mean [SD]) six-minute walk distance (6MWD) improved by 8 (-24.5 [161]) meters for the 10 subjects able to complete the 6MWD at baseline (mean age [SD]: 9.5 [1.9] years). These statistics include 2 subjects unable to complete the test at later visits and who scored ""zero"". When only the 8 ambulant subjects at week 177 were taken into account, a median (mean [SD]) increase of 64 (33 [121]) meters in 6MWD was observed. Of 7 subjects walking ≥330 m at extension baseline, 5 walked farther at week 177. Of 3 subjects walking <330 m, 2 lost ambulation, while 1 declined overall but walked farther at some visits. Over the 188 weeks, the most common adverse events were injection-site reactions, raised urinary α1-microglobulin and proteinuria. Dystrophin expression was detected in all muscle biopsies obtained at week 68 or 72.","Drisapersen was generally well tolerated over 188 weeks. Possible renal effects, thrombocytopenia and injection-site reactions warrant continued monitoring. Improvements in the 6MWD at 12 weeks were sustained after 3.4 years of dosing for most patients. For a small, uncontrolled study, the outcomes are encouraging, as natural history studies would anticipate a decline of over 100 meters over a 3-year period in a comparable cohort.",2016-09-03,Pubmed_Duchenne_Muscular_Dystrophy.csv
27582364,Functional changes in Becker muscular dystrophy: implications for clinical trials in dystrophinopathies.,,Scientific reports,"We performed a 1-year longitudinal study of Six Minute Walk Test (6MWT), North Star Ambulatory Assessment (NSAA), and timed function tests in Becker muscular dystrophy (BMD). Skeletal muscle dystrophin was quantified by immunoblot. We grouped deletions ending on exon 45 (""del 45-x"", n = 28) or 51 (""del x-51"", n = 10); isolated exon 48 deletion (""del 48"", n = 10); and other mutations (n = 21). Only patients in the ""del 45-x"" or ""other"" groups became non-ambulatory (n = 5, log-rank p = n.s.) or unable to run (n = 22, p < 0.001). All measures correlated positively with dystrophin quantity and negatively with age, and were significantly more impaired in the ""del 45-x"" and ""other"" groups. After one year, NSAA score decreased significantly (-0.9 ± 1.6, p < 0.001); in the ""del 45-x"" group, both NSAA (-1.3 ± 1.7, p = 0.001) and 6MWT (-12 ± 31 m, p = 0.059) decreased. We conclude that patients with ""del x-51"" or ""del 48"" mutations have mild or asymptomatic BMD, while ""del 45-x"" mutations cause comparatively severe weakness, and functional deterioration in 1 year. Furthermore, exon 51 skipping could be more effective than exon 45 skipping in Duchenne muscular dystrophy.",,,,2016-09-02,Pubmed_Duchenne_Muscular_Dystrophy.csv
27571420,Treatment effect of idebenone on inspiratory function in patients with Duchenne muscular dystrophy.,"Duchenne muscular dystrophy, idebenone, inspiratory flow, respiratory function",Pediatric pulmonology,"Assessment of dynamic inspiratory function may provide valuable information about the degree and progression of pulmonary involvement in patients with Duchenne muscular dystrophy (DMD). The aims of this study were to characterize inspiratory function and to assess the efficacy of idebenone on this pulmonary function outcome in a large and well-characterized cohort of 10-18 year-old DMD patients not taking glucocorticoid steroids (GCs) enrolled in the phase 3 randomized controlled DELOS trial. We evaluated the effect of idebenone on the highest flow generated during an inspiratory FVC maneuver (maximum inspiratory flow; V'I,max(FVC)) and the ratio between the largest inspiratory flow during tidal breathing (tidal inspiratory flow; V'I,max(t)) and the V'I,max(FVC). The fraction of the maximum flow that is not used during tidal breathing has been termed inspiratory flow reserve (IFR). DMD patients in both treatment groups of DELOS (idebenone, n = 31; placebo: n = 33) had comparable and abnormally low V'I,max(FVC) at baseline. During the study period, V'I,max(FVC) further declined by -0.29 L/sec in patients on placebo (95%CI: -0.51, -0.08; P = 0.008 at week 52), whereas it remained stable in patients on idebenone (change from baseline to week 52: 0.01 L/sec; 95%CI: -0.22, 0.24; P = 0.950). The between-group difference favoring idebenone was 0.27 L/sec (P = 0.043) at week 26 and 0.30 L/sec (P = 0.061) at week 52. In addition, during the study period, IFR improved by 2.8% in patients receiving idebenone and worsened by -3.0% among patients on placebo (between-group difference 5.8% at week 52; P = 0.040). Although the clinical interpretation of these data is currently limited due to the scarcity of routine clinical practice experience with dynamic inspiratory function outcomes in DMD, these findings from a randomized controlled study nevertheless suggest that idebenone preserved inspiratory muscle function as assessed by V'I,max(FVC) and IFR in patients with DMD. Pediatr Pulmonol. 2017;52:508-515. © 2016 The Authors. Pediatric Pulmonology Published by Wiley Periodicals, Inc.",,,,2016-08-30,Pubmed_Duchenne_Muscular_Dystrophy.csv
27566866,Histological effects of givinostat in boys with Duchenne muscular dystrophy.,"Clinical trial, Duchenne muscular dystrophy, Givinostat, Histology, Histone deacetylase inhibitor",Neuromuscular disorders : NMD,"Duchenne Muscular Dystrophy (DMD) is caused by mutations in the dystrophin gene leading to dystrophin deficiency, muscle fiber degeneration and progressive fibrotic replacement of muscles. Givinostat, a histone deacetylase (HDAC) inhibitor, significantly reduced fibrosis and promoted compensatory muscle regeneration in mdx mice. This study was conducted to evaluate whether the beneficial histological effects of Givinostat could be extended to DMD boys. Twenty ambulant DMD boys aged 7 to <11 years on stable corticosteroid treatment were enrolled in the study and treated for ≥12 months with Givinostat. A muscle biopsy was collected at the beginning and at the end of treatment to evaluate the amount of muscle and fibrotic tissue. Histological effects were the primary objectives of the study. Treatment with Givinostat significantly increased the fraction of muscle tissue in the biopsies and reduced the amount of fibrotic tissue. It also substantially reduced tissue necrosis and fatty replacement. Overall the drug was safe and tolerated. Improvement in functional tests was not observed in this study, but the sample size of the study was not sufficient to draw definitive conclusions. This study showed that treatment with Givinostat for more than 1 year significantly counteracted histological disease progression in ambulant DMD boys aged 7 to 10 years.",,,,2016-08-28,Pubmed_Duchenne_Muscular_Dystrophy.csv
27566742,Efficacy and safety of deflazacort vs prednisone and placebo for Duchenne muscular dystrophy.,,Neurology,"To assess safety and efficacy of deflazacort (DFZ) and prednisone (PRED) vs placebo in Duchenne muscular dystrophy (DMD).
This phase III, double-blind, randomized, placebo-controlled, multicenter study evaluated muscle strength among 196 boys aged 5-15 years with DMD during a 52-week period. In phase 1, participants were randomly assigned to receive treatment with DFZ 0.9 mg/kg/d, DFZ 1.2 mg/kg/d, PRED 0.75 mg/kg/d, or placebo for 12 weeks. In phase 2, placebo participants were randomly assigned to 1 of the 3 active treatment groups. Participants originally assigned to an active treatment continued that treatment for an additional 40 weeks. The primary efficacy endpoint was average change in muscle strength from baseline to week 12 compared with placebo. The study was completed in 1995.
All treatment groups (DFZ 0.9 mg/kg/d, DFZ 1.2 mg/kg/d, and PRED 0.75 mg/kg/d) demonstrated significant improvement in muscle strength compared with placebo at 12 weeks. Participants taking PRED had significantly more weight gain than placebo or both doses of DFZ at 12 weeks; at 52 weeks, participants taking PRED had significantly more weight gain than both DFZ doses. The most frequent adverse events in all 3 active treatment arms were Cushingoid appearance, erythema, hirsutism, increased weight, headache, and nasopharyngitis.
After 12 weeks of treatment, PRED and both doses of DFZ improved muscle strength compared with placebo. Deflazacort was associated with less weight gain than PRED.
This study provides Class I evidence that for boys with DMD, daily use of either DFZ and PRED is effective in preserving muscle strength over a 12-week period.",,"All treatment groups (DFZ 0.9 mg/kg/d, DFZ 1.2 mg/kg/d, and PRED 0.75 mg/kg/d) demonstrated significant improvement in muscle strength compared with placebo at 12 weeks. Participants taking PRED had significantly more weight gain than placebo or both doses of DFZ at 12 weeks; at 52 weeks, participants taking PRED had significantly more weight gain than both DFZ doses. The most frequent adverse events in all 3 active treatment arms were Cushingoid appearance, erythema, hirsutism, increased weight, headache, and nasopharyngitis.",,2016-08-28,Pubmed_Duchenne_Muscular_Dystrophy.csv
27560387,Home Mechanical Ventilation: An Overview.,"chronic obstructive pulmonary disease, chronic respiratory failure, neuromuscular disorders, noninvasive ventilation, obesity hypoventilation syndrome",Annals of the American Thoracic Society,"Prevalence studies have shown heterogeneous use of home mechanical ventilation in different conditions, with a marked increase in uptake especially in users of noninvasive ventilation. Although randomized controlled trials have examined noninvasive ventilation in acute exacerbations of chronic obstructive pulmonary disease, for weaning from invasive ventilation and for postextubation respiratory failure, the evidence base for long-term noninvasive ventilation and comparisons with invasive ventilation are less well developed. The combination of noninvasive ventilation and cough-assist devices has reduced the indications for tracheotomy ventilation in some situations (e.g., Duchenne muscular dystrophy, spinal muscular atrophy, myopathies, and amyotrophic lateral sclerosis) and has also prolonged survival. Several excellent overviews have been written on the history of home mechanical ventilation and its evolution from negative pressure to positive pressure techniques, including a systematic review of outcomes. This review, instead, will cover recent trials, trends in the field, outcomes, and safety. Because the greatest growth has been in home noninvasive ventilation, this will be the main focus of this article.",,,,2016-08-26,Pubmed_Duchenne_Muscular_Dystrophy.csv
27542949,Gene therapies that restore dystrophin expression for the treatment of Duchenne muscular dystrophy.,,Human genetics,"Duchenne muscular dystrophy is one of the most common inherited genetic diseases and is caused by mutations to the DMD gene that encodes the dystrophin protein. Recent advances in genome editing and gene therapy offer hope for the development of potential therapeutics. Truncated versions of the DMD gene can be delivered to the affected tissues with viral vectors and show promising results in a variety of animal models. Genome editing with the CRISPR/Cas9 system has recently been used to restore dystrophin expression by deleting one or more exons of the DMD gene in patient cells and in a mouse model that led to functional improvement of muscle strength. Exon skipping with oligonucleotides has been successful in several animal models and evaluated in multiple clinical trials. Next-generation oligonucleotide formulations offer significant promise to build on these results. All these approaches to restoring dystrophin expression are encouraging, but many hurdles remain. This review summarizes the current state of these technologies and summarizes considerations for their future development.",,,,2016-08-21,Pubmed_Duchenne_Muscular_Dystrophy.csv
27531051,Muscle redox disturbances and oxidative stress as pathomechanisms and therapeutic targets in early-onset myopathies.,"ColVI, Congenital myopathies, Dystrophinopathy, Oxidative stress, RYR1, SEPN1",Seminars in cell & developmental biology,"Because of their contractile activity and their high oxygen consumption and metabolic rate, skeletal muscles continually produce moderate levels of reactive oxygen and nitrogen species (ROS/RNS), which increase during exercise and are buffered by multiple antioxidant systems to maintain redox homeostasis. Imbalance between ROS/RNS production and elimination results in oxidative stress (OxS), which has been implicated in ageing and in numerous human diseases, including cancer, diabetes or age-related muscle loss (sarcopenia). The study of redox homeostasis in muscle was hindered by its lability, by the many factors influencing technical OxS measures and by ROS/RNS important roles in signaling pathways and adaptative responses to muscle contraction and effort, which make it difficult to define a threshold between physiological signaling and pathological conditions. In the last years, new tools have been developed that facilitate the study of these key mechanisms, and deregulation of redox homeostasis has emerged as a key pathogenic mechanism and potential therapeutic target in muscle conditions. This is in particular the case for early-onset myopathies, genetic muscle diseases which present from birth or early childhood with muscle weakness interfering with ambulation and often with cardiac or respiratory failure leading to premature death. Inherited defects of the reductase selenoprotein N in SEPN1-related myopathy leads to chronic OxS of monogenic origin as a primary disease pathomechanism. In myopathies associated with mutations of the genes encoding the calcium channel RyR1, the extracellular matrix protein collagen VI or the sarcolemmal protein dystrophin (Duchenne Muscular Dystrophy), OxS has been identified as a relevant secondary pathophysiological mechanism. OxS being drug-targetable, it represents an interesting therapeutic target for these incurable conditions, and following preclinical correction of the cell or animal model phenotype, the first clinical trials with the antioxidants N-acetylcysteine (SEPN1- and RYR1-related myopathies) or epigallocatechin-gallate (DMD) have been launched recently. In this review, we provide an overview of the mechanisms involved in redox regulation in skeletal muscle, the technical tools available to measure redox homeostasis in muscle cells, the bases of OxS as a primary or secondary pathomechanism in early-onset myopathies and the innovative clinical trials with antioxidants which are currently in progress for these so-far untreatable infantile muscle diseases. Progress in our knowledge of redox homeostasis defects in these rare muscle conditions may be useful as a model paradigm to understand and treat other conditions in which OxS is involved, including prevalent conditions with major socioeconomic impact such as insulin resistance, cachexia, obesity, sarcopenia or ageing.",,,,2016-08-18,Pubmed_Duchenne_Muscular_Dystrophy.csv
27524897,Current and emerging treatment strategies for Duchenne muscular dystrophy.,"Duchenne muscular dystrophy, emerging treatment, review, standard of care",Neuropsychiatric disease and treatment,"Duchenne muscular dystrophy (DMD) is the most common form of muscular dystrophy in childhood. It is caused by mutations of the DMD gene, leading to progressive muscle weakness, loss of independent ambulation by early teens, and premature death due to cardiorespiratory complications. The diagnosis can usually be made after careful review of the history and examination of affected boys presenting with developmental delay, proximal weakness, and elevated serum creatine kinase, plus confirmation by muscle biopsy or genetic testing. Precise characterization of the DMD mutation is important for genetic counseling and individualized treatment. Current standard of care includes the use of corticosteroids to prolong ambulation and to delay the onset of secondary complications. Early use of cardioprotective agents, noninvasive positive pressure ventilation, and other supportive strategies has improved the life expectancy and health-related quality of life for many young adults with DMD. New emerging treatment includes viral-mediated microdystrophin gene replacement, exon skipping to restore the reading frame, and nonsense suppression therapy to allow translation and production of a modified dystrophin protein. Other potential therapeutic targets involve upregulation of compensatory proteins, reduction of the inflammatory cascade, and enhancement of muscle regeneration. So far, data from DMD clinical trials have shown limited success in delaying disease progression; unforeseen obstacles included immune response against the generated mini-dystrophin, inconsistent evidence of dystrophin production in muscle biopsies, and failure to demonstrate a significant improvement in the primary outcome measure, as defined by the 6-minute walk test in some studies. The long-term safety and efficacy of emerging treatments will depend on the selection of appropriate clinical end points and sensitive biomarkers to detect meaningful changes in disease progression. Correction of the underlying mutations using new gene-editing technologies and corticosteroid analogs with better safety profiles offers renewed hope for many individuals with DMD and their families.",,,,2016-08-16,Pubmed_Duchenne_Muscular_Dystrophy.csv
27502519,Skeletal Muscle Differentiation on a Chip Shows Human Donor Mesoangioblasts' Efficiency in Restoring Dystrophin in a Duchenne Muscular Dystrophy Model.,"Cellular therapy, Muscular dystrophy, Pericytes, Technology, Tissue regeneration",Stem cells translational medicine,": Restoration of the protein dystrophin on muscle membrane is the goal of many research lines aimed at curing Duchenne muscular dystrophy (DMD). Results of ongoing preclinical and clinical trials suggest that partial restoration of dystrophin might be sufficient to significantly reduce muscle damage. Different myogenic progenitors are candidates for cell therapy of muscular dystrophies, but only satellite cells and pericytes have already entered clinical experimentation. This study aimed to provide in vitro quantitative evidence of the ability of mesoangioblasts to restore dystrophin, in terms of protein accumulation and distribution, within myotubes derived from DMD patients, using a microengineered model. We designed an ad hoc experimental strategy to miniaturize on a chip the standard process of muscle regeneration independent of variables such as inflammation and fibrosis. It is based on the coculture, at different ratios, of human dystrophin-positive myogenic progenitors and dystrophin-negative myoblasts in a substrate with muscle-like physiological stiffness and cell micropatterns. Results showed that both healthy myoblasts and mesoangioblasts restored dystrophin expression in DMD myotubes. However, mesoangioblasts showed unexpected efficiency with respect to myoblasts in dystrophin production in terms of the amount of protein produced (40% vs. 15%) and length of the dystrophin membrane domain (210-240 µm vs. 40-70 µm). These results show that our microscaled in vitro model of human DMD skeletal muscle validated previous in vivo preclinical work and may be used to predict efficacy of new methods aimed at enhancing dystrophin accumulation and distribution before they are tested in vivo, reducing time, costs, and variability of clinical experimentation.
This study aimed to provide in vitro quantitative evidence of the ability of human mesoangioblasts to restore dystrophin, in terms of protein accumulation and distribution, within myotubes derived from patients with Duchenne muscular dystrophy (DMD), using a microengineered model. An ad hoc experimental strategy was designed to miniaturize on a chip the standard process of muscle regeneration independent of variables such as inflammation and fibrosis. This microscaled in vitro model, which validated previous in vivo preclinical work, revealed that mesoangioblasts showed unexpected efficiency as compared with myoblasts in dystrophin production. Consequently, this model may be used to predict efficacy of new drugs or therapies aimed at enhancing dystrophin accumulation and distribution before they are tested in vivo.",,,,2016-08-10,Pubmed_Duchenne_Muscular_Dystrophy.csv
27500011,Can Quantitative Muscle Strength and Functional Motor Ability Differentiate the Influence of Age and Corticosteroids in Ambulatory Boys with Duchenne Muscular Dystrophy?,,PLoS currents,"In the absence of a curative treatment for Duchenne Muscular Dystrophy (DMD), corticosteroid therapy (prednisone, deflazacort) has been adopted as the standard of care, as it slows the progression of muscle weakness and enables longer retention of functional mobility. The ongoing development of novel pharmacological agents that target the genetic defect underlying DMD offer hope for a significant alteration in disease progression; however, substantiation of therapeutic efficacy has proved challenging. Identifying functional outcomes sensitive to the early, subtle changes in muscle function has confounded clinical trials. Additionally, the alterations in disease progression secondary to corticosteroid therapy are not well described making it difficult to ascertain the benefits of novel agents, often taken concurrently with corticosteroids.
The purpose of this study was to examine outcome responsiveness to corticosteroid therapy and age at the onset of a natural history study of ambulatory boys with DMD.
Eighty-five ambulatory boys with DMD (mean age 93 mo, range 49 to 180 mo) were recruited into this study. Fifty participants were on corticosteroid therapy, while 33 were corticosteroid naïve at the baseline assessment. Within each treatment group boys were divided in two age groups, 4 to 7 years and 8 and greater years of age. The Biodex System 3 Pro isokinetic dynamometer was used to assess muscle strength. Motor skills were assessed using the upper two dimensions (standing/walking, running & jumping) of the Gross Motor Function Measure (GMFM 88) and Timed Motor Tests (TMTs) (10-meter run, sit to stand, supine to stand, climb 4-stairs). Two way analysis of variance and Pearson correlations were used for analysis.
A main effect for age was seen in select lower extremity muscle groups (hip flexors, knee extensors and ankle dorsiflexors), standing dimension skills, and all TMTs with significantly greater weakness and loss of motor skill ability seen in the older age group regardless of treatment group. Interaction effects were seen for the walking, running, and jumping dimension of the GMFM with the naïve boys scoring higher in the younger group and boys on corticosteroid therapy scoring higher in the older group. The TMT of climb 4-stairs demonstrated a significant treatment effect with the boys on corticosteroid therapy climbing stairs faster than those who were naïve, regardless of age. Examination of individual items within the upper level GMFM dimensions revealed select motor skills are more informative of disease progression than others; indicating their potential to be sensitive indicators of alterations in disease progression and intervention efficacy. Analysis of the relationship between muscle group strength and motor skill performance revealed differences in use patterns in the corticosteroid versus naïve boys.
Significant muscle weakness is apparent in young boys with DMD regardless of corticosteroid treatment; however, older boys on corticosteroid therapy tend to have greater retention of muscle strength and motor skill ability than those who are naive. Quantification of muscle strength via isokinetic dynamometry is feasible and sensitive to the variable rates of disease progression in lower extremity muscle groups, but possibly most informative are the subtle changes in the performance characteristics of select motor skills. Further analysis of longitudinal data from this study will explore the influence of corticosteroid therapy on muscle strength and further clarify its impact on motor performance.",,"A main effect for age was seen in select lower extremity muscle groups (hip flexors, knee extensors and ankle dorsiflexors), standing dimension skills, and all TMTs with significantly greater weakness and loss of motor skill ability seen in the older age group regardless of treatment group. Interaction effects were seen for the walking, running, and jumping dimension of the GMFM with the naïve boys scoring higher in the younger group and boys on corticosteroid therapy scoring higher in the older group. The TMT of climb 4-stairs demonstrated a significant treatment effect with the boys on corticosteroid therapy climbing stairs faster than those who were naïve, regardless of age. Examination of individual items within the upper level GMFM dimensions revealed select motor skills are more informative of disease progression than others; indicating their potential to be sensitive indicators of alterations in disease progression and intervention efficacy. Analysis of the relationship between muscle group strength and motor skill performance revealed differences in use patterns in the corticosteroid versus naïve boys.","Significant muscle weakness is apparent in young boys with DMD regardless of corticosteroid treatment; however, older boys on corticosteroid therapy tend to have greater retention of muscle strength and motor skill ability than those who are naive. Quantification of muscle strength via isokinetic dynamometry is feasible and sensitive to the variable rates of disease progression in lower extremity muscle groups, but possibly most informative are the subtle changes in the performance characteristics of select motor skills. Further analysis of longitudinal data from this study will explore the influence of corticosteroid therapy on muscle strength and further clarify its impact on motor performance.",2016-08-09,Pubmed_Duchenne_Muscular_Dystrophy.csv
27488051,"Treatment with L-citrulline and metformin in Duchenne muscular dystrophy: study protocol for a single-centre, randomised, placebo-controlled trial.","Clinical trial, DMD, L-citrulline, Metformin, Mitochondrial function, Quantitative MRI",Trials,"Duchenne muscular dystrophy (DMD) is an X-linked recessive disease that affects 1 in 3500-6000 male births. Despite broad research aiming to improve muscle function as well as heart and brain function, sufficient therapeutic efficacy has not yet been achieved and current therapeutic management is still supportive. In a recent pilot trial, oral treatment with L-arginine and metformin showed consistent changes of muscular metabolism both in vitro and in vivo by raising NO levels and expression of mitochondrial proteins in the skeletal muscle tissue of patients with DMD. This randomised, double-blind, placebo-controlled trial aims to demonstrate the superiority of L-citrulline and metformin therapy over placebo in DMD patients with regard to the Motor Function Measure (MFM) D1 subscore (primary endpoint) as well as additional clinical and subclinical tests.
A total of 40-50 ambulant patients with DMD will be recruited at the outpatient department of the University of Basel Children's Hospital (Switzerland), as well as from the DMD patient registries of Switzerland, Germany and Austria. Patients will be randomly allocated to one of the two arms of the study and will receive either a combination of L-citrulline and metformin or placebo for 26 weeks. Co-medication with glucocorticoids is allowed. The primary endpoint is the change of the MFM D1 subscore from baseline to week 26 under L-citrulline and metformin therapy. Secondary endpoints will include the motor function measure (MFM) and its items and subscores, the 6-minute walking test, timed function tests and quantitative muscle testing. Furthermore, quantitative muscle MRI assessment to evaluate the muscle fat fraction as well as safety and biomarker laboratory analyses from blood will be included. For comparison, muscle metabolism and mitochondrial function will be analysed in 10-20 healthy age-matched male children.
The aim of this study is to test if a 6-month treatment of a combination of L-citrulline and metformin is more effective than placebo in preventing loss of motor function and muscle degeneration in DMD. The MFM D1 subscore is used as a clinical outcome measure and a quantitative muscle MRI assessment as the surrogate outcome measure of fatty muscle degeneration.
ClinicalTrials.gov: NCT01995032 . Registered on 20 November 2013.",,,,2016-08-05,Pubmed_Duchenne_Muscular_Dystrophy.csv
